Geneid	species	chr	gstart	gend	gstrand	Length	mhf1	mhf2	mhm1	mhm2	mlf1	mlf2	mlm1	mlm2
Atl3	mmu	chr19	7471178	7513115	+	6926	32.61626729492854	32.99085124184914	33.02065958494314	71.89036258546614	111.24183284169472	149.94133311790614	158.59431694644945	100.40483612712484
Atm	mmu	chr9	53348422	53448122	-	12263	13.919044004842117	19.272716669345545	16.18056288583099	12.598433639364776	19.410145846389536	16.010595457619765	19.62213846652196	14.064245261525652
Atmin	mmu	chr8	117670132	117687184	+	4877	17.57538989268124	22.134168052567155	23.34749699015287	7.488579435986056	9.030702297111748	6.319971891165697	11.158743578489137	8.072750643386922
Atn1	mmu	chr6	124719507	124733450	-	4396	30.70499558083082	44.9416187835394	37.5494584361404	29.866216809403213	26.447056727255834	19.117914970776233	25.012835847434587	28.128490523051305
Atoh8	mmu	chr6	72183158	72212561	-	2714	7.395790545856408	11.487885700286755	5.671990794217929	32.42114391109257	12.842362357580994	29.598535023626013	9.21809252136059	13.55969834631397
Atox1	mmu	chr11	55337463	55352034	-	514	36.272613182767664	22.386649056969063	19.03854274338266	120.61017938664601	110.18629620956477	115.65548560833224	83.3401815089092	126.13672880292064
Atp10a	mmu	chr7	58305896	58479783	+	6578	3.822543428195447	4.881299418436863	4.440861009426441	0.17620186908202484	0.9968957081227254	0.6846636215429505	0.7546976333277677	0.567615279613143
Atp10d	mmu	chr5	72360672	72456114	+	6048	15.705667563672597	10.26756084567754	8.617908493540419	4.845551399755683	4.515351148555874	6.583304053297601	3.288325402356702	4.730127330109524
Atp11a	mmu	chr8	12807016	12918728	+	16018	102.08683916387189	134.65653568101692	122.23360006144064	15.153360741054136	21.052091718591672	23.5945617270186	15.309580561791858	20.181876608467306
Atp11b	mmu	chr3	35808104	35910425	+	5599	23.558501345508898	31.349724713236753	30.162679727391467	36.64998876906117	45.21215240956596	44.50313540029178	67.54543818283521	39.67000120851854
Atp11c	mmu	chrX	59268643	59450041	-	7397	22.43666794810371	14.980539594513132	13.630365474477193	171.7968223549742	305.22600945757563	191.44248186989424	341.123330264151	278.44682883244735
Atp13a1	mmu	chr8	70243813	70260399	+	4072	29.749359723781957	25.163940105390036	24.35878217051731	57.70611212436314	68.96172663248971	44.66113469757092	65.2813452828519	73.47464452770127
Atp13a2	mmu	chr4	140711812	140734641	+	6595	26.30076076138824	24.827298766187493	18.81869813895561	25.813573820516638	21.22801449061333	22.646565943343745	21.832324392696137	23.33529482854032
Atp13a3	mmu	chr16	30131241	30207674	-	7967	26.84090276754629	38.882074677893634	41.99031944556684	137.08505414581532	119.97933051877037	124.34544695868507	192.93305926286288	117.55943124432204
Atp1a1	mmu	chr3	101483535	101512023	-	3702	520.4060482407389	977.9851705507857	851.6340286295122	145.3665419926705	181.6109416503577	174.90522208801065	322.36370337857505	185.9886066199065
Atp1a2	mmu	chr1	172099276	172125631	-	6227	863.6039690765474	616.8110937538581	800.4981736397799	1.233413083574174	1.9351504922382319	0.8953293512484737	1.5633022404646617	1.765914203240889
Atp1a3	mmu	chr7	24677592	24705362	-	4092	0.9140864719597808	1.5148860264114403	0.7914405759373855	0.17620186908202484	0.058640924007219146	0.6319971891165697	0.10781394761825253	0.06306836440146033
Atp1b1	mmu	chr1	164264668	164285924	-	2590	195.44830745903676	237.03758296599008	201.68544010137705	66.95671025116944	57.70266922310364	70.257020856792	67.49153120902608	58.52744216455518
Atp1b2	mmu	chr11	69490554	69496786	-	4133	27.58879169914975	17.67367030813347	23.39146591103828	0.616706541787087	0.6450501640794106	0.47399789183742724	0.6468836857095152	0.8829571016204445
Atp1b3	mmu	chr9	96214708	96246484	-	2733	50.06700903234254	53.44181259840359	45.15608174931638	35.24037381640497	29.55502569963845	28.334540645392874	31.805114547384495	24.407457023365147
Atp23	mmu	chr10	126703698	126737578	-	5828	2.5760618755230187	2.314409207017478	3.1217933828641313	5.197955137919733	5.453605932671381	4.687312485947892	3.450046323784081	5.1716058809197465
Atp2a1	mmu	chr7	126045032	126062245	-	3440	0.706339546514376	4.75505891623591	37.505489515254986	0	0.17592277202165743	0	0	0.12613672880292065
Atp2a2	mmu	chr5	122591576	122640288	-	5725	6352.984078890655	10367.501243253295	9992.684742864543	153.9123326431487	216.8541369786964	131.82408036323116	294.7094258144933	214.9369858801768
Atp2a3	mmu	chr11	72851995	72883869	+	4606	19.611309762046208	28.740754334417048	29.15139454702703	4.052642988886571	2.05243234025267	3.3706516752883715	1.617209214273788	2.3965978472554923
Atp2b1	mmu	chr10	98750243	98862005	+	8195	44.29164450496029	46.751065981753065	56.85181470483552	29.0733083985341	25.743365639169205	28.281874212966493	42.20916049254586	25.54268758259143
Atp2b2	mmu	chr6	113720792	114019574	-	12835	0.9971852421379427	3.5347340616266942	1.582881151874771	29.601914005780174	1.8765095682310127	16.537259781883574	3.450046323784081	1.9551192964452702
Atp2b4	mmu	chr1	133630411	133728797	-	9219	38.84867505829068	55.798301972821385	36.45023541400514	7.048074763280994	5.570887780685819	7.057301945135028	4.797720669012238	5.108537516518286
Atp2c1	mmu	chr9	105288561	105398456	-	5407	38.433181207399876	53.736373770205816	48.93740894546167	48.27931212847481	37.882036908663565	39.86848934677027	47.76157879488587	36.39044625964261
Atp4a	mmu	chr7	30411634	30424959	+	3497	0	0	0.0439689208854103	0.5286056072460745	2.873405276353738	0.31599859455828483	2.695348690456313	2.964213126868635
Atp5a1	mmu	chr18	77861468	77870569	+	2432	3292.248626303507	3299.674246528519	3851.6335006410573	594.2408034791288	1049.2620532611722	858.6208478472863	1376.2450413469935	1063.7110339950298
Atp5b	mmu	chr10	127919176	127926257	+	1879	4124.690556563243	3739.285755359639	4081.9866771597217	676.7913791440574	1037.5338684597284	884.4273997362128	1420.826108687141	1088.812243026811
Atp5c1	mmu	chr2	10060841	10085321	-	1801	945.5393564722151	765.5644855139815	853.436754385814	198.40330458635998	302.70444972526525	286.0840609401005	299.83058832636027	308.34123355873953
Atp5d	mmu	chr10	79974451	79981648	+	2113	501.2517817146725	364.0355281801492	342.7817072226587	215.0543812146113	223.5392023155194	221.146349758373	172.55622316301316	236.6955715986806
Atp5e	mmu	chr2	174302868	174305894	-	414	355.99513144324555	213.89349089581532	224.24149651559253	159.28648965015046	168.1235291286973	169.11191452110876	105.76548261350572	171.92436135838085
Atp5g1	mmu	chr11	95963619	95966520	-	998	340.7049577304638	235.1860556003761	227.4951966611129	65.54709529851324	72.94930946498062	75.26033193729818	58.11171776623811	81.35819007788382
Atp5g2	mmu	chr15	102571303	102579482	-	647	39.72121214516138	31.265564378436117	33.7241623191097	26.430280362303726	25.743365639169205	23.805227456724126	20.430743073658853	27.11939669262794
Atp5g3	mmu	chr2	73738791	73742793	-	1396	1309.0133772314953	814.756201204953	864.7367670533644	405.0880970195751	458.68930758446817	401.8448794132855	360.26030596639083	437.18990203092295
Atp5h	mmu	chr11	115306517	115310745	-	680	398.4170536191972	238.0475069835977	250.00728415444297	112.24059060524982	125.13973183140565	130.66541884985077	91.10278573742339	127.71343791295716
Atp5j	mmu	chr16	84624759	84634932	-	4137	397.0043745261684	299.82119272726425	328.9314971437545	188.44789898322557	206.1228478853753	207.24241159780846	164.4162701178351	203.1432017371037
Atp5j2	mmu	chr5	145120514	145128351	-	428	397.83536222795004	223.65608973268905	245.12673393616242	120.87448219026905	150.94173839458207	153.52265052290005	103.6631106349498	157.73397936805227
Atp5k	mmu	chr5	108581112	108582265	-	320	265.00197809815825	157.67438724899074	183.6142136174734	65.2827924948902	94.76373319566613	95.53690842145478	72.34315885184745	99.96335757631462
Atp5l	mmu	chr9	44824546	44832470	-	792	108.77629016321391	84.41281580503748	101.21645587821452	42.552751383309	47.616430293861946	44.97713329212921	44.473253392529166	53.103562826029595
Atp5md	mmu	chr19	47071910	47079086	-	363	81.47834415968774	55.92454247502234	57.159597151033395	36.73808970360218	44.156615777436016	34.022515347442	30.29571928072896	37.84101864087619
Atp5mpl	mmu	chr12	111927808	111933443	-	729	246.09700788262643	140.88440045626396	132.17057618154337	81.05285977773143	109.18940050144205	83.26562966610805	84.68785585413735	105.26110018603728
Atp5o	mmu	chr16	91722111	91728518	-	772	698.0296694965599	464.1021662581049	492.1001625495121	127.83445601900902	169.70683407689222	153.15398549591538	142.53003875132984	182.39370984902325
Atp5pb	mmu	chr3	105850014	105866579	-	1302	663.709877412979	539.4256659046737	591.0742034625707	206.3323886950511	295.08112960432675	285.2413980212784	288.51012382644376	284.3752550861846
Atp6ap1	mmu	chrX	73340703	73348327	+	3785	105.99248136224548	122.11664579572222	133.97330193784518	82.37437379584661	80.04486126985414	66.04370626268152	88.6769719160127	80.03375442545315
Atp6ap2	mmu	chrX	12453998	12483290	+	2368	18.198630669017454	22.512889559170016	22.99574562306959	73.82858314536841	42.866515449277195	35.97117334721809	49.648322878205285	37.27340336126305
Atp6v0a1	mmu	chr11	100899262	100954545	+	5813	69.67831879438874	80.9201619108111	87.41021472019568	45.90058689586747	42.925156373284416	50.40177583204643	53.96088078293539	46.4183161994748
Atp6v0a2	mmu	chr5	124767117	124801519	+	5345	48.612780554224706	76.12302282717488	68.37167197681302	30.218620547567262	38.5857279967502	22.85723167304927	45.335764973475186	40.237616488131685
Atp6v0a4	mmu	chr6	38025418	38101521	-	3285	0.33239508071264756	0.2945611718022245	0.5715959715103339	0.4405046727050621	0.5864092400721914	0.47399789183742724	0.2695348690456313	0.6937520084160635
Atp6v0b	mmu	chr4	117741523	117744546	-	1505	77.15720811042331	52.600209250397235	53.02651858780482	86.77942052289724	72.06969560487234	52.719098858807186	62.04692685430433	77.06954129858451
Atp6v0c	mmu	chr17	24382839	24388652	-	1523	13.295803228505903	21.88168704816525	21.017144183226126	26.60648223138575	19.116941226353443	15.325931836076814	22.371394130787397	22.578474455722798
Atp6v0c-ps2	mmu	chr6	37782910	NA	+	1133	117.3354634915646	122.5374474697254	99.54563688456892	200.34152514626226	160.08972253970828	126.92610214757774	132.12599280616848	162.65331179136618
Atp6v0d1	mmu	chr8	106251093	106292696	-	1650	33.82119946251189	37.6196696558841	33.768131239995114	70.30454576372792	73.1838731610095	65.04304404658029	76.65571675657755	72.9700976124896
Atp6v0d2	mmu	chr4	19876838	19922566	-	4069	0.5401420061580523	0.2945611718022245	0.1758756835416412	29.866216809403213	1.7005867962093553	23.963226754003266	1.9945580309376718	2.3965978472554923
Atp6v0e	mmu	chr17	26895370	26918621	+	797	25.719069370141106	22.386649056969063	20.181734686403328	32.68544671471561	35.36047717635314	29.071870699362204	30.780882045011097	33.237028039569594
Atp6v0e2	mmu	chr6	48514503	48518735	+	1835	6.5232534589857085	16.832066960127115	8.178219284686316	0.5286056072460745	0.9382547841155063	1.5273265403650433	1.0781394761825251	1.5136407456350478
Atp6v1a	mmu	chr16	43905765	43960064	-	4393	21.231735780520363	22.84953089837256	22.907807781298768	30.306721482108273	31.021048799818928	31.915858050386767	52.1280436734251	30.77736182791264
Atp6v1b2	mmu	chr8	69541388	69566370	+	2742	68.84733109260712	62.82568992867446	65.689567802803	62.55166352411882	43.10107914530607	51.560437345426806	52.828834332943735	43.20182961500032
Atp6v1c1	mmu	chr15	38662096	38692688	+	2150	34.31979208358086	36.31518446647425	38.73661930004648	31.62823550022346	33.30804483610048	25.753885456500214	39.405997854471295	27.939285429846922
Atp6v1d	mmu	chr12	78889756	78908810	-	1572	64.52619504334271	60.63752122385793	62.61174334082427	33.56645606012573	35.419118100360365	26.754547672601447	38.22004443067052	31.660318929533084
Atp6v1e1	mmu	chr6	120772205	120799659	-	1217	66.56211491270767	72.84076976995009	77.07751831212425	103.25429528206655	84.38428964638835	71.94234669443618	90.40199507790474	88.674120348453215
Atp6v1f	mmu	chr6	29467782	29470508	+	635	33.1564093010866	27.73083031680942	25.633880876194205	55.59168969537884	48.73060784999911	43.39714031933778	40.645858252081204	54.55413520726318
Atp6v1g1	mmu	chr4	63463002	63468938	+	1093	75.70297963230549	51.71652573499056	57.467379597231265	61.934956982331734	62.68714776371727	92.06092388131364	50.456927485342185	62.43768075744572
Atp6v1g2	mmu	chr17	35453910	35457743	+	1890	3.9887409685517707	3.787215066028601	3.781327196145286	3.4359364470994844	2.6388415803248617	3.791983134699418	2.048465004746798	2.8380763980657147
Atp6v1h	mmu	chr1	5153201	5233438	+	4357	17.741587433037562	19.945999347750632	18.335040009216097	59.99673642242946	59.69646063934909	97.1169013942462	60.53753158764879	59.347330901774164
Atp7a	mmu	chrX	105070830	105171766	+	8198	8.642272098528837	10.85668318928199	8.74981525619665	6.607570090575932	7.506038272924051	7.636632701825217	10.350138971352242	7.631272092576699
Atp7b	mmu	chr8	22482799	22550632	-	7635	0.24929631053448567	0.3366413392025423	0.0879378417708206	32.94974951833865	29.144539231587917	57.722409939313366	37.034091006869744	31.975660751540385
Atp8a1	mmu	chr5	67775482	68004774	-	8494	42.62966910139705	43.42673275712796	48.89344002457626	9.250598126806304	6.5091425648013255	10.901951512260826	4.582092773775733	6.8744517197591755
Atp8a2	mmu	chr14	59884980	60324363	-	3975	2.9500063413247473	8.331873145262922	6.111680003072032	0	0.17592277202165743	0.15799929727914241	0.21562789523650505	0.12613672880292065
Atp8b1	mmu	chr18	64662050	64794071	-	6789	7.520438701123651	7.700670634258155	8.573939572655009	25.549271016893602	50.313912798194025	27.860542753555446	80.91436768749853	51.337648622788706
Atp8b2	mmu	chr3	89846795	89870645	-	5851	29.624711568514712	29.28779651062118	23.039714543954997	3.524037381640497	2.814764352346519	2.738654486171802	2.1562789523650503	2.270461118452572
Atp8b4	mmu	chr2	126162893	126342589	-	6512	1.495777863206914	1.556966193811758	1.2750987056768988	1.1453121490331615	4.222146528519779	1.4219936755122817	2.425813821410682	3.7841018640876194
Atp8b5	mmu	chr4	43266716	43373510	+	4963	0.08309877017816189	0.16832066960127115	0.0879378417708206	2.6430280362303726	1.8178686442237935	3.26531881043561	0.9703255285642727	1.4505723812335876
Atp9a	mmu	chr2	168476358	168584290	-	5313	55.46842909392306	75.7022211531717	60.5891729800954	69.42353641831778	41.98690158916891	53.877760372187566	65.2813452828519	45.03081218264267
Atp9b	mmu	chr18	80777356	80977273	-	5591	30.7465449659199	30.25564036082849	27.56851339515226	55.59168969537884	41.51777419711116	42.554477400515694	39.67553272351693	44.96774381824121
Atpaf1	mmu	chr4	115642025	115669120	+	1925	29.45851402815839	29.87691885422563	35.08719886655742	8.810093454101242	8.2683702850179	8.953293512484738	8.086046071368939	9.271049567014668
Atpaf2	mmu	chr11	60291450	60311306	-	4396	21.896525941945658	23.522813576777644	26.293414689475362	18.589297188153623	23.45636960288766	17.485255565558425	21.77841741888701	24.092115201357846
Atpif1	mmu	chr4	132257866	132262783	-	1550	100.88190699628854	57.69190950583569	67.14054219202153	19.558407468104757	20.055196010468947	23.699894591871363	18.651812937957686	20.181876608467306
Atpsckmt	mmu	chr15	31602262	31617681	+	9255	25.760618755230187	26.300104625198617	21.236988787653175	25.461170082352588	40.169032944945116	38.130497076699704	35.309067844977704	39.1023859289054
Atr	mmu	chr9	95739650	95834813	+	11775	20.69159377436231	18.26279265173792	15.037370942810323	14.448553264726037	21.521219110649426	14.48326891725472	22.748742947451284	21.884722447306732
Atraid	mmu	chr5	31205984	31211977	+	971	32.07612528877049	31.18140404363548	32.449063613432806	67.3091139893335	63.91860716786887	53.61442821005566	63.502415147150735	67.48314990956254
Atrip	mmu	chr9	108888815	108903192	-	2572	6.14930899318398	7.532349964656884	7.914405759373855	7.400478501445043	10.027598005234474	9.269292107043022	7.924325149941561	9.081844473810287
Atrip-trex1	mmu	chr9	108887001	108903165	-	4195	18.86342083044275	20.619282026155716	18.68679137629938	19.294104664481722	20.876168946570015	21.119239402978703	16.711161880829142	22.200064269314034
Atrn	mmu	chr2	130734363	130868080	+	22880	35.400076095896964	43.637133594129544	43.045573546816684	83.16728220671573	92.35945531137016	69.04569291098524	119.35004001340555	90.06162436528534
Atrnl1	mmu	chr19	57599248	58121775	+	7207	17.700038047948482	36.69390597307711	29.898866202079006	15.241461675595149	25.626083791154766	13.219274539021582	39.72943969732606	22.452337726919875
Atrx	mmu	chrX	104841221	104972978	-	10244	91.82414104686889	88.32627137326703	75.978295289989	68.19012333474362	99.16180249620757	96.22157204299774	98.70366904451019	93.71958950057004
Atxn1	mmu	chr13	45703231	46118467	-	24454	31.70218082296876	28.025391488611646	30.426493252703928	20.968022420760956	29.49638477563123	30.335865077595344	28.67851006645517	27.813148701044003
Atxn10	mmu	chr15	85220456	85348038	+	2552	55.84237355972479	63.41481227227891	60.72107974275163	51.891450444656314	59.87238341137075	53.66709464248204	62.639903566204715	57.83369015613912
Atxn1l	mmu	chr8	110453083	110464412	-	7617	17.49229112250308	24.364416924784	21.67667799650728	15.946269151923248	26.79890227129915	22.646565943343745	34.93171902831382	25.22734576058413
Atxn2	mmu	chr5	121849672	121954372	+	11380	45.74587298307812	58.449352519041405	64.23859341358445	101.49227659124631	91.42120052725465	89.79626728697927	90.7254369207595	92.64742730574521
Atxn2l	mmu	chr7	126090880	126106991	-	9253	78.02974519729402	68.96939436912085	63.535090679417884	104.84011210380478	139.0962717451238	114.70748982465739	108.35301735634378	150.2288440042785
Atxn3	mmu	chr12	101885160	101928139	-	14275	16.287358954919732	15.6117421055179	13.278614107393912	23.875353260614368	26.21249303122696	24.700556807972596	30.565254149774592	23.902910108153463
Atxn7	mmu	chr14	8358367	8508324	-	12110	25.42822367451754	26.04762362079671	23.34749699015287	27.135087838631826	38.937573540793515	38.39382923883161	41.34664891159984	40.174548123730226
Atxn7l1	mmu	chr12	33196967	33426407	+	11390	16.121161414563407	17.841990977734742	16.796127778226737	20.879921486219942	68.02347184837421	29.019204266935823	51.535066961524706	68.9967906551976
Atxn7l2	mmu	chr3	108109538	108117841	-	2637	4.819728670333389	4.208016740031779	3.5614825917182347	4.669349530673658	2.9320462003609573	2.685988053745421	1.5093952666555355	3.090349855671556
Atxn7l3	mmu	chr11	102180126	102187486	-	5065	26.633155842100887	22.4708093917697	25.106253825569283	39.909723347078625	36.24009103646143	30.54653080730087	35.14734692355032	41.43591541175943
Atxn7l3b	mmu	chr10	112761333	NA	-	3599	33.90429823269005	28.235792325613236	26.821041740100284	109.2451588308554	93.94276025956508	97.53823285365725	135.6838530775708	94.03493132257735
AU020206	mmu	chr7	75418786	75431868	-	1401	25.635970599962942	12.203248546092158	14.201961445987527	6.078964483329857	6.333219792779667	6.425304756018458	5.875860145194762	4.856264058912445
AU021092	mmu	chr16	5029677	5040171	-	1386	5.359870676491442	6.522425947049257	4.572767772082671	2.90733083985341	1.5246640241876979	2.7913209185981827	0.7546976333277677	1.8289825676423495
AU022252	mmu	chr4	119078576	119089985	-	5690	12.464815526724284	16.74790662532648	17.32375482885166	33.12595138742067	54.24285470667771	70.41502015407113	69.53999621377288	55.3109555800807
AU040320	mmu	chr4	126647331	126763487	+	5490	25.59442121487386	47.718909831960374	48.805502182805434	26.077876624139677	22.048987426714397	24.17389248370879	32.23637033785751	24.218251930160765
AU041133	mmu	chr10	81963847	81988921	+	4853	3.4485989623937185	1.8936075330143005	2.9898866202079004	4.140743923427584	5.336324084656942	7.320634107266931	4.90553461663049	5.423879338525588
Auh	mmu	chr13	52989143	53083742	-	7067	47.07545330592871	49.86499836937658	60.45726621743916	31.099629892977383	38.35116430072132	36.65583696876104	36.44111429496935	39.54386447971562
Aup1	mmu	chr6	83031483	83034663	+	1724	51.0226448893914	44.226255937733995	39.13233958801517	156.6434616139201	169.17906576082723	161.8439468462682	140.26594585134654	175.58232649366553
Aurka	mmu	chr2	172198110	172212820	-	2249	1.0387346272270237	0.2945611718022245	0.5276270506249237	0.9691102799511366	1.8765095682310127	0.8953293512484737	0.9164185547551464	1.5136407456350478
Aurkaip1	mmu	chr4	155915709	155917526	+	1347	50.814897963945995	41.575205391513975	41.550630236712735	67.83771959657956	63.44947977581111	65.35904264113857	48.19283458535888	70.82577322283994
Aurkb	mmu	chr11	68936450	68942490	+	2177	1.2049321675833473	0.6732826784050846	0.48365812973951333	0.4405046727050621	1.3487412521660405	1.0006622161012353	0.9164185547551464	1.4505723812335876
Auts2	mmu	chr5	131466171	132572059	-	7286	23.433853190241653	18.683594325741097	30.38252433181852	0.7929084108691118	0.410486468050534	0.5793307566901889	0.21562789523650505	0.5045469152116826
AV099323	mmu	chr2	132095258	132102847	+	3216	0.33239508071264756	0.16832066960127115	0.3517513670832824	0.616706541787087	0.35184554404331486	0.8953293512484737	0.1617209214273788	0.2522734576058413
Aven	mmu	chr2	112323231	112461598	+	2149	12.423266141635203	9.720518669473408	9.761100436561087	17.355884104579445	15.246640241876978	11.481282268951016	16.064278195119627	16.460843108781145
Avil	mmu	chr10	126835933	126856857	+	4235	1.578876633385076	3.6188943964273297	1.1871608639060782	0.17620186908202484	0.35184554404331486	0.15799929727914241	0.48516276428213634	0.2522734576058413
Avl9	mmu	chr6	56691720	56738897	+	6987	8.185228862548946	10.47796168267913	8.70584633531124	18.413095319071594	20.289759706497826	30.96786226671191	32.82934704975789	22.136995904912574
Avpi1	mmu	chr19	42111714	42117432	-	976	9.016216564330565	6.732826784050846	6.595338132811546	30.394822416649284	37.99931875667801	38.39382923883161	30.72697507120197	42.31887251337988
Avpr1a	mmu	chr10	122284404	122289358	+	2671	0.789438316692538	1.0520041850079447	1.9346325189580533	41.319338299734824	42.397388057219445	21.48790442996337	48.46236945440451	41.49898377616089
AW011738	mmu	chr4	156287741	NA	+	2745	5.069024980867876	5.091700255438452	6.287555686613673	2.290624298066323	4.10486468050534	3.5813174049938947	4.47427882615748	5.486947702927048
AW112010	mmu	chr19	11024976	11027930	-	775	19.611309762046208	8.247712810462286	11.65176403463373	75.59060183618865	89.25148633898753	116.07681706774329	90.13246020885911	82.61955736591302
AW146154	mmu	chr7	41128298	41149314	-	3411	6.14930899318398	5.175860590239088	4.001171800572338	8.281487846855168	9.265265993140625	6.635970485723981	7.223534490422919	8.577297558598604
AW209491	mmu	chr13	14804830	14812787	+	2023	7.852833781836298	8.710594651865781	10.860323458696344	13.215140181151863	15.657126709927512	9.21662567461664	18.59790596414856	12.802877973496447
AW549542	mmu	chr5	119708194	119718423	-	1769	2.0359198693649665	1.1361645198085804	1.5389122309893606	11.453121490331615	17.592277202165743	8.005297728809882	15.363487535600985	18.226757312022034
AW549877	mmu	chr15	4011517	4025228	-	5078	63.57055918629385	47.50850899495878	53.94986592639844	38.588209328963444	61.10384281552235	76.47165988310493	66.46729870665268	63.446774587869086
AW554918	mmu	chr18	25301825	25600378	+	18983	6.564802844074789	7.532349964656884	6.8591516581240075	2.6430280362303726	3.928941908483683	3.5813174049938947	4.635999747584859	2.964213126868635
Awat2	mmu	chrX	99445827	99537885	-	2951	0.041549385089080945	0.16832066960127115	0.0439689208854103	1.673917756279236	1.9937914162454509	1.0006622161012353	2.102371978555924	2.270461118452572
Axin1	mmu	chr17	26350208	26414784	+	4142	18.323278824284696	17.46326947113188	21.324926629423995	18.677398122694633	16.360817798014143	15.74726329548786	26.737859009326627	19.86653478646
Axin2	mmu	chr11	108808654	108841537	+	5535	2.0774692544540474	6.522425947049257	4.440861009426441	7.136175697822006	10.96585278934998	8.110630593662645	14.12362713799108	13.244356524306669
Axl	mmu	chr7	25455925	25488094	-	5428	97.64105495934022	104.14841431578652	97.08337731498595	24.932564475106517	16.5367405700358	25.43788686194193	20.80809189032274	18.226757312022034
AY358078	mmu	chr14	52037503	52063816	+	1461	0.24929631053448567	0.16832066960127115	0.1758756835416412	0.616706541787087	0.820972936101068	0.263332162131904	1.617209214273788	0.5045469152116826
Azgp1	mmu	chr5	137979783	137988495	+	1315	6.564802844074789	1.0940843524082624	0	2262.52009994774	1889.5278533606154	1523.0605593385064	1758.068136837035	1926.1709171849998
Azi2	mmu	chr9	117869510	117898866	+	7046	58.54308359051505	70.44220022813198	69.07517471097958	70.1283438946459	64.79822102797715	61.145728047028115	67.81497305188084	61.050176740613594
Azin1	mmu	chr15	38487674	38519510	-	9176	60.74520100023634	69.55851671272531	62.34792981551181	58.05851586252719	73.30115500902393	96.48490420512964	89.59339047076784	66.78939790114649
Azin2	mmu	chr4	128824026	128856250	-	3362	0.830987701781619	1.0940843524082624	1.1871608639060782	0.8810093454101242	0.5864092400721914	2.159323729481613	0.4312557904730101	1.0090938304233652
B130024G19Rik	mmu	chr7	70015131	70060894	+	1812	1.3711297079396711	1.5148860264114403	1.3190676265623091	1.8501196253612608	1.7005867962093553	1.5799929727914241	1.8328371095102929	2.144324389649651
B130034C11Rik	mmu	chr16	87292961	87300926	+	1406	0.16619754035632378	0.16832066960127115	0.2638135253124618	1.1453121490331615	1.0555366321299446	1.2639943782331393	0.7007906595186414	1.1982989236277461
B230110C06Rik	mmu	chr14	7017318	7032140	-	1621	2.1190186395431283	2.524810044019067	1.6268500727601811	0	0	0	0	0
B230208H11Rik	mmu	chr10	12792390	12798871	-	1182	0.2908456956235666	0.589122343604449	0.1319067626562309	1.5858168217382236	0.7623320120938489	1.105995080953997	0.7007906595186414	1.1982989236277461
B230217C12Rik	mmu	chr11	97731961	97734263	+	1612	0.6232407763362142	0.9257636828069913	0.6595338132811546	0.26430280362303726	0.46912739205775317	0.526664324263808	0.05390697380912626	0.567615279613143
B230217O12Rik	mmu	chr19	57311629	57349331	-	1954	0.830987701781619	0.5049620088038135	0.6595338132811546	1.5858168217382236	2.3456369602887657	2.2646565943343746	1.8867440833194191	1.8289825676423495
B230219D22Rik	mmu	chr13	55840937	55851313	+	4652	54.221947541250636	63.12025110047668	55.22496463207534	43.78616446688317	53.48052269458386	46.50445983249425	62.424275670968214	47.74275185190547
B230307C23Rik	mmu	chr16	97798278	97817956	+	4703	3.1993026518592327	3.787215066028601	3.2537001455203622	6.695671025116944	13.487412521660403	16.32659405217805	10.24232502373399	10.406280126240954
B230312C02Rik	mmu	chr2	180012651	180027678	-	1336	0.6232407763362142	1.009924017607627	0.48365812973951333	0	0	0	0	0
B230354K17Rik	mmu	chr17	45744757	45753470	+	4918	10.470445042448398	10.057160008675952	9.409349069477805	7.8409831741501055	10.37944354927779	7.531299836972455	11.10483660468001	7.820477185781081
B230369F24Rik	mmu	chr1	178141568	NA	-	3997	5.526068216847766	5.13378042283877	4.704674534738903	0.8810093454101242	1.8178686442237935	2.369989459187136	1.5633022404646617	2.081256025248191
B230398E01Rik	mmu	chr3	94866985	94891298	-	10387	0.6232407763362142	0.46288184140349564	0.3077824461978721	0.08810093454101242	0.2932046200360957	0.42133145941104644	0.2695348690456313	0.37841018640876195
B2m	mmu	chr2	121978168	121983563	+	858	303.64290623100356	200.8486390017168	194.73835060148224	2695.624294151357	2885.192102079189	2557.9559565168893	2285.3322476640988	2748.89773080205
B330016D10Rik	mmu	chr4	141273473	NA	+	2152	3.94719158346269	3.0718522202231986	3.8252961170306965	2.8192299053123975	1.5833049481949169	2.5806551888926594	1.455488292846409	1.7028458388394287
B3galnt1	mmu	chr3	69481252	69506293	-	11044	3.4485989623937185	3.5347340616266942	3.4295758290620038	0.26430280362303726	0.7623320120938489	0.7899964863957121	0.808604607136894	0.7568203728175239
B3galnt2	mmu	chr13	14129059	14173688	+	3916	29.001470792178498	25.50058144459258	40.58331397723371	20.615618682596907	37.882036908663565	31.44186015854934	41.292741937790716	41.30977868295651
B3galt1	mmu	chr2	67395528	67953034	+	9966	1.3711297079396711	1.977767867814936	2.1105082024996946	23.082444849745254	136.5747120128134	25.753885456500214	159.5107355012046	131.81288159905208
B3galt2	mmu	chr1	143516435	143525675	+	4578	5.401420061580523	4.292177074832415	15.96071828140394	0	0	0.052666432426380805	0.05390697380912626	0
B3galt4	mmu	chr17	34168886	NA	-	1577	1.661975403563238	1.6411265286123937	1.1871608639060782	0.3524037381640497	0.2932046200360957	0.263332162131904	0.2695348690456313	0.567615279613143
