geneid	refseqacc	start	end	strand	chr	chrlen	fibroblastF	fibroblastM	heartF	heartM	liverF	liverM
LOC114808826	NC_041729.1	54777765	54779143	+	chr2	171719663	10.104774725692684	15.459736707519374	0.607823357270585	0.8017453432174078	4.599494418987019	3.690472719621775
CIITA	NC_041729.1	54844058	54927341	+	chr2	171719663	4.224127139428909	11.530027097507466	5.774321894070558	5.955822549615029	6.297769281382227	7.682208518396347
DEXI	NC_041729.1	54927711	54946773	-	chr2	171719663	88.48580053509576	81.70341299057725	134.53156974255614	182.4543331064758	103.38248224830824	91.73460760202697
CLEC16A	NC_041729.1	54949721	55225983	+	chr2	171719663	18.525420330436585	15.24381859707916	16.411230646305796	9.391874020546776	21.15767432734029	25.155467109258627
SOCS1	NC_041729.1	55331552	55333241	-	chr2	171719663	4.196518465314995	6.6934614236466565	4.86258685816468	3.5505865199628057	4.387210061187618	5.272103885173964
RMI2	NC_041729.1	55421291	55428837	+	chr2	171719663	10.353252792717914	11.443659853331381	10.332997073599945	19.814563482373078	13.020107278363254	16.795416662768485
LOC103170737	NC_041729.1	55453943	55578174	-	chr2	171719663	2.595215366707957	5.354769138917325	7.597791965882313	4.695937010273388	7.783759785978033	9.715734302677733
LITAF	NC_041729.1	55594384	55620955	-	chr2	171719663	40.722794318023794	40.29031940814407	12.561682716925423	30.466323042261497	14.22305197255986	10.468892000559729
LOC100075226	NC_041729.1	55680277	55693053	-	chr2	171719663	7.123037921389924	0.5613870871445583	62.0992863344781	13.05699558954064	52.080429113453015	12.050523166111917
SNN	NC_041729.1	55818487	55841662	+	chr2	171719663	18.939550442145304	14.293778911142216	112.64992888081508	123.92692305160503	35.16844194210075	54.00140693813903
TXNDC11	NC_041729.1	55841591	55908393	-	chr2	171719663	30.728454288786768	39.64256507682342	15.600799503278349	21.64712426687001	68.63860902180629	62.888667773146565
ZC3H7A	NC_041729.1	55918140	55974113	-	chr2	171719663	54.38908800441144	59.982051080291654	9.5225659305725	9.391874020546776	35.73453356289915	26.20988788629342
METTL22	NC_041729.1	56159263	56183872	-	chr2	171719663	6.322386372086406	5.3115855168292825	18.032092932360687	28.404692159702446	12.949345825763453	8.585997755854741
RBFOX1	NC_041729.1	57594213	59472821	-	chr2	171719663	1.2423903351261496	0.6909379534086871	30.39116786352925	21.876194364932125	2.193605030593809	2.485420403010583
EEF2KMT	NC_041729.1	60749134	60790569	+	chr2	171719663	22.859982166321153	30.18535183954202	26.74422771990574	34.47504975834853	12.807822920563854	7.456261209031749
ALG1	NC_041729.1	60800832	60827566	-	chr2	171719663	38.48649171479673	47.545167918935284	35.25375472169393	27.717481865516095	44.86276094827339	46.093251110378084
NAGPA	NC_041729.1	60871858	60880391	+	chr2	171719663	27.19454400220572	29.148944909428987	41.73720386591351	25.65585098295705	34.67311177390214	51.591302304916645
LOC114806158	NC_041729.1	62058127	62071679	-	chr2	171719663	5.162822059302	8.593540795520546	2.43129342908234	2.748841176745398	3.608834082589815	3.0126307915279793
GOSR2	NC_041729.1	62080626	62107089	+	chr2	171719663	27.415413395117035	31.653594990535478	22.79337589764694	19.929098531404136	23.280517905334296	24.326993641588434
RPUSD1	NC_041729.1	62622443	62631113	-	chr2	171719663	9.304123176389165	13.689208201909613	7.8003997516391745	6.413962745739262	6.510053639181627	9.113208144372138
CHTF18	NC_041729.1	62631332	62655887	+	chr2	171719663	122.55490439166618	141.81501493713304	148.5115069597796	122.20889731613916	112.79375544408167	155.07516999390273
GNG13	NC_041729.1	62655871	62659396	-	chr2	171719663	0.8282602234174331	1.1227741742891166	1.1143428216627391	1.2598855393416408	1.4859905045958062	1.3556838561875906
LOC103166858	NC_041729.1	62689445	62735239	-	chr2	171719663	5.466517474555059	8.463989929256417	6.686056929976435	5.955822549615029	22.785187737135693	18.97957398662627
NSF	NC_041729.1	62743402	62820400	+	chr2	171719663	39.590838679353304	49.5747981570733	66.75926540688592	67.69021397735543	68.28480175880729	75.31576978819949
LOC100087175	NC_041729.1	62867252	62885175	-	chr2	171719663	3.9480403982897645	4.707014807596681	3.9508518222588025	3.3215164219006894	2.0520821253942088	1.2803680863993911
LOC103169496	NC_041729.1	62970685	63003647	+	chr2	171719663	248.25719763231862	307.51057288895385	285.06915455990435	235.59859585688682	315.10074842691074	314.89523348446204
LOC103165227	NC_041729.1	63057892	63090434	+	chr2	171719663	17.890420825816555	38.56297452462235	30.897687327921403	13.629670834695933	18.539500581147678	16.720100892980284
LOC100092268	NC_041729.1	63470070	63489049	-	chr2	171719663	18.691072375120072	22.11001450907799	1.6208622860548934	4.58140196124233	10.048126269171641	6.025261583055959
METRN	NC_041729.1	63506944	63512984	+	chr2	171719663	14.853466673285967	9.414029615193362	9.82647760920779	7.21570808895667	2.901219556591812	13.180259712934909
ANTKMT	NC_041729.1	63532356	63547572	+	chr2	171719663	6.708907809681208	5.657054493533626	3.140420679231356	4.2377968141491555	5.165586039785421	4.820209266444767
CCDC78	NC_041729.1	63537676	63541855	-	chr2	171719663	0.5521734822782888	0.4750198429684724	1.9247739646901858	1.832560784496932	1.1321832415968047	2.5607361727987823
CIAO3	NC_041729.1	63557889	63582542	-	chr2	171719663	18.967159116259218	16.97116348060088	38.29287150804686	27.259341669391866	28.58762685031932	22.745362476036245
MAP3K4	NC_041729.1	63830114	63995457	-	chr2	171719663	20.816940281891487	28.7602923106366	54.704102154352654	82.92337549848618	44.22590787487518	35.699674879606555
IGF2R	NC_041729.1	64404043	64562775	-	chr2	171719663	40.03257746517593	39.81529956517559	82.05615323152898	65.2849779477032	263.8694567446553	172.6990601243414
PNLDC1	NC_041729.1	64621856	64650894	-	chr2	171719663	1.9326071879740105	3.238771656603221	5.774321894070558	2.9779112748075147	8.986704480174637	12.954312403570311
MRPL18	NC_041729.1	64655622	64660080	-	chr2	171719663	46.98996334188237	30.098984595365934	116.39817291731703	77.42569314499538	127.29985322704073	66.57914049276835
TCP1	NC_041729.1	64662538	64673752	+	chr2	171719663	516.8343794124783	517.2534253705784	376.7491776148843	447.7175066624067	211.7890276312023	202.9006838094094
ACAT2	NC_041729.1	64673637	64692417	-	chr2	171719663	94.78057823306825	80.58063881628814	53.792367118446776	58.41287500583971	85.90440345615755	85.48339870960642
LOC100078729	NC_041729.1	64700780	64746961	-	chr2	171719663	73.245812424215	78.85329393276642	36.77331311487039	42.37796814149155	41.96154139168158	35.699674879606555
SOD2	NC_041729.1	64780407	64791783	+	chr2	171719663	65.68103571700244	65.68228919591333	831.198441067525	964.2705777924795	324.7950674330834	364.0011153863681
QKI	NC_041729.1	66038362	66225090	-	chr2	171719663	917.1601540642375	1097.900407966404	307.4573148860376	395.3749892552131	222.89857568937094	157.5605903969133
PACRG	NC_041729.1	66320494	66815925	-	chr2	171719663	1.2699990092400641	1.8137121276978037	0.9117350359058776	1.0308154412795243	0.8491374311976035	2.1088415540695857
PRKN	NC_041729.1	66816138	68233025	+	chr2	171719663	0.3865214375948021	0.5182034650565154	16.512534539184227	30.92446323838573	4.1041642507884175	2.5607361727987823
MTRF1L	NC_041729.1	68931523	68949039	-	chr2	171719663	32.937148217899924	26.86021293876271	71.6218522650506	61.39078628064723	26.960113440523912	27.942150591422006
CNKSR3	NC_041729.1	70239324	70339990	-	chr2	171719663	13.224554900565016	6.909379534086871	2.836509000596063	2.748841176745398	3.9626413455888168	3.615156949833575
SCAF8	NC_041729.1	70520744	70715448	+	chr2	171719663	69.93277153054527	93.23344008808472	26.74422771990574	30.80992818935467	48.7546408412624	35.77499064939475
TIAM2	NC_041729.1	70857862	71013636	+	chr2	171719663	16.67563916480432	20.55540411390844	4.86258685816468	5.154077206397622	13.232391636162655	9.113208144372138
TFB1M	NC_041729.1	71013566	71050604	-	chr2	171719663	6.626081787339465	4.966116540124939	11.751251573897976	19.470958335279903	11.534116773767447	12.728365094205712
ARID1B	NC_041729.1	72768457	73283358	+	chr2	171719663	30.341932851191967	41.0244409836408	57.33800336919185	32.871559071913715	30.073617354915125	55.50772233390302
TMEM242	NC_041729.1	73416134	73457838	-	chr2	171719663	10.5189048374014	9.759498591897707	10.130389287843084	13.858740932758048	17.619601697350273	16.04225896488649
SNX9	NC_041729.1	73884174	74042812	+	chr2	171719663	60.021257523649986	40.031217675615814	29.074217256109648	52.45705245622468	113.28908561228027	74.93919093925848
SYNJ2	NC_041729.1	74137563	74224895	+	chr2	171719663	69.96038020465919	91.24699347203475	20.46338636144303	18.554677943031436	3.608834082589815	7.38094543924355
SERAC1	NC_041729.1	74233923	74292573	-	chr2	171719663	6.156734327402919	6.261625202766227	13.979937217223455	6.413962745739262	3.821118440389216	3.3138938706807775
GTF2H5	NC_041729.1	74292698	74303145	+	chr2	171719663	29.292803234863218	31.999063967239824	14.790368360250902	20.27270367849731	19.954729633143682	15.515048576369093
TULP4	NC_041729.1	74551407	74817263	+	chr2	171719663	39.2043172417585	24.22601199139209	54.501494368595786	39.17098676862192	26.110976009326308	38.03446374304074
TMEM181	NC_041729.1	74830865	74958851	+	chr2	171719663	10.242818096262257	8.118520952552073	2.836509000596063	2.176165931590107	123.40797333405172	110.86481312822964
DYNLT1	NC_041729.1	74962494	74975011	-	chr2	171719663	24.792589354295163	28.501190578108343	20.058170789929306	17.982002697876144	9.90660336397204	11.297365468229922
SYTL3	NC_041729.1	74983735	75090326	+	chr2	171719663	12.589555395944982	4.361545830892338	2.026077857568617	2.0616308825590486	4.245687155988017	5.498051194538562
EZR	NC_041729.1	75089400	75172040	-	chr2	171719663	48.61887511460332	17.489366945657395	7.901703644517605	4.008726716087039	6.651576544381228	20.33525784281386
SYNE1	NC_041729.1	75411036	75929642	+	chr2	171719663	61.898647363396165	48.6679420932244	135.54460867134046	119.68912623745588	21.51148159033929	16.418837813827487
ESR1	NC_041729.1	75942971	76219728	-	chr2	171719663	1.463259728037465	3.4115061449553927	1.4182545002980316	1.6034906864348155	336.8952758276492	79.15687404739765
CCDC170	NC_041729.1	76361862	76429717	-	chr2	171719663	0.5245648081643743	0.6477543313206442	1.6208622860548934	1.718025735465874	2.40588938839321	3.916420028986373
ARMT1	NC_041729.1	76472268	76487258	-	chr2	171719663	45.029747479794445	74.6212989681382	6.584753037098004	10.422689461826302	34.460827416102745	39.84204221795753
RMND1	NC_041729.1	76487306	76533380	+	chr2	171719663	9.52499256930048	15.459736707519374	8.813438680423483	9.506409069577835	38.70651457209076	41.875568002238914
ZBTB2	NC_041729.1	76590115	76598397	+	chr2	171719663	31.30823644517897	33.640041606585456	10.332997073599945	13.629670834695933	28.37534249251992	24.55294095095303
AKAP12	NC_041729.1	76606265	76736311	-	chr2	171719663	593.7797541679578	997.498486611704	46.29587904544289	39.40005686668404	6.793099449580828	3.3892096404689767
MTHFD1L	NC_041729.1	76850445	77020272	-	chr2	171719663	46.68626792662931	8.809458905960762	8.813438680423483	7.559313236049845	5.165586039785421	4.36831464771557
PLEKHG1	NC_041729.1	77028067	77276768	-	chr2	171719663	12.147816610122351	11.27092536497921	3.5456362507450794	2.5197710786832817	6.014723470983025	8.510681986066542
PCMT1	NC_041729.1	77757724	77796938	-	chr2	171719663	27.360196046889207	21.505443799845388	66.3540498353722	60.24543579033664	30.073617354915125	32.46109677871398
NUP43	NC_041729.1	77801190	77818426	+	chr2	171719663	43.53887907764307	40.20395216396798	6.989968608611727	5.039542157366563	15.779803929755467	12.276470475476515
LATS1	NC_041729.1	77834471	77868331	+	chr2	171719663	36.194971763341826	51.906713749827624	14.486456681615609	13.973275981789106	44.013623517075786	39.54077913880473
KATNA1	NC_041729.1	77876868	77911011	+	chr2	171719663	38.70736110770804	41.974480669577744	10.231693180721514	15.462231619192865	20.237775443542883	14.837206648275298
GINM1	NC_041729.1	77914803	77934798	-	chr2	171719663	79.89950288566838	72.28938337538389	8.003007537396035	10.193619363764185	8.915943027574837	6.251208892420557
PPIL4	NC_041729.1	77943999	77980478	+	chr2	171719663	24.488893939042104	34.2877959379061	5.470410215435265	9.964549265702068	14.010767614760459	9.941681612042332
ZC3H12D	NC_041729.1	78000267	78030718	+	chr2	171719663	0.5521734822782888	0.4750198429684724	2.1273817504470474	0.8017453432174078	39.13108328768956	24.101046332223834
TAB2	NC_041729.1	78070120	78096737	-	chr2	171719663	26.034979689421313	31.95588034515178	19.75425911129401	27.488411767453982	31.559607859510933	32.68704408807857
UST	NC_041729.1	78404410	78709691	-	chr2	171719663	37.934318232518436	17.70528505609761	11.244732109505822	16.49304706047239	8.208328501576835	8.66131352564294
SASH1	NC_041729.1	78793013	79706635	-	chr2	171719663	19.988680058474053	11.357292609155294	31.40420679231356	39.97273211183933	12.949345825763453	9.263839683948536
STXBP5	NC_041729.1	79761029	79945552	-	chr2	171719663	29.403237931318873	11.918679696299852	8.205615323152898	6.52849779477032	23.9881324313323	19.280837065779068
ADGB	NC_041729.1	80290718	80468791	-	chr2	171719663	0.6626081787339465	1.9864466160499754	1.4182545002980316	3.3215164219006894	1.8397977675948076	1.5063153957639897
RAB32	NC_041729.1	80508775	80545749	-	chr2	171719663	3.1197801748723313	14.941533242462858	1.21564671454117	1.6034906864348155	11.321832415968046	6.401840431996956
SHPRH	NC_041729.1	80981603	81113390	+	chr2	171719663	12.699990092400641	17.489366945657395	17.12035789645481	13.05699558954064	22.643664831936093	23.34788863434184
FBXO30	NC_041729.1	81167646	81194839	+	chr2	171719663	60.849517747067416	58.72972603973841	26.74422771990574	29.664577699044088	16.699702813552868	12.276470475476515
EPM2A	NC_041729.1	81235652	81317823	+	chr2	171719663	1.3528250315818073	0.6045707092326013	14.385152788737178	47.87565049498235	62.41160119302386	79.68408443591505
UTRN	NC_041729.1	81752296	82361474	-	chr2	171719663	90.52884241952543	124.80066783444411	35.760274186086086	59.214620349057114	40.97088105528437	23.799783253071038
STX11	NC_041729.1	82436742	82473416	-	chr2	171719663	4.306953161770652	4.275178586716252	4.9638907510431105	7.21570808895667	3.4673111773902145	2.184157323857785
SF3B5	NC_041729.1	82533357	82535996	+	chr2	171719663	218.10852549992404	211.68611547558652	244.0410779441399	349.10282944666557	158.22260801315346	147.1670141661418
PLAGL1	NC_041729.1	82564622	82649567	+	chr2	171719663	7.2610812919594965	4.922932918036896	12.460378824046993	6.184892647677145	5.165586039785421	5.874630043479559
LTV1	NC_041729.1	82683201	82707409	-	chr2	171719663	51.40735120010868	66.11412541679375	8.914742573301913	12.255250246323232	22.855949189735494	13.556838561875907
PHACTR2	NC_041729.1	82719978	82931997	-	chr2	171719663	8.254993560060417	9.111744260577062	10.535604859356807	11.338969854074767	2.7596966513922117	2.485420403010583
FUCA2	NC_041729.1	83044641	83061028	+	chr2	171719663	2.788476085505358	2.7637518136347485	15.296887824643056	11.10989975601265	22.926710642335294	16.26820627425109
PEX3	NC_041729.1	83062538	83090930	-	chr2	171719663	16.56520446834866	13.559657335645484	35.45636250745079	41.919827945367324	31.630369312110734	16.720100892980284
ADAT2	NC_041729.1	83091088	83113003	+	chr2	171719663	28.105630247964896	29.969433729101805	4.659979072407818	5.039542157366563	11.321832415968046	9.037892374583938
AIG1	NC_041729.1	83161373	83441707	-	chr2	171719663	19.54694127265142	16.668878125984577	13.777329431466594	22.677939708149534	51.585098945254416	48.80461882275326
HIVEP2	NC_041729.1	83541281	83769642	+	chr2	171719663	44.22909593049093	37.051547751540845	45.28284011665858	38.1401713273424	28.021535229520918	25.757993267564224
ADGRG6	NC_041729.1	84027804	84212273	-	chr2	171719663	1.6289117727209517	1.9432629939619326	13.27080996707444	17.523862501751914	9.90660336397204	7.079682360090751
VTA1	NC_041729.1	84287576	84380333	-	chr2	171719663	224.45852054612436	244.41930101832307	66.55665762112906	85.55768162620052	123.47873478665151	63.94308855018136
CITED2	NC_041729.1	86472172	86475042	+	chr2	171719663	13.086511529995443	7.470766621231429	313.6368523516219	381.51624832245506	38.98956038248996	12.276470475476515
HECA	NC_041729.1	86596810	86657158	-	chr2	171719663	3.3130408936697324	1.0364069301130308	6.787360822854866	5.154077206397622	3.325788272190614	3.5398411800453755
ABRACL	NC_041729.1	86690117	86704855	-	chr2	171719663	45.112573502136186	13.127821114765055	3.039116786352925	2.290700980621165	6.863860902180629	6.025261583055959
REPS1	NC_041729.1	86735201	86829801	+	chr2	171719663	68.35907710605214	67.71191943405134	33.430284649882175	28.519227208733504	27.384682156122715	21.99220477815425
ECT2L	NC_041729.1	86830179	86898497	-	chr2	171719663	1.518477076265294	1.4250595289054173	4.356067393772526	6.757567892832437	5.3778703975848225	4.669577726868368
CCDC28A	NC_041729.1	86903064	86917281	-	chr2	171719663	8.5586889753134745	9.198111504753147	1.7221661789333242	2.748841176745398	4.316448608587818	1.9582100144931864
NHSL1	NC_041729.1	87105420	87264104	+	chr2	171719663	6.432821068542064	5.3115855168292825	88.43829848287012	36.193075493814405	12.878584373163653	10.619523540136127
HEBP2	NC_041729.1	87268361	87287708	-	chr2	171719663	51.32452517776694	57.952420842153636	35.25375472169393	49.937281377541396	21.936050305938092	13.707470101452305
ARFGEF3	NC_041729.1	87341351	87477707	-	chr2	171719663	6.65369046145338	6.607094179470571	4.659979072407818	2.8633762257764563	3.2550268195908134	4.36831464771557
LOC114809240	NC_041729.1	87521000	87546768	+	chr2	171719663	178.49007814645682	260.65634292342725	67.9749121214271	47.87565049498235	7.429952522979031	1.5063153957639897
TNFAIP3	NC_041729.1	87669013	87691541	-	chr2	171719663	4.638257251137626	4.145627720452123	7.2938802872470205	5.726752451552913	9.694319006172641	12.125838935900116
IFNGR1	NC_041729.1	88306489	88332166	+	chr2	171719663	44.61561736808573	51.73397926147545	27.95987443444691	35.276795101565945	58.80276711043405	40.44456837626312
PEX7	NC_041729.1	88531875	88616500	-	chr2	171719663	9.000427761136107	10.925456388274865	22.9959836834038	35.391330150597	38.98956038248996	27.791519051845608
MAP3K5	NC_041729.1	88646920	88855528	+	chr2	171719663	6.543255764997721	4.016076854187994	10.636908752235238	14.202346079851223	47.268650336666596	25.306098648835025
BCLAF1	NC_041729.1	89153254	89181077	+	chr2	171719663	131.5277234786884	148.07664013989927	64.93579533507416	73.5315014779394	97.93385039812361	67.40761396043854
LOC100080892	NC_041729.1	89181468	89194272	-	chr2	171719663	31.832801253343344	15.589287573783503	6.179537465584281	10.079084314733127	5.873200565783424	2.8619992519515804
MTFR2	NC_041729.1	89194542	89215081	+	chr2	171719663	16.703247838918234	7.600317487495558	2.532597321960771	5.039542157366563	4.81177877678642	3.615156949833575
PDE7B	NC_041729.1	89242478	89713820	-	chr2	171719663	50.551482302577334	52.94312067994065	8.205615323152898	6.757567892832437	2.193605030593809	2.786683482163381
AHI1	NC_041729.1	89947480	90195795	+	chr2	171719663	12.396294677147582	13.084637492677013	2.532597321960771	2.176165931590107	1.4152290519960058	1.4309996259757902
MYB	NC_041729.1	90262315	90307533	-	chr2	171719663	59.57951873782736	70.34612038142195	1.21564671454117	0.6872102941863495	1.8397977675948076	1.4309996259757902
HBS1L	NC_041729.1	90472948	90578612	+	chr2	171719663	164.90661048241094	176.14599449712716	271.5957368070731	426.0703823955367	168.3414957349249	112.97365468229923
SGK1	NC_041729.1	91202397	91357876	+	chr2	171719663	35.11823347289916	30.142168217453975	15.195583931764626	21.761659315901067	39.34336764548896	97.08202725698914
SLC2A12	NC_041729.1	91439635	91505509	+	chr2	171719663	14.163249820438105	6.347992446942313	9.117350359058776	20.38723872752837	1.2737061467964053	2.636051942586982
TBPL1	NC_041729.1	91506300	91546420	-	chr2	171719663	20.651288237208	23.103237817102976	7.091272501490159	14.316881128882281	8.703658669775436	4.669577726868368
RPS12	NC_041729.1	92626151	92632386	-	chr2	171719663	472.5776748078734	403.8964173894657	578.8504439073538	450.69541793721424	225.02141926736493	181.81226826871355
SLC18B1	NC_041729.1	92637348	92679328	+	chr2	171719663	1.5460857503792085	1.0364069301130308	10.839516537992099	13.1715306385717	15.709042477155666	12.050523166111917
LOC100085853	NC_041729.1	92718844	92763422	+	chr2	171719663	2.401954647910556	13.127821114765055	13.37211385995287	9.506409069577835	19.530160917544883	71.85124437794231
VNN1	NC_041729.1	92767452	92796678	+	chr2	171719663	25.924544992965657	33.812776094937625	0.9117350359058776	1.0308154412795243	243.27787403811342	162.15485235399348
STX7	NC_041729.1	92918176	92972099	+	chr2	171719663	34.26236457536782	29.105761287340947	31.70811847094885	33.32969926803795	26.32326036712571	21.314362850060455
MOXD1	NC_041729.1	93011215	93097074	+	chr2	171719663	0.6902168528478609	1.4250595289054173	1.21564671454117	0.6872102941863495	1.3444675993962056	1.4309996259757902
CCN2	NC_041729.1	93505143	93509398	+	chr2	171719663	298.1736804302759	610.2709473482229	227.73115119071252	133.43333212118287	14.010767614760459	9.791050072465932
ENPP1	NC_041729.1	93555852	93631711	-	chr2	171719663	29.37562925720496	33.337756251969154	66.65796151400748	72.61522108569093	302.50520986414625	250.42493454576328
ENPP3	NC_041729.1	93687744	93803452	-	chr2	171719663	0.5521734822782888	1.9864466160499754	1.21564671454117	1.832560784496932	1.202944694196605	1.581631165552189
MED23	NC_041729.1	93823435	93884401	+	chr2	171719663	167.8883472867137	215.5726414635104	78.51051698078389	93.11699486225037	119.3745705358631	85.48339870960642
AKAP7	NC_041729.1	94069583	94221846	-	chr2	171719663	23.191286255688127	19.21671182917911	10.231693180721514	25.42678088489493	9.55279610097304	7.7575242881845465
EPB41L2	NC_041729.1	94258631	94495389	+	chr2	171719663	202.5096246255624	89.90830118730541	46.802398509835044	58.52741005487077	12.10020839456585	9.113208144372138
TMEM200A	NC_041729.1	94804150	94887616	-	chr2	171719663	2.0430418844296683	3.5410570112195217	2.2286856433254782	2.748841176745398	1.5567519571956066	1.1297365468229923
L3MBTL3	NC_041729.1	95021547	95168797	-	chr2	171719663	9.028036435250021	3.238771656603221	5.875625786948988	6.643032843801379	1.910559220194608	2.5607361727987823
LAMA2	NC_041729.1	95500173	96086415	-	chr2	171719663	8.034124167149102	2.6342009473706196	214.5616451165165	178.44560639038875	13.232391636162655	12.728365094205712
PTPRK	NC_041729.1	96346517	96960877	+	chr2	171719663	22.556286751068093	9.457213237281405	53.38715154693305	72.1570808895667	18.397977675948077	15.590364346157292
ECHDC1	NC_041729.1	97418339	97493429	+	chr2	171719663	9.745861962211796	9.457213237281405	51.462377582242866	71.12626544828717	23.492802263133697	16.418837813827487
RNF146	NC_041729.1	97495227	97511900	-	chr2	171719663	10.794991578540545	11.443659853331381	53.48845543981148	51.99891226010045	21.51148159033929	28.770624059092203
CENPW	NC_041729.1	98357673	98375060	-	chr2	171719663	32.026061972140745	18.957610096650853	3.2417245721097867	3.5505865199628057	34.88539613170155	5.498051194538562
TRMT11	NC_041729.1	98636040	98701295	-	chr2	171719663	12.037381913666694	13.602840957733529	4.76128296528625	7.559313236049845	10.897263700369246	6.100577352844158
HINT3	NC_041729.1	98707186	98724589	-	chr2	171719663	33.323669655494726	53.41814052290913	36.77331311487039	43.40878358277108	21.936050305938092	33.21425447659597
NCOA7	NC_041729.1	98738944	98863944	-	chr2	171719663	45.99605107378145	70.25975313724587	13.37211385995287	21.07444902171472	8.491374311976035	10.468892000559729
HEY2	NC_041729.1	98890311	98906492	-	chr2	171719663	39.14909989353067	54.8000164297265	37.279832579262546	32.527953924820544	19.03483074934628	10.845470849500725
HDDC2	NC_041729.1	99306469	99319121	+	chr2	171719663	19.436506576195764	24.010093880951878	16.816446217819518	41.576222798274145	3.0427424617914127	3.690472719621775
RNF217	NC_041729.1	99388792	99552059	-	chr2	171719663	0.3865214375948021	1.4682431509934601	9.72517371632936	3.0924463238385727	4.95330168198602	7.531576978819948
SMPDL3A	NC_041729.1	101655869	101693619	-	chr2	171719663	0.8558688975313475	9.068560638489018	26.237708255513585	13.400600736633816	100.33973978651682	81.56697868062004
SERINC1	NC_041729.1	101800242	101819343	+	chr2	171719663	235.50199019169014	258.88581441781747	670.4291630694553	524.5705245622468	577.0596459513714	678.9716646406183
HSF2	NC_041729.1	101823097	101864862	-	chr2	171719663	44.5604000198579	51.431693906859145	58.553650083733025	93.46060000934354	21.65300449553889	26.134572116505222
GJA1	NC_041729.1	102656190	102668517	-	chr2	171719663	402.34120786207507	520.1899116725654	815.2937298856114	750.7772463985868	7.571475428178632	8.058787367337345
TBC1D32	NC_041729.1	102721344	102956765	+	chr2	171719663	23.21889492980204	48.581574849048316	48.42326079588994	100.44723800023809	27.596966513922116	23.34788863434184
MAN1A1	NC_041729.1	103657113	103942344	+	chr2	171719663	35.00779877644351	30.66037168251049	9.62386982345093	9.16280392248466	196.1507466066464	184.74958329045333
FAM184A	NC_041729.1	103986122	104100882	+	chr2	171719663	19.077593812714877	18.78487560829868	2.43129342908234	3.8941916670559804	7.500713975578831	10.24294469119513
MCM9	NC_041729.1	104114422	104206751	+	chr2	171719663	32.85432219555818	16.28022552719219	3.039116786352925	1.9470958335279902	3.821118440389216	5.272103885173964
ASF1A	NC_041729.1	104141273	104161222	-	chr2	171719663	31.3634537934068	45.81782303541357	40.92677272288606	55.09135858393902	53.424896712849225	46.46982995931908
CEP85L	NC_041729.1	104255316	104440450	+	chr2	171719663	12.506729373603239	13.127821114765055	14.790368360250902	15.576766668223922	9.41127319577344	8.134103137125544
LOC100079407	NC_041729.1	104527788	104530103	+	chr2	171719663	1.8497811656322674	1.3386922847293312	1.1143428216627391	0.6872102941863495	1.0614217889970043	0.9791050072465932
NUS1	NC_041729.1	104648597	104689197	-	chr2	171719663	210.65418348916714	261.00181190013154	23.401199254917522	42.72157328858473	62.90693136122246	40.82114722520412
GOPC	NC_041729.1	104751438	104802426	+	chr2	171719663	111.73230413901173	126.700747206318	34.64593136442335	54.0605431426595	52.00966766085322	39.16420028986373
DCBLD1	NC_041729.1	104811395	104837202	-	chr2	171719663	10.850208926768374	18.482590253682382	6.989968608611727	2.5197710786832817	4.245687155988017	7.23031389966715
KPNA5	NC_041729.1	105246572	105291588	-	chr2	171719663	56.680607955866336	118.7549607421181	41.63589997303507	86.24489192038686	141.8059510099998	65.75066702509815
ZUP1	NC_041729.1	105299488	105343847	+	chr2	171719663	19.077593812714877	16.452960015544363	6.888664715733297	5.3831473044597375	33.68245143750494	28.09278213099841
RWDD1	NC_041729.1	105465059	105486297	-	chr2	171719663	30.645628266445026	14.639247887846558	30.897687327921403	39.40005686668404	24.766508409930104	19.808047454296464
CALHM5	NC_041729.1	105533333	105539571	-	chr2	171719663	3.975649072403679	4.318362208804294	5.976929679827419	5.3831473044597375	3.6795955351896152	4.970840806021166
DSE	NC_041729.1	105574705	105630874	-	chr2	171719663	108.6401326382533	102.86338781371829	22.9959836834038	19.127353188186728	17.26579443435127	18.602995137685273
NT5DC1	NC_041729.1	105636791	105808780	-	chr2	171719663	32.38497473562163	20.08038427093997	16.91775011069795	10.53722451085736	8.279089954176635	7.456261209031749
HDAC2	NC_041729.1	106745414	106770196	+	chr2	171719663	139.0096741635592	70.34612038142195	23.603807040674383	20.616308825590487	11.109548058168647	9.263839683948536
MALL	NC_041729.1	106800725	106838848	-	chr2	171719663	1.5736944244931228	0.820488819672816	1.316950607419601	2.748841176745398	3.821118440389216	2.1088415540695857
UXS1	NC_041729.1	108079790	108170850	+	chr2	171719663	21.175853045372374	15.330185841255245	57.33800336919185	52.80065760331785	11.463355321167647	6.552471971573355
NCK2	NC_041729.1	108325885	108481860	-	chr2	171719663	15.626509548475571	7.211664888703172	18.437308503874412	14.775021325006515	24.908031315129705	12.351786245264716
FHL2	NC_041729.1	108730056	108832521	+	chr2	171719663	32.99236556612775	67.6687358119633	2169.422865991596	1188.9883439914158	7.996044143777433	10.09231315161873
C2H2orf49	NC_041729.1	108837327	108856786	-	chr2	171719663	54.36147933029753	54.71364918555041	33.8355002213959	41.34715270021203	40.40478943448597	26.51115096544622
