chr	start	end	strand	coverage	numCs	numTs
NC_041731.1	61900001	61950000	*	115	100	15
NC_041731.1	62000001	62050000	*	155	154	1
NC_041731.1	62050001	62100000	*	10	10	0
NC_041731.1	62100001	62150000	*	40	35	5
NC_041731.1	62250001	62300000	*	174	163	11
NC_041731.1	62300001	62350000	*	24	24	0
NC_041731.1	62350001	62400000	*	148	142	6
NC_041731.1	62400001	62450000	*	179	161	18
NC_041731.1	62450001	62500000	*	181	26	155
NC_041731.1	62600001	62650000	*	505	298	207
NC_041731.1	62650001	62700000	*	629	439	190
NC_041731.1	62700001	62750000	*	519	267	252
NC_041731.1	62750001	62800000	*	416	49	367
NC_041731.1	62800001	62850000	*	391	349	42
NC_041731.1	62850001	62900000	*	168	159	9
NC_041731.1	62900001	62950000	*	746	307	439
NC_041731.1	62950001	63000000	*	175	124	51
NC_041731.1	63000001	63050000	*	105	90	15
NC_041731.1	63050001	63100000	*	472	443	29
NC_041731.1	63100001	63150000	*	729	315	414
NC_041731.1	63150001	63200000	*	75	73	2
NC_041731.1	63200001	63250000	*	2283	629	1654
NC_041731.1	63250001	63300000	*	512	362	150
NC_041731.1	63300001	63350000	*	873	768	105
NC_041731.1	63350001	63400000	*	238	204	34
NC_041731.1	63400001	63450000	*	145	121	24
NC_041731.1	63450001	63500000	*	2215	618	1597
NC_041731.1	63500001	63550000	*	161	120	41
NC_041731.1	63550001	63600000	*	166	145	21
NC_041731.1	63600001	63650000	*	187	130	57
NC_041731.1	63650001	63700000	*	236	205	31
NC_041731.1	63700001	63750000	*	289	85	204
NC_041731.1	63750001	63800000	*	60	51	9
NC_041731.1	63800001	63850000	*	103	93	10
NC_041731.1	63850001	63900000	*	123	108	15
NC_041731.1	63900001	63950000	*	121	96	25
NC_041731.1	63950001	64000000	*	744	545	199
NC_041731.1	64000001	64050000	*	233	194	39
NC_041731.1	64050001	64100000	*	416	348	68
NC_041731.1	64100001	64150000	*	283	232	51
NC_041731.1	64150001	64200000	*	58	54	4
NC_041731.1	64200001	64250000	*	79	48	31
NC_041731.1	64250001	64300000	*	142	121	21
NC_041731.1	64300001	64350000	*	41	41	0
NC_041731.1	64350001	64400000	*	36	27	9
NC_041731.1	64400001	64450000	*	136	125	11
NC_041731.1	64450001	64500000	*	75	40	35
NC_041731.1	64500001	64550000	*	48	41	7
NC_041731.1	64550001	64600000	*	504	177	327
NC_041731.1	64600001	64650000	*	138	92	46
NC_041731.1	64650001	64700000	*	264	261	3
NC_041731.1	64700001	64750000	*	829	157	672
NC_041731.1	64750001	64800000	*	76	45	31
NC_041731.1	64800001	64850000	*	203	198	5
NC_041731.1	64850001	64900000	*	770	280	490
NC_041731.1	64900001	64950000	*	192	160	32
NC_041731.1	64950001	65000000	*	563	186	377
NC_041731.1	65000001	65050000	*	1007	673	334
NC_041731.1	65050001	65100000	*	479	229	250
NC_041731.1	65150001	65200000	*	28	27	1
NC_041731.1	65250001	65300000	*	172	29	143
NC_041731.1	65300001	65350000	*	24	19	5
NC_041731.1	65350001	65400000	*	385	78	307
NC_041731.1	65400001	65450000	*	297	72	225
NC_041731.1	65450001	65500000	*	806	155	651
NC_041731.1	65500001	65550000	*	819	283	536
NC_041731.1	65550001	65600000	*	37	36	1
NC_041731.1	65650001	65700000	*	113	104	9
NC_041731.1	65850001	65900000	*	69	68	1
NC_041731.1	65900001	65950000	*	62	49	13
NC_041731.1	65950001	66000000	*	146	118	28
NC_041731.1	66150001	66200000	*	83	80	3
NC_041731.1	66200001	66250000	*	276	116	160
NC_041731.1	66250001	66300000	*	11	11	0
NC_041731.1	66300001	66350000	*	11	10	1
NC_041731.1	66350001	66400000	*	22	15	7
NC_041731.1	66400001	66450000	*	1245	312	933
NC_041731.1	66450001	66500000	*	167	166	1
NC_041731.1	66500001	66550000	*	25	23	2
NC_041731.1	66550001	66600000	*	989	145	844
NC_041731.1	66600001	66650000	*	108	92	16
NC_041731.1	66650001	66700000	*	249	215	34
NC_041731.1	66700001	66750000	*	48	38	10
NC_041731.1	66750001	66800000	*	90	71	19
NC_041731.1	66850001	66900000	*	83	69	14
NC_041731.1	66900001	66950000	*	12	12	0
NC_041731.1	66950001	67000000	*	67	62	5
NC_041731.1	67000001	67050000	*	335	303	32
NC_041731.1	67050001	67100000	*	112	99	13
NC_041731.1	67100001	67150000	*	255	76	179
NC_041731.1	67200001	67250000	*	24	17	7
NC_041731.1	67350001	67400000	*	21	21	0
NC_041731.1	67400001	67450000	*	69	50	19
NC_041731.1	67450001	67500000	*	20	18	2
NC_041731.1	67500001	67550000	*	31	28	3
NC_041731.1	67550001	67600000	*	11	9	2
NC_041731.1	67600001	67650000	*	73	66	7
NC_041731.1	67650001	67700000	*	65	40	25
NC_041731.1	67700001	67750000	*	35	27	8
NC_041731.1	67750001	67800000	*	74	37	37
NC_041731.1	67800001	67850000	*	45	39	6
NC_041731.1	67900001	67950000	*	962	458	504
NC_041731.1	68150001	68200000	*	52	40	12
NC_041731.1	68200001	68250000	*	172	18	154
NC_041731.1	68250001	68300000	*	51	41	10
NC_041731.1	68300001	68350000	*	193	172	21
NC_041731.1	68350001	68400000	*	88	81	7
NC_041731.1	68450001	68500000	*	57	45	12
NC_041731.1	68500001	68550000	*	40	28	12
NC_041731.1	68550001	68600000	*	23	11	12
NC_041731.1	68600001	68650000	*	30	28	2
NC_041731.1	68650001	68700000	*	12	7	5
NC_041731.1	68700001	68750000	*	131	115	16
NC_041731.1	68750001	68800000	*	11	7	4
NC_041731.1	68900001	68950000	*	11	0	11
NC_041731.1	69050001	69100000	*	31	27	4
NC_041731.1	69200001	69250000	*	104	91	13
NC_041731.1	69250001	69300000	*	45	32	13
NC_041731.1	69350001	69400000	*	1735	420	1315
NC_041731.1	69400001	69450000	*	58	56	2
NC_041731.1	69450001	69500000	*	40	40	0
NC_041731.1	69500001	69550000	*	1886	398	1488
NC_041731.1	69550001	69600000	*	31	26	5
NC_041731.1	69650001	69700000	*	201	60	141
NC_041731.1	69700001	69750000	*	73	70	3
NC_041731.1	69750001	69800000	*	63	58	5
NC_041731.1	69800001	69850000	*	23	16	7
NC_041731.1	69850001	69900000	*	68	43	25
NC_041731.1	69950001	70000000	*	424	236	188
NC_041731.1	70000001	70050000	*	53	46	7
NC_041731.1	70050001	70100000	*	21	13	8
NC_041731.1	70150001	70200000	*	121	107	14
NC_041731.1	70250001	70300000	*	87	54	33
NC_041731.1	70300001	70350000	*	92	92	0
NC_041731.1	70350001	70400000	*	647	203	444
NC_041731.1	70450001	70500000	*	53	47	6
NC_041731.1	70500001	70550000	*	22	10	12
NC_041731.1	70550001	70600000	*	358	24	334
NC_041731.1	70600001	70650000	*	359	213	146
NC_041731.1	70650001	70700000	*	604	190	414
NC_041731.1	70700001	70750000	*	61	46	15
NC_041731.1	70750001	70800000	*	37	37	0
NC_041731.1	70800001	70850000	*	44	37	7
NC_041731.1	70900001	70950000	*	260	121	139
NC_041731.1	70950001	71000000	*	23	13	10
NC_041731.1	71000001	71050000	*	10	5	5
NC_041731.1	71050001	71100000	*	14	10	4
NC_041731.1	71150001	71200000	*	92	82	10
NC_041731.1	71200001	71250000	*	891	644	247
NC_041731.1	71300001	71350000	*	10	10	0
NC_041731.1	71350001	71400000	*	163	133	30
NC_041731.1	71450001	71500000	*	10	5	5
NC_041731.1	71500001	71550000	*	168	104	64
NC_041731.1	71550001	71600000	*	59	42	17
NC_041731.1	71600001	71650000	*	80	70	10
NC_041731.1	71700001	71750000	*	30	19	11
NC_041731.1	71950001	72000000	*	214	189	25
NC_041731.1	72000001	72050000	*	158	151	7
NC_041731.1	72050001	72100000	*	20	16	4
NC_041731.1	72100001	72150000	*	101	28	73
NC_041731.1	72150001	72200000	*	67	60	7
NC_041731.1	72200001	72250000	*	10	0	10
NC_041731.1	72300001	72350000	*	20	18	2
NC_041731.1	72400001	72450000	*	25	17	8
NC_041731.1	72450001	72500000	*	32	20	12
NC_041731.1	72550001	72600000	*	98	76	22
NC_041731.1	72600001	72650000	*	78	68	10
NC_041731.1	72700001	72750000	*	104	82	22
NC_041731.1	72800001	72850000	*	30	19	11
NC_041731.1	72850001	72900000	*	65	39	26
NC_041731.1	72900001	72950000	*	274	231	43
NC_041731.1	73050001	73100000	*	11	10	1
NC_041731.1	73100001	73150000	*	11	4	7
NC_041731.1	73150001	73200000	*	42	23	19
NC_041731.1	73200001	73250000	*	17	15	2
NC_041731.1	73300001	73350000	*	892	805	87
NC_041731.1	73500001	73550000	*	353	107	246
NC_041731.1	73550001	73600000	*	80	73	7
NC_041731.1	73600001	73650000	*	11	7	4
NC_041731.1	73650001	73700000	*	88	75	13
NC_041731.1	73850001	73900000	*	31	22	9
NC_041731.1	74000001	74050000	*	56	17	39
NC_041731.1	74050001	74100000	*	34	17	17
NC_041731.1	74100001	74150000	*	111	85	26
NC_041731.1	74150001	74200000	*	22	18	4
NC_041731.1	74200001	74250000	*	157	124	33
NC_041731.1	74250001	74300000	*	47	37	10
NC_041731.1	74350001	74400000	*	25	17	8
NC_041731.1	74450001	74500000	*	87	77	10
NC_041731.1	74550001	74600000	*	30	16	14
NC_041731.1	74650001	74700000	*	14	4	10
NC_041731.1	74700001	74750000	*	13	10	3
NC_041731.1	74750001	74800000	*	25	22	3
NC_041731.1	74950001	75000000	*	29	24	5
NC_041731.1	75000001	75050000	*	45	42	3
NC_041731.1	75050001	75100000	*	13	13	0
NC_041731.1	75100001	75150000	*	13	3	10
NC_041731.1	75200001	75250000	*	21	15	6
NC_041731.1	75250001	75300000	*	67	60	7
NC_041731.1	75400001	75450000	*	21	11	10
NC_041731.1	75500001	75550000	*	37	30	7
NC_041731.1	75550001	75600000	*	92	86	6
NC_041731.1	75650001	75700000	*	42	36	6
NC_041731.1	75700001	75750000	*	101	87	14
NC_041731.1	75750001	75800000	*	134	100	34
NC_041731.1	75800001	75850000	*	131	92	39
NC_041731.1	75850001	75900000	*	608	528	80
NC_041731.1	75900001	75950000	*	876	797	79
NC_041731.1	75950001	76000000	*	687	631	56
NC_041731.1	76000001	76050000	*	1661	1470	191
NC_041731.1	76050001	76100000	*	2121	1804	317
NC_041731.1	76100001	76150000	*	1280	783	497
NC_041731.1	76150001	76200000	*	797	668	129
NC_041731.1	76200001	76250000	*	465	403	62
NC_041731.1	76250001	76300000	*	469	401	68
NC_041731.1	76300001	76350000	*	578	515	63
NC_041731.1	76350001	76400000	*	2014	1749	265
NC_041731.1	76400001	76450000	*	4248	3614	634
NC_041731.1	76450001	76500000	*	2464	2259	205
NC_041731.1	76500001	76550000	*	1064	936	128
NC_041731.1	76550001	76600000	*	732	659	73
NC_041731.1	76600001	76650000	*	223	180	43
NC_041731.1	76650001	76700000	*	370	310	60
NC_041731.1	76700001	76750000	*	163	130	33
NC_041731.1	76750001	76800000	*	95	92	3
NC_041731.1	76800001	76850000	*	145	90	55
NC_041731.1	76850001	76900000	*	242	208	34
NC_041731.1	76900001	76950000	*	3642	1112	2530
NC_041731.1	76950001	77000000	*	443	359	84
NC_041731.1	77000001	77050000	*	342	304	38
NC_041731.1	77050001	77100000	*	297	276	21
NC_041731.1	77100001	77150000	*	915	711	204
NC_041731.1	77150001	77200000	*	447	384	63
NC_041731.1	77200001	77250000	*	391	339	52
NC_041731.1	77250001	77300000	*	1540	681	859
NC_041731.1	77300001	77350000	*	16	12	4
NC_041731.1	77350001	77400000	*	230	187	43
NC_041731.1	77400001	77450000	*	720	554	166
NC_041731.1	77450001	77500000	*	828	526	302
NC_041731.1	77500001	77550000	*	70	41	29
NC_041731.1	77550001	77600000	*	783	671	112
NC_041731.1	77600001	77650000	*	920	297	623
NC_041731.1	77650001	77700000	*	259	167	92
NC_041731.1	77700001	77750000	*	171	137	34
NC_041731.1	77750001	77800000	*	2176	867	1309
NC_041731.1	77800001	77850000	*	830	700	130
NC_041731.1	77850001	77900000	*	501	391	110
NC_041731.1	77900001	77950000	*	1106	921	185
NC_041731.1	77950001	78000000	*	814	659	155
NC_041731.1	78000001	78050000	*	1789	1388	401
NC_041731.1	78050001	78100000	*	199	154	45
NC_041731.1	78100001	78150000	*	2953	2819	134
NC_041731.1	78150001	78200000	*	1938	1015	923
NC_041731.1	78200001	78250000	*	1738	673	1065
NC_041731.1	78250001	78300000	*	531	470	61
NC_041731.1	78300001	78350000	*	287	241	46
NC_041731.1	78350001	78400000	*	422	338	84
NC_041731.1	78400001	78450000	*	598	532	66
NC_041731.1	78450001	78500000	*	398	381	17
NC_041731.1	78500001	78550000	*	724	636	88
NC_041731.1	78550001	78600000	*	348	311	37
NC_041731.1	78600001	78650000	*	501	351	150
NC_041731.1	78650001	78700000	*	234	174	60
NC_041731.1	78700001	78750000	*	1029	708	321
NC_041731.1	78750001	78800000	*	1478	985	493
NC_041731.1	78800001	78850000	*	286	237	49
NC_041731.1	78850001	78900000	*	212	180	32
NC_041731.1	78900001	78950000	*	173	130	43
NC_041731.1	78950001	79000000	*	402	381	21
NC_041731.1	79000001	79050000	*	175	148	27
NC_041731.1	79050001	79100000	*	77	69	8
NC_041731.1	79100001	79150000	*	95	89	6
NC_041731.1	79150001	79200000	*	217	179	38
NC_041731.1	79200001	79250000	*	86	44	42
NC_041731.1	79250001	79300000	*	401	153	248
NC_041731.1	79300001	79350000	*	222	162	60
NC_041731.1	79350001	79400000	*	239	83	156
NC_041731.1	79400001	79450000	*	2670	651	2019
NC_041731.1	79450001	79500000	*	297	223	74
NC_041731.1	79500001	79550000	*	119	90	29
NC_041731.1	79550001	79600000	*	1101	398	703
NC_041731.1	79650001	79700000	*	218	212	6
NC_041731.1	79700001	79750000	*	281	257	24
NC_041731.1	79750001	79800000	*	232	216	16
NC_041731.1	79800001	79850000	*	133	115	18
NC_041731.1	79850001	79900000	*	63	46	17
NC_041731.1	79950001	80000000	*	132	102	30
NC_041731.1	80000001	80050000	*	71	49	22
NC_041731.1	80050001	80100000	*	138	71	67
NC_041731.1	80100001	80150000	*	58	42	16
NC_041731.1	80300001	80350000	*	26	24	2
NC_041731.1	80400001	80450000	*	10	9	1
NC_041731.1	80500001	80550000	*	27	21	6
NC_041731.1	80550001	80600000	*	12	12	0
NC_041731.1	80600001	80650000	*	206	176	30
NC_041731.1	80650001	80700000	*	117	109	8
NC_041731.1	80700001	80750000	*	10	7	3
NC_041731.1	80750001	80800000	*	71	58	13
NC_041731.1	80800001	80850000	*	24	19	5
NC_041731.1	80850001	80900000	*	34	28	6
NC_041731.1	80900001	80950000	*	29	21	8
NC_041731.1	80950001	81000000	*	99	42	57
NC_041731.1	81000001	81050000	*	40	35	5
NC_041731.1	81050001	81100000	*	25	25	0
NC_041731.1	81100001	81150000	*	59	49	10
NC_041731.1	81150001	81200000	*	331	118	213
NC_041731.1	81200001	81250000	*	1835	896	939
NC_041731.1	81300001	81350000	*	41	38	3
NC_041731.1	81350001	81400000	*	173	152	21
NC_041731.1	81400001	81450000	*	172	121	51
NC_041731.1	81450001	81500000	*	100	96	4
NC_041731.1	81500001	81550000	*	52	49	3
NC_041731.1	81550001	81600000	*	1390	734	656
NC_041731.1	81600001	81650000	*	299	258	41
NC_041731.1	81650001	81700000	*	195	142	53
NC_041731.1	81700001	81750000	*	68	64	4
NC_041731.1	81750001	81800000	*	264	90	174
NC_041731.1	81800001	81850000	*	235	181	54
NC_041731.1	81850001	81900000	*	132	105	27
NC_041731.1	81900001	81950000	*	819	282	537
NC_041731.1	81950001	82000000	*	164	153	11
NC_041731.1	82000001	82050000	*	163	156	7
NC_041731.1	82050001	82100000	*	1435	363	1072
NC_041731.1	82100001	82150000	*	132	108	24
NC_041731.1	82150001	82200000	*	644	169	475
NC_041731.1	82200001	82250000	*	389	103	286
NC_041731.1	82300001	82350000	*	39	39	0
NC_041731.1	82350001	82400000	*	781	131	650
NC_041731.1	82400001	82450000	*	303	230	73
NC_041731.1	82450001	82500000	*	1009	276	733
NC_041731.1	82550001	82600000	*	142	55	87
NC_041731.1	82600001	82650000	*	701	185	516
NC_041731.1	82650001	82700000	*	89	71	18
NC_041731.1	82700001	82750000	*	146	90	56
NC_041731.1	82850001	82900000	*	105	41	64
NC_041731.1	82900001	82950000	*	43	24	19
NC_041731.1	83000001	83050000	*	43	43	0
NC_041731.1	83050001	83100000	*	116	108	8
NC_041731.1	83100001	83150000	*	28	26	2
NC_041731.1	83200001	83250000	*	12	10	2
NC_041731.1	83250001	83300000	*	20	15	5
NC_041731.1	83300001	83350000	*	26	20	6
NC_041731.1	83400001	83450000	*	32	24	8
NC_041731.1	83550001	83600000	*	673	243	430
NC_041731.1	83600001	83650000	*	145	129	16
NC_041731.1	83650001	83700000	*	34	28	6
NC_041731.1	83700001	83750000	*	30	26	4
NC_041731.1	83750001	83800000	*	83	65	18
NC_041731.1	83800001	83850000	*	87	66	21
NC_041731.1	83850001	83900000	*	10	10	0
NC_041731.1	83900001	83950000	*	230	187	43
NC_041731.1	84000001	84050000	*	31	21	10
NC_041731.1	84050001	84100000	*	50	47	3
NC_041731.1	84100001	84150000	*	11	8	3
NC_041731.1	84150001	84200000	*	124	79	45
NC_041731.1	84200001	84250000	*	46	39	7
NC_041731.1	84250001	84300000	*	89	52	37
NC_041731.1	84400001	84450000	*	72	67	5
NC_041731.1	84500001	84550000	*	14	12	2
NC_041731.1	84600001	84650000	*	50	31	19
NC_041731.1	84700001	84750000	*	112	81	31
NC_041731.1	84750001	84800000	*	67	51	16
NC_041731.1	84800001	84850000	*	109	96	13
NC_041731.1	84900001	84950000	*	43	23	20
NC_041731.1	84950001	85000000	*	162	113	49
NC_041731.1	85000001	85050000	*	44	39	5
NC_041731.1	85050001	85100000	*	63	39	24
NC_041731.1	85100001	85150000	*	46	33	13
NC_041731.1	85150001	85200000	*	54	46	8
NC_041731.1	85250001	85300000	*	138	115	23
NC_041731.1	85300001	85350000	*	100	90	10
NC_041731.1	85350001	85400000	*	26	21	5
NC_041731.1	85400001	85450000	*	34	24	10
NC_041731.1	85450001	85500000	*	14	8	6
NC_041731.1	85550001	85600000	*	42	33	9
NC_041731.1	85600001	85650000	*	20	7	13
NC_041731.1	85700001	85750000	*	74	58	16
NC_041731.1	85750001	85800000	*	40	34	6
NC_041731.1	85800001	85850000	*	16	7	9
NC_041731.1	85850001	85900000	*	94	81	13
NC_041731.1	85900001	85950000	*	254	178	76
NC_041731.1	86000001	86050000	*	105	61	44
NC_041731.1	86050001	86100000	*	174	142	32
NC_041731.1	86100001	86150000	*	48	44	4
NC_041731.1	86150001	86200000	*	37	19	18
NC_041731.1	86200001	86250000	*	142	109	33
NC_041731.1	86300001	86350000	*	228	148	80
NC_041731.1	86350001	86400000	*	56	30	26
NC_041731.1	86400001	86450000	*	826	161	665
NC_041731.1	86450001	86500000	*	400	150	250
NC_041731.1	86500001	86550000	*	10	0	10
NC_041731.1	86550001	86600000	*	59	51	8
NC_041731.1	86650001	86700000	*	38	25	13
NC_041731.1	86750001	86800000	*	97	78	19
NC_041731.1	86800001	86850000	*	79	68	11
NC_041731.1	87000001	87050000	*	103	84	19
NC_041731.1	87050001	87100000	*	12	0	12
NC_041731.1	87150001	87200000	*	61	41	20
NC_041731.1	87200001	87250000	*	24	0	24
NC_041731.1	87250001	87300000	*	20	12	8
NC_041731.1	87300001	87350000	*	10	10	0
NC_041731.1	87400001	87450000	*	23	13	10
NC_041731.1	87450001	87500000	*	96	76	20
NC_041731.1	87550001	87600000	*	321	206	115
NC_041731.1	87600001	87650000	*	35	25	10
NC_041731.1	87650001	87700000	*	30	27	3
NC_041731.1	87700001	87750000	*	162	113	49
NC_041731.1	87750001	87800000	*	25	25	0
NC_041731.1	87800001	87850000	*	975	315	660
NC_041731.1	87850001	87900000	*	55	44	11
NC_041731.1	87950001	88000000	*	56	44	12
NC_041731.1	88000001	88050000	*	700	107	593
NC_041731.1	88050001	88100000	*	10	10	0
NC_041731.1	88100001	88150000	*	170	116	54
NC_041731.1	88150001	88200000	*	108	64	44
NC_041731.1	88200001	88250000	*	10	10	0
NC_041731.1	88250001	88300000	*	41	29	12
NC_041731.1	88300001	88350000	*	130	105	25
NC_041731.1	88350001	88400000	*	10	2	8
NC_041731.1	88400001	88450000	*	74	69	5
NC_041731.1	88450001	88500000	*	1439	476	963
NC_041731.1	88500001	88550000	*	10	5	5
NC_041731.1	88600001	88650000	*	100	51	49
NC_041731.1	88650001	88700000	*	121	64	57
NC_041731.1	88700001	88750000	*	952	211	741
NC_041731.1	88750001	88800000	*	125	92	33
NC_041731.1	88800001	88850000	*	35	31	4
NC_041731.1	88850001	88900000	*	368	170	198
NC_041731.1	88900001	88950000	*	154	17	137
NC_041731.1	88950001	89000000	*	323	136	187
NC_041731.1	89000001	89050000	*	113	58	55
NC_041731.1	89050001	89100000	*	417	203	214
NC_041731.1	89100001	89150000	*	96	91	5
NC_041731.1	89150001	89200000	*	36	21	15
NC_041731.1	89200001	89250000	*	10	8	2
NC_041731.1	89250001	89300000	*	95	80	15
NC_041731.1	89300001	89350000	*	12	3	9
NC_041731.1	89350001	89400000	*	11	11	0
NC_041731.1	89450001	89500000	*	77	68	9
NC_041731.1	89550001	89600000	*	83	69	14
NC_041731.1	89650001	89700000	*	1253	305	948
NC_041731.1	89700001	89750000	*	380	93	287
NC_041731.1	89750001	89800000	*	24	15	9
NC_041731.1	89800001	89850000	*	954	237	717
NC_041731.1	89850001	89900000	*	65	54	11
NC_041731.1	89900001	89950000	*	42	31	11
NC_041731.1	89950001	90000000	*	46	38	8
NC_041731.1	90050001	90100000	*	1199	343	856
NC_041731.1	90100001	90150000	*	54	50	4
NC_041731.1	90150001	90200000	*	107	58	49
NC_041731.1	90200001	90250000	*	39	31	8
NC_041731.1	90250001	90300000	*	104	85	19
NC_041731.1	90300001	90350000	*	66	53	13
NC_041731.1	90350001	90400000	*	12	12	0
NC_041731.1	90400001	90450000	*	80	51	29
NC_041731.1	90450001	90500000	*	71	57	14
NC_041731.1	90500001	90550000	*	58	37	21
NC_041731.1	90550001	90600000	*	532	225	307
NC_041731.1	90600001	90650000	*	28	20	8
NC_041731.1	90700001	90750000	*	385	62	323
NC_041731.1	90750001	90800000	*	30	28	2
NC_041731.1	90850001	90900000	*	20	7	13
NC_041731.1	90900001	90950000	*	11	6	5
NC_041731.1	90950001	91000000	*	10	9	1
NC_041731.1	91000001	91050000	*	153	142	11
NC_041731.1	91050001	91100000	*	36	36	0
NC_041731.1	91200001	91250000	*	30	30	0
NC_041731.1	91250001	91300000	*	30	27	3
NC_041731.1	91300001	91350000	*	61	60	1
NC_041731.1	91350001	91400000	*	26	13	13
NC_041731.1	91450001	91500000	*	163	143	20
NC_041731.1	91550001	91600000	*	77	45	32
NC_041731.1	91600001	91650000	*	96	84	12
NC_041731.1	91650001	91700000	*	442	349	93
NC_041731.1	91700001	91750000	*	171	149	22
NC_041731.1	91750001	91800000	*	2380	2238	142
NC_041731.1	91800001	91850000	*	2784	2570	214
NC_041731.1	91850001	91900000	*	3471	2944	527
NC_041731.1	91900001	91950000	*	587	516	71
NC_041731.1	91950001	92000000	*	165	137	28
NC_041731.1	92000001	92050000	*	115	108	7
NC_041731.1	92050001	92100000	*	138	108	30
NC_041731.1	92100001	92150000	*	68	49	19
NC_041731.1	92150001	92200000	*	93	76	17
NC_041731.1	92200001	92250000	*	199	157	42
NC_041731.1	92250001	92300000	*	10	4	6
NC_041731.1	92300001	92350000	*	158	142	16
NC_041731.1	92350001	92400000	*	90	84	6
NC_041731.1	92400001	92450000	*	41	38	3
NC_041731.1	92450001	92500000	*	54	41	13
NC_041731.1	92500001	92550000	*	369	333	36
NC_041731.1	92550001	92600000	*	211	160	51
NC_041731.1	92600001	92650000	*	396	351	45
NC_041731.1	92650001	92700000	*	290	256	34
NC_041731.1	92700001	92750000	*	366	280	86
NC_041731.1	92750001	92800000	*	343	251	92
NC_041731.1	92850001	92900000	*	614	537	77
NC_041731.1	92900001	92950000	*	690	601	89
NC_041731.1	92950001	93000000	*	1893	1708	185
NC_041731.1	93000001	93050000	*	1361	1003	358
NC_041731.1	93050001	93100000	*	506	286	220
NC_041731.1	93100001	93150000	*	500	425	75
NC_041731.1	93150001	93200000	*	1330	776	554
NC_041731.1	93200001	93250000	*	339	262	77
NC_041731.1	93250001	93300000	*	31	21	10
NC_041731.1	93300001	93350000	*	487	280	207
NC_041731.1	93350001	93400000	*	106	73	33
NC_041731.1	93400001	93450000	*	685	486	199
NC_041731.1	93450001	93500000	*	320	298	22
NC_041731.1	93500001	93550000	*	410	358	52
NC_041731.1	93550001	93600000	*	227	202	25
NC_041731.1	93600001	93650000	*	47	42	5
NC_041731.1	93650001	93700000	*	116	87	29
NC_041731.1	93700001	93750000	*	108	94	14
NC_041731.1	93750001	93800000	*	677	284	393
NC_041731.1	93800001	93850000	*	503	407	96
NC_041731.1	93850001	93900000	*	330	117	213
NC_041731.1	93900001	93950000	*	115	107	8
NC_041731.1	93950001	94000000	*	245	220	25
NC_041731.1	94000001	94050000	*	406	315	91
NC_041731.1	94050001	94100000	*	761	202	559
NC_041731.1	94100001	94150000	*	49	48	1
NC_041731.1	94150001	94200000	*	923	870	53
NC_041731.1	94200001	94250000	*	545	473	72
NC_041731.1	94250001	94300000	*	350	339	11
NC_041731.1	94300001	94350000	*	1106	853	253
NC_041731.1	94350001	94400000	*	1476	1319	157
NC_041731.1	94400001	94450000	*	499	369	130
NC_041731.1	94450001	94500000	*	994	671	323
NC_041731.1	94500001	94550000	*	1177	417	760
NC_041731.1	94550001	94600000	*	3435	1614	1821
NC_041731.1	94600001	94650000	*	273	246	27
NC_041731.1	94650001	94700000	*	87	80	7
NC_041731.1	94700001	94750000	*	63	58	5
NC_041731.1	94750001	94800000	*	380	96	284
NC_041731.1	94800001	94850000	*	448	318	130
NC_041731.1	94850001	94900000	*	564	430	134
NC_041731.1	94900001	94950000	*	257	231	26
NC_041731.1	94950001	95000000	*	59	37	22
NC_041731.1	95000001	95050000	*	337	220	117
NC_041731.1	95050001	95100000	*	546	128	418
NC_041731.1	95100001	95150000	*	113	102	11
NC_041731.1	95150001	95200000	*	31	31	0
NC_041731.1	95200001	95250000	*	391	98	293
NC_041731.1	95250001	95300000	*	219	186	33
NC_041731.1	95300001	95350000	*	1045	773	272
NC_041731.1	95350001	95400000	*	202	159	43
NC_041731.1	95400001	95450000	*	721	561	160
NC_041731.1	95450001	95500000	*	822	741	81
NC_041731.1	95500001	95550000	*	1334	783	551
NC_041731.1	95550001	95600000	*	407	121	286
NC_041731.1	95600001	95650000	*	32	32	0
NC_041731.1	95650001	95700000	*	76	64	12
NC_041731.1	95700001	95750000	*	31	31	0
NC_041731.1	95750001	95800000	*	311	228	83
NC_041731.1	95800001	95850000	*	3553	1300	2253
NC_041731.1	95850001	95900000	*	223	186	37
NC_041731.1	95900001	95950000	*	122	108	14
NC_041731.1	95950001	96000000	*	582	524	58
NC_041731.1	96000001	96050000	*	1742	1648	94
NC_041731.1	96050001	96100000	*	3990	3406	584
NC_041731.1	96100001	96150000	*	775	697	78
NC_041731.1	96150001	96200000	*	766	731	35
NC_041731.1	96200001	96250000	*	585	547	38
NC_041731.1	96250001	96300000	*	1550	864	686
NC_041731.1	96300001	96350000	*	52	48	4
NC_041731.1	96350001	96400000	*	358	271	87
NC_041731.1	96400001	96450000	*	269	131	138
NC_041731.1	96450001	96500000	*	171	148	23
NC_041731.1	96500001	96550000	*	229	212	17
NC_041731.1	96550001	96600000	*	26	11	15
NC_041731.1	96600001	96650000	*	132	124	8
NC_041731.1	96650001	96700000	*	73	71	2
NC_041731.1	96700001	96750000	*	261	164	97
NC_041731.1	96750001	96800000	*	371	343	28
NC_041731.1	96800001	96850000	*	355	306	49
NC_041731.1	96850001	96900000	*	428	401	27
NC_041731.1	96900001	96950000	*	1825	724	1101
NC_041731.1	96950001	97000000	*	1302	1212	90
