Geneid	species	chr	gstart	gend	gstrand	Length	ghf1	ghf2	ghf3	ghm1	ghm2	ghm3	glf2	glf3	glm2	glm5
CERK	gga	chr1	16257552	16300910	-	4542	31.790021994086718	27.99050628855445	35.759073779132926	34.79595551903078	35.438445260745524	44.57520705723289	45.1599843054638	51.66366920105429	42.786805475970475	48.6212209577121
CERS1	gga	chr28	3831598	3842053	+	1309	5.041823187709914	5.8431359928968885	2.313255446628545	4.4820275114541035	5.920708772376371	1.784838886275239	0.7869702358860984	1.2665931804129438	0.5162812123797342	1.3596538299136494
CERS2	gga	chr25	211694	215349	-	1376	52.912607559439834	56.028134641567746	48.33740027017564	50.410761042806364	52.170883095722225	39.4037507969995	86.14297274353216	114.06004903613405	85.18640004265615	133.84432301669963
CERS3	gga	chr10	17723099	17780108	-	6984	4.776464072567287	3.9582534145430537	4.337353962428522	5.445904395637782	2.9174506994318348	5.354516658825717	7.5064853269135545	5.333023917528185	5.420952729987209	4.5684368685098615
CERS4	gga	chr28	193756	253694	-	3592	38.423999872652395	25.964257516824077	44.530167347599495	25.06079898877563	32.17776506726288	30.02190536914248	3.4505618035005856	3.3331399484551154	1.7424490917816031	2.338604587451477
CERS4L	gga	chr28	632756	646740	+	4973	1.9636574520554402	0.8953192247180717	1.5903631195571248	1.4458153262755171	0.6006516145889071	3.020496576773481	0.06053617199123834	0.13332559793820462	0.06453515154746678	0.054386153196545974
CERS5	gga	chr33	5759482	5777888	+	2531	25.686762345806297	24.173619067387936	25.15665298208543	20.48238378890316	21.408939691418905	30.79991206315989	38.07725218248892	51.73033200002339	38.59202062538513	47.96858711935355
CERS6	gga	chr7	18940571	19054206	-	5345	0.37150276119967784	0.28273238675307527	1.0602420797047498	0.9156830399744942	0.7722663616143093	0.6864764947212457	3.9953873514217304	6.266303103095617	1.8715193948765365	7.885992213499166
CES1L1	gga	chr11	11167433	11178082	-	2587	6.103259648280422	7.445286184497649	6.072295547399931	2.7470491199234828	8.923966845320907	3.1120267760696474	322.11297116537924	578.2331182579934	419.9947662709138	495.51224177373035
CES1L2	gga	chr11	11155090	11165753	-	2518	8.332276215478489	11.733394050252624	7.903622775980863	5.638679772474517	9.696233206935217	5.308751559177634	796.8376319206703	921.6131957478394	712.2744676293909	639.7987062041668
CETN1	gga	chr4	53633118	53638015	+	2126	12.312662942617894	11.450661663499547	18.84339332566169	13.301501001734758	14.887579304453627	12.356576904982424	3.9953873514217304	11.466001422685597	7.098866670221346	10.877230639309195
CETN2	gga	chr4	11283946	11288350	+	1256	16.452265138842876	20.403853910680265	15.036160403085544	21.92819911517868	10.511403255305876	14.278711090201911	14.286536589932249	12.532606206191234	10.519229702237086	13.052676767171034
CETN3	gga	chrZ	59940527	59957149	+	1147	6.421690586451574	5.701769799520351	6.6506094090570675	14.843704016428642	14.28692768986472	13.683764794776831	11.441336506344047	12.799257402067642	23.361724860182974	26.050967381145522
CETP	gga	chr11	615984	629268	+	6286	39.060861748994704	32.608468605521345	27.084365854275884	28.00062348553585	25.99963417434841	34.00346903852571	391.4268880953471	366.0454291393408	494.7910069144278	211.18143286218802
CFAP100	gga	chr12	11054320	11066487	+	2466	0.8491491684564065	0.47122064458845875	0.38554257443809087	1.1566522610204137	0.4290368675635051	1.5560133880348237	1.3317957838072436	0.86661638659833	1.6779139402341363	1.6859707490929252
CFAP161	gga	chr10	12600772	12605775	-	1235	4.564176780453185	4.617962316966896	3.3253047045285338	0.048193844209183906	0	0	0.4237532039386684	0.7999535876292276	0	0
CFAP20	gga	chr11	431116	437630	+	1141	37.044132473910736	37.08506472911171	31.036177242266316	37.30203541790834	38.012666466126554	39.4037507969995	23.79071559255667	28.531677958775788	27.04022849838858	24.528155091642233
CFAP206	gga	chr3	76468358	76482815	-	3887	0.05307182302852541	0.32985445121192114	0.09638564360952272	0.14458153262755172	0.08580737351270103	0.961067092609744	2.966272427570679	3.266477149486013	5.485487881534676	1.5228122895032872
CFAP221	gga	chr7	28330064	28350684	-	3057	0.6899336993708303	0.09424412891769175	0.9638564360952272	0.28916306525510344	0.3432294940508041	0.6864764947212457	0.544825547921145	0	0.5162812123797342	0.054386153196545974
CFAP36	gga	chr3	190091	207682	+	1966	13.214883934102827	12.157492630382237	17.10845174069028	14.795510172219458	11.283669616920186	12.997288300055587	2.9057362555794404	5.399686716497287	2.1941951526138705	2.9912384258100286
CFAP43	gga	chr6	25152490	25195126	-	5423	2.0167292750839656	1.7435163849772974	2.409641090238068	2.554273743086747	4.504887109416804	5.262986459529551	2.54251922363201	1.1332675824747391	3.4203630320157394	2.7193076598272987
CFAP44	gga	chr1	84352916	84398904	+	7589	0	0.047122064458845876	0.04819282180476136	0.048193844209183906	0.08580737351270103	0	8.293455562799652	5.266361118559082	4.130249699037874	5.547387626047689
CFAP45	gga	chr25	3886576	3897391	+	2441	0.21228729211410163	0.8481971602592258	0.09638564360952272	0	0.17161474702540205	0.869536893313578	3.9348511794304923	0.5999651907219208	0.7744218185696014	0.9789507575378276
CFAP54	gga	chr1	45929170	46037247	+	13461	0.7960773454278811	0.6125868379649964	1.349399010533318	1.012070728392862	0.9009774218833608	2.654375779588817	1.5134042997809585	2.399860762887683	1.6133787886866695	1.3052676767171034
CFAP58	gga	chr6	25237368	25297331	+	4029	0.6899336993708303	0.753953031341534	0.674699505266659	1.5903968589030688	0.8580737351270102	1.6017784876829066	0.7869702358860984	0.7999535876292276	0.7098866670221345	0.2175446127861839
CFAP61	gga	chr3	3828326	3921707	-	3902	0.6368618763423048	0.1884882578353835	0.5301210398523749	0.048193844209183906	0.5148442410762062	0.1830603985923322	0.48428937592990673	0.26665119587640923	0.2581406061898671	0.10877230639309195
CFAP65	gga	chr7	22324226	22340999	+	5622	0.6368618763423048	1.0366854180946092	0.7710851488761817	0.8192953515561264	1.844858530523072	1.3729529894424914	1.3317957838072436	0.5333023917528185	1.3552381824968023	0.9789507575378276
CFAP69	gga	chr2	21682554	21707838	+	4255	0.1592154690855762	0.047122064458845876	0.04819282180476136	0.19277537683673562	0.08580737351270103	0.0915301992961661	0.9080425798685752	0.86661638659833	0.7744218185696014	0.4894753787689138
CFAP70	gga	chr14	13471939	13496296	+	4618	35.66426507516908	29.781144737990594	87.51816439744663	30.60309107283178	33.893912537516904	98.02884344619389	5.750936339167643	4.266419134022548	4.4529254567752075	2.6649215066307526
CFAP73	gga	chr15	10186315	10189779	+	2459	13.374099403188403	12.34598088821762	11.71085569855701	11.903879519668426	10.296884821524124	16.841556670494562	17.676562221441596	23.99860762887683	22.522767890065907	17.022865950518888
CFAP74	gga	chr21	1869965	1907127	+	5742	0.6368618763423048	0.376976515670767	0.38554257443809087	0.4337445978826552	0.04290368675635051	0.3661207971846644	0.12107234398247668	0.6666279896910231	0.19360545464240034	0.6526338383585517
CFAP97	gga	chr4	39332050	39354847	+	3380	5.784828710109269	9.094558440557254	8.19277970680943	11.662910298622505	9.438811086397113	8.146187737358783	10.896510958422901	15.932408953615452	8.131429094980815	20.9386689806702
CFC1	gga	chrZ	42432327	42436992	-	1130	0.37150276119967784	0.6125868379649964	1.3975918323380794	0.24096922104591953	0.17161474702540205	0.27459059788849827	0.9080425798685752	0.5999651907219208	1.0970975763069353	0.2175446127861839
CFD	gga	chr28	2928546	2930430	+	975	139.3135354498792	187.92279306187734	285.3978907277968	132.48487773104657	198.00051438055763	181.64168050324162	307.5237537154908	196.3219429640063	314.80246924854293	136.07415529775804
CFDP1	gga	chr11	1980932	2031882	-	3968	20.644939158096385	24.69196177643524	19.90363540536644	20.578771477321528	22.052494992764164	22.150308229672195	39.59065648226988	32.998085489705645	48.40136366060008	38.451010309958
CFH	gga	chr8	3040515	3073162	-	4394	48.93222083230042	26.71821054816561	46.50607304159471	13.301501001734758	32.30647612753194	19.81628814761996	361.8246999916316	649.3623247580256	297.44251348227436	735.5183358300877
CFI	gga	chr4	58121553	58134361	+	2029	0.3184309381711524	1.3194178048476846	0.28915693082856814	0.048193844209183906	0.7293626748579587	0.0915301992961661	322.35511585334416	605.4315402373871	312.67280924747655	471.2016312948743
CFL2	gga	chr5	36170756	36176226	-	4508	342.9501204103312	384.18619153297044	319.2292516347392	473.93826395311453	431.7827035159116	264.20192026838345	72.643406389486	57.33000711342798	70.08517458054892	67.11251304453774
CFLAR	gga	chr7	11400648	11419712	+	6273	70.26709368976763	60.45760870069926	73.4458604304563	93.1105070121433	73.88014859443558	104.4817224965736	80.33150023237327	69.06265973199	58.92059336283717	66.9493545849481
CFP	gga	chr15	37039	69404	+	1098	5.413325948909591	3.110056254283828	3.8072329225761474	0.9156830399744942	2.0593769643048248	4.484979765512139	27.907175287960875	10.39939663917996	25.426849709701912	20.612352061490924
CFTR	gga	chr1	24696007	24780327	-	5213	1.2737237526846097	1.4607839982242221	1.349399010533318	1.10845841681123	1.4587253497159174	0.915301992961661	0.6053617199123834	0.33331399484551155	0.8389569701170682	0.27193076598272986
CG-16	gga	chr4	49726561	49738198	+	3886	18.468994413926843	26.71821054816561	26.60243763622827	16.91603931742355	19.26375535360138	26.635287995184335	26.030553956232488	69.5292993247737	43.238551536802746	66.62303766576882
CGGBP1	gga	chr1	90028151	90034835	-	5544	41.342950139221294	38.78145904963016	33.73497526333295	42.796133657755306	36.12490424884713	32.03556975365814	27.05966888008354	24.26525882475324	22.716373344708305	19.415856691166912
CGN	gga	chr25	390267	399593	+	4032	5.041823187709914	6.314356637485347	7.228923270714204	4.674802888290839	8.752352098295505	10.342912520466768	108.11760317635168	79.66204476807725	137.45987279610424	102.62667108188225
CGNL1	gga	chr10	7766062	7820940	-	6250	45.05797775121807	49.808022133000094	47.61450794310422	80.62830136196467	60.75162044699233	43.4768446656789	60.53617199123834	82.79519631962506	57.37174972569797	64.66513615069316
CGNRHRL	gga	chr10	18239128	18254320	+	6189	1.167580106627559	0.753953031341534	0.43373539624285223	1.3012337936479654	1.3729179762032164	1.2356576904982424	0.7869702358860984	0.3999767938146138	0.7744218185696014	0.5438615319654597
CGREF1	gga	chr3	104473908	104475532	-	1008	0.10614364605705082	0.047122064458845876	1.0602420797047498	0.09638768841836781	0.38613318080715464	0.22882549824041526	0	0.86661638659833	0.9034921216645349	0.10877230639309195
CGRRF1	gga	chr5	56630893	56641659	-	2281	10.295933667533928	10.696708632158014	10.98796337148559	12.000267208086793	12.699491279879751	9.61067092609744	10.533293926475471	11.132687427840086	10.196553944499751	13.052676767171034
CGTL	gga	chr1	56635320	56653553	-	5730	33.06374574677133	42.97532278646744	32.81931164904248	65.59182196869929	115.19639894080113	91.07254829968527	468.3078265242198	1008.6081484025179	361.65498927200383	52.80895475384614
CH25H	gga	chr6	20161226	NA	-	1384	3.7150276119967787	1.884882578353835	2.6506051992618747	2.554273743086747	1.4587253497159174	3.4323824736062285	0.9685787518598135	0.7999535876292276	0.580816363927201	0.054386153196545974
CHAC1	gga	chr5	24667321	24669438	+	1945	26.164408753063025	49.054069101658555	18.987971791075974	2.554273743086747	2.4455101451119794	3.2035569753658133	24.33554114047781	15.465769360831736	6.776190912484012	8.37546759226808
CHAC2	gga	chr3	3044379	3055276	-	3071	4.351889488339084	3.864009285625362	5.493981685742795	3.566344471479609	3.7755244345588452	4.393449566215972	8.656672594747082	5.799663510311901	8.712245458908015	5.547387626047689
CHAD	gga	chr18	10351960	10359650	+	2184	4.617248603481711	0.8953192247180717	1.4457846541428407	0.14458153262755172	0.21451843378175256	0.3661207971846644	0.544825547921145	0.13332559793820462	0.19360545464240034	0.054386153196545974
CHADL	gga	chr1	49752871	49758232	+	4157	19.31814358238325	25.210304485482542	22.6988190700426	20.62696532153071	22.138302366276864	25.94881150046309	30.086477479645456	33.13141108764385	40.26993456561927	30.021156564493378
CHAF1A	gga	chr28	2605893	2620742	+	3473	9.552928145134574	9.1416805050161	10.31326386621893	7.90379045030616	6.349745639939876	7.642771641229869	8.41452790678213	15.465769360831736	9.873878186762417	11.20354755848847
CHAF1B	gga	chr1	107999438	108019450	+	8839	58.485148977435	57.44179657533312	44.04823912955188	70.21843101278095	47.880514420087174	51.21114650620493	46.97606946520095	50.93037841239416	41.43156729347367	92.83716350650397
CHAMP1	gga	chr1	138242770	138253534	-	3968	83.42890580084195	81.70965977163875	70.89164087480395	80.48371982933712	81.25958271652787	56.56566316503065	117.62178217897609	140.45851742789856	96.22191095727297	137.76012604685096
CHCHD1	gga	chr6	16766049	16768400	-	1077	25.633690522777773	29.639778544614057	31.277141351290123	32.530844841199134	29.131603307562	34.50688513465462	26.878060364109825	25.39852640722798	34.978052138726994	26.86675967909371
CHCHD10	gga	chr15	8254361	8255609	-	663	216.21460701821252	231.03948204172133	226.31349119515934	348.2487182555629	189.46268071604388	477.2842242298581	225.19455980740662	167.99025340213782	411.7342668728381	233.09905260039605
CHCHD2	gga	chr19	5052244	5054426	-	790	499.14049558328145	676.6257235645679	827.5189432095573	589.7480715877834	540.3719346962347	656.2715289535109	758.2760903622515	856.816955149872	1082.5126320572078	815.8466841013861
CHCHD3	gga	chr1	2596187	2783097	+	1517	297.679855366999	365.90283052293825	266.6026902239398	282.9942531963279	301.1838810295806	169.92581499333235	85.7192195395935	74.66233484539458	119.00281945352874	95.66524347272437
CHCHD4	gga	chr12	11166825	11175395	-	1418	19.4242872284403	17.623652107608358	19.614478474537872	24.096922104591954	19.864406968190288	22.79101962474536	31.72095412340889	31.998143505169107	39.6245830501446	32.468533458337944
CHCHD5	gga	chr30	1088723	1094279	-	4332	17.036055192156656	16.398478431678363	17.44580149332361	17.446171603724572	16.13178622038779	18.44333515817747	13.317957838072434	16.26572294846096	25.814060618986712	18.328133627235992
CHCHD6	gga	chr12	10166954	10268954	+	1812	73.02682848725097	81.89814802947413	67.13260077403257	68.82080953071461	79.5863389330302	51.3026767055011	78.51541507263613	59.729867876315666	68.92354185269453	93.76172811084525
CHCHD7	gga	chr2	111284540	111346611	+	15126	83.21661850872783	90.19163137423101	74.26513840113725	86.70072573232184	94.98876247856003	71.5766158496019	72.643406389486	44.664075309298546	67.24562791246038	55.854579332852715
CHD1L	gga	chr1	81317102	81340146	-	3760	11.835016535361166	15.456037142501447	24.53014629862353	18.410048487908252	13.257239207712308	37.34432131283577	12.833668462142528	19.93217689176159	15.359366068297094	26.812373525897165
CHD1Z	gga	chrZ	51359549	51407969	+	6864	28.871071727517823	27.142309128295224	23.80725397155211	46.89261041553594	41.8739982741981	41.8293010783479	33.59757545513728	26.998433582486435	41.68970789966354	42.856288718878226
CHD2	gga	chr10	15061660	15113883	+	8976	164.52265138842876	162.9009768342302	139.13267655034605	183.2329956833172	177.62126317129113	151.25365433691448	94.4364283063318	102.26073361860294	83.12127519313721	112.36179250406398
CHD4	gga	chr1	77655420	77676696	-	6266	171.20970109002297	176.33076520500126	134.36158719167466	125.4485764765057	154.19585020232375	111.34648744378606	86.38511743149711	81.32861474230482	90.60735277264335	100.94070033278933
CHD5	gga	chr21	645532	672902	+	7241	73.61061854056474	63.237810503771165	56.96391537322793	54.60362548900537	66.71523290612505	91.20984359862952	36.68492022669044	24.33192162372234	31.557689106711255	22.298322810583848
CHD6	gga	chr20	680594	753205	-	11321	83.11047486267078	72.37949100878727	69.25308493344207	78.84512912622488	92.54325233344805	88.96735371587344	53.2112951802985	46.53063368043341	40.91528608109394	44.270328701988426
CHD7	gga	chr2	112915343	113003232	+	9983	64.90683956388658	49.00694703719971	145.39774338496503	194.6549367608938	75.59629606468961	119.12655438396018	41.22513312603331	57.46333271136619	39.495512747049666	31.979058079569032
CHD9	gga	chr11	5014227	5096822	-	12600	79.97923730398779	64.18025179294808	71.66272602368014	77.73667070941364	69.16074305123703	123.9318898470089	70.16142333784524	74.8623232423019	50.401953358571554	74.34587141967835
CHDB1	gga	chrW	4989932	5105612	-	6627	24.784541354321366	20.356731846221418	22.31327649560451	0	0	0	18.463532457327695	18.532258113410442	0	0
CHDH	gga	chr12	7606554	7631623	-	5313	5.5725414179951676	6.267234573026501	3.084340595504727	6.0242305261479885	4.161657615366	3.0662616764215644	35.53473295885691	69.3293109278664	51.88626184416329	80.70905134367422
CHDSD	gga	chr2	3958466	3963803	+	2011	8.066917100335862	14.136619337653762	10.843384906071305	19.61489459313785	10.683018002331277	16.01778487682907	130.8792038450573	201.18832728875077	203.93107888999504	195.95330996715515
CHEK1	gga	chr24	406472	410280	-	1738	2.069801098112491	2.4032252874011397	3.1325334173094883	0.8674891957653104	2.016473277548474	1.876369085571405	3.3294894595181086	7.332907886601254	8.325034549623215	1.794743055486017
CHEK2	gga	chr15	7966023	7979209	-	2017	9.181425383934895	7.209675862203419	12.481940847433192	6.409781279821459	6.778782507503381	10.8005635169476	13.49956635404615	15.465769360831736	12.390749097113622	7.994764519892258
CHERP	gga	chr28	4416825	4433336	+	8876	80.72224282638714	88.58948118263025	86.84346489217997	93.7370269868627	88.63901683862017	72.40038764326738	57.69097190765014	50.99704121136327	44.85193032548941	56.289668558425085
CHFR	gga	chr15	1803089	1824794	-	4960	33.75367944614216	28.93294757773137	26.698823279837793	31.133223359132803	30.590328657277915	26.360697397295837	33.294894595181084	31.664829510323596	27.29836910457845	33.012394990303406
CHGA	gga	chr5	45084409	45094614	+	2134	1.4860110447987114	1.0838074825534552	0.7710851488761817	0.8192953515561264	1.2871106026905155	1.739073786627156	1.2107234398247668	0.7999535876292276	1.419773334044269	0.2175446127861839
CHGB	gga	chr3	16973844	16997499	+	2497	10.826651897819183	10.366854180946092	10.120492578999885	13.060531780688839	15.273712485260782	9.107254829968527	2.784663911596964	5.1330355206208775	3.0976872742784054	21.536916665832205
CHIA	gga	chr26	5088294	5092414	-	1550	0.21228729211410163	0.376976515670767	0.09638564360952272	0	0.04290368675635051	0.04576509964808305	105.39347543674596	115.5932934124234	131.07089279290503	203.9480744870474
CHIA-M31	gga	chr26	5081006	5085690	-	1648	0.05307182302852541	0.047122064458845876	0.04819282180476136	0	0	0.04576509964808305	3.571634147483062	3.866442340207934	4.323855153680274	5.27545686006496
CHIC1	gga	chr4	12120945	12139732	+	2246	10.826651897819183	8.811826053804179	9.92772129178084	11.47013492178577	10.72592168908763	9.61067092609744	18.402996285336457	16.19906014949186	12.261678794018689	19.198312078380727
CHIC2	gga	chr4	65474993	65502788	+	7692	39.591579979279956	37.27355298694709	32.192804965580585	46.16970275239818	46.507596443883955	31.577918757177304	35.65580530283938	33.398062283520254	22.20009213232857	30.4018596368692
CHID1	gga	chr5	15355527	15459768	+	1722	5.625613241023693	7.351042055579956	5.108439111304704	6.939913566122483	7.679759929386742	5.308751559177634	6.416834231071264	11.332675824747392	4.130249699037874	17.40356902289471
CHIR-AB-502	gga	chr31	3390245	3392593	-	1125	0.26535911514262706	0.1884882578353835	0.674699505266659	0	0.04290368675635051	0.27459059788849827	0.3026808599561917	0.9999419845365346	0.5162812123797342	0.5438615319654597
CHIR-B6	gga	chr31	1964801	1966870	+	954	0.10614364605705082	0	0.8192779706809431	0	0.04290368675635051	0.13729529894424913	0	0.7332907886601254	0.3872109092848007	0.16315845958963793
CHIR-IG1-5	gga	chrCHRUN_59	636133	638788	+	1261	0.42457458422820327	0.376976515670767	0.9638564360952272	0.3373569094642873	0.17161474702540205	0.915301992961661	3.1478809435443935	0.86661638659833	2.065124849518937	1.0877230639309194
CHIR2D-956	gga	chr31	2847480	2849253	+	630	0.26535911514262706	0.23561032229422937	5.204824754914227	0.048193844209183906	0.08580737351270103	0.27459059788849827	0.06053617199123834	0.3999767938146138	0.580816363927201	1.6315845958963793
CHKA	gga	chr5	16351696	16375758	-	6196	73.39833124845065	111.8677810253001	134.698936944308	119.61712132719445	70.8339868347347	170.0631102922766	70.04035099386276	43.59747052579291	109.77429278224099	30.184315024083016
CHL1	gga	chr12	17602830	17711697	+	9306	7.430055223993557	6.97406553990919	13.975918323380794	6.217005902984724	7.5510488691176905	7.093590445452873	0.8475064078773368	0.6666279896910231	0.3872109092848007	0.3807030723758218
CHM	gga	chr4	8558133	8617479	+	3903	32.85145845465723	23.796642551717166	38.02413640395671	32.82000790645424	35.39554157398917	25.765751101870755	27.120205052074777	28.465015159806686	29.87977516647712	27.900096589828085
CHMP1A	gga	chr11	18755548	18759253	-	986	12.684165703817573	12.675835339429542	12.722904956456999	10.602645726020459	10.511403255305876	9.15301992961661	10.95704713041414	15.799083355677247	11.487256975449087	18.2193613208429
CHMP1B	gga	chr4	1522246	1528803	-	1330	31.31237558682999	37.46204124478247	34.84341016484246	35.42247549375017	35.86748212830903	27.73365038673833	34.56615420699709	29.53161994331232	32.26757577373339	33.77380113505505
CHMP2A	gga	chr31	5623382	5628232	-	2628	68.67493899891188	81.70965977163875	63.32536785145643	78.79693528201568	69.16074305123703	60.08957583793304	69.43498927395038	71.86249728869228	40.85075092954647	47.09840866820881
CHMP2B	gga	chr1	94275896	94287427	-	2399	47.28699431841614	53.200810774036995	43.61450373330903	38.410493834719574	45.82113745578235	25.125039706797594	57.146146359728995	71.59584609281588	54.919413966894226	68.36339456805828
CHMP3	gga	chr4	85603430	85607428	-	1105	78.44015443616055	100.93546207084786	93.34949583582275	98.99015600566375	81.64571589733502	69.24259576754966	67.19515091027456	65.46286858765846	73.6346079156596	83.37397285030498
CHMP4B	gga	chr20	2120742	2142286	-	1625	85.92328148318263	100.13438697504749	86.07237974330378	97.68892221201578	94.94585879180369	76.74807210983528	79.72613851246089	64.86290339693655	90.73642307573829	70.9739299214925
CHMP4C	gga	chr2	121412494	121426540	+	1588	1.5921546908557622	0.5183427090473046	3.084340595504727	1.012070728392862	1.8877622172794226	2.196724783107986	1.8766213317283886	1.533244376289353	1.3552381824968023	2.121059974665293
CHMP5	gga	chr2	85638182	85646740	-	1170	34.44361314551299	33.26817750794519	29.301235657294907	35.615250870586905	34.83779364615662	28.603187280051905	28.08878380393459	31.731492309292697	27.685580013863248	31.87028577317594
CHMP6	gga	chr18	9335736	9341627	-	2934	30.357082772316534	38.35736046950054	32.915697292652006	32.000712554898115	39.085258635035316	29.83884497055015	38.37993304244511	41.73091215465804	33.88095456242006	40.408911825033655
CHMP7	gga	chr22	1402208	1410626	-	3040	108.10730350910626	128.54899184373156	99.13263445239411	136.34038526778127	110.30537865057717	89.51653491165044	86.14297274353216	79.86203316498457	98.8678521707191	105.12843412892337
CHN1	gga	chr7	16717993	16797950	+	2383	33.329104861913954	28.273238675307525	45.253059674670915	26.26564509400523	32.09195769375018	48.6025358262642	14.286536589932249	16.932350938151988	13.358776370325623	14.793033669460504
CHN2	gga	chr2	33620003	33781930	+	3362	9.977502729362778	11.120807212287627	10.361456688023692	11.180971856530666	13.214335520955958	15.01095268457124	20.76390699299475	6.599617097941128	12.003538187828822	10.278982954147189
CHODL	gga	chr1	100912354	100941116	+	1532	2.1228729211410164	0.5183427090473046	0.14457846541428407	0.24096922104591953	0.12871106026905155	0.0915301992961661	2.4214468796495336	3.399802747424218	1.5488436371392027	5.493001472851144
CHORDC1	gga	chr1	188868387	188880806	+	1608	23.139314840437077	21.91175997336333	22.6988190700426	26.458420470841965	25.527693620028554	23.843616916651268	9.80685986258061	13.732536587635076	7.937823640338414	11.366706018078109
CHP1	gga	chr5	24756752	24773706	+	2564	66.97664066199907	59.65653360489888	61.879583197313586	72.33896015798504	70.10462415987674	64.89491130098176	182.39548620960113	220.05389939700672	208.12586374058037	240.16925251594702
CHPF	gga	chr7	22076957	22081313	+	3452	20.167292750839657	15.456037142501447	15.421702977523635	12.385817961760264	17.37599313632196	15.377073481755904	18.58460480131017	14.532490175264304	19.2314751611451	19.796559763542735
CHPF2	gga	chr2	154525	159355	-	3574	34.868187729741194	33.927886410369034	33.10846857987105	32.67542637382669	28.31643325919134	28.465891981107657	21.974630432819517	32.864759891767434	25.555920012796843	35.78608880332725
CHPT1	gga	chr1	55570859	55590952	-	4518	45.3233368663607	38.310238405041694	51.03619829124228	51.471025615408415	40.02913974367503	38.80880450157443	11.078119474396617	6.93293109278664	6.647120609389078	5.27545686006496
CHRAC1	gga	chr2	145630964	145634330	+	1356	15.974618731586148	15.126182691289527	16.963873275275997	19.13295615104601	13.300142894468658	14.09565069160958	19.976936757108653	30.998201520632573	21.683810919948836	27.30184890466608
CHRD	gga	chr9	16088743	16097338	-	4050	10.136718198448353	5.230549154931892	5.301210398523749	5.397710551428597	5.791997712107319	13.180348698647919	8.0513108748347	4.666395927837161	9.163991519740282	6.689496843175155
CHRDL1	gga	chr4	13511411	13553413	+	6018	3.396596673825626	1.0366854180946092	2.2650626248237837	1.3012337936479654	2.016473277548474	1.1441274912020762	1.7555489877459118	0.9332791855674323	0.9034921216645349	0.8157922979481896
CHRDL2	gga	chr1	195926251	195964081	-	9160	0.902220991484932	0.9424412891769175	0.5783138616571363	0.5301322863010229	0.8580737351270102	0.915301992961661	3.571634147483062	3.399802747424218	1.7424490917816031	2.066673821468747
CHRM2	gga	chr1	57798522	57897279	-	11161	744.3323179750688	586.0571156746662	467.61494997159946	534.084181526176	534.3225148635893	639.7045628809049	66.16603598642351	99.12758206705513	47.820547296672885	104.63895875015446
CHRM3	gga	chr3	36486653	36660301	-	2182	0.4776464072567287	0.23561032229422937	0.19277128721904543	0.048193844209183906	0.21451843378175256	0.32035569753658133	0.7869702358860984	0.26665119587640923	0.3226757577373339	0.7070199915550976
CHRM4	gga	chr5	23869358	23883143	+	6955	18.203635298784214	18.801703719079505	17.78315124595694	18.217273111071517	14.32983137662107	19.038281453602547	29.420579587741834	20.59880488145261	23.23265455708804	22.461481270173486
CHRNA1	gga	chr7	16799664	16811371	+	2771	0.7960773454278811	2.4032252874011397	0.9638564360952272	1.97594761257654	0.6864589881016082	1.2814227901463253	0.06053617199123834	0.06666279896910231	0.12907030309493356	0
CHRNA2	gga	chr3	105030006	105034586	-	1606	1.3798673987416605	0.9895633536357634	0.8674707924857045	1.1566522610204137	1.0725921689087627	1.1898925908501592	1.3317957838072436	0.9999419845365346	1.2261678794018689	1.1964953703240113
CHRNA3	gga	chr10	4073466	4079283	+	1491	0.37150276119967784	0.8481971602592258	0.2409641090238068	0.19277537683673562	0.9867847953960618	0.5034160961289136	0.3026808599561917	0	0	0
CHRNA5	gga	chr10	4080158	4096756	-	4653	2.865878443540372	4.0524975434607455	4.578318071452329	4.2410582904081835	3.518102314020742	3.706973071494727	3.208417115535632	5.333023917528185	3.8721090928480066	3.4807138045789423
CHRNA6	gga	chrZ	53688052	53697089	+	2237	0.1592154690855762	0.14136619337653764	0	1.9277537683673562	0.6864589881016082	1.5102482883867405	0.12107234398247668	0.06666279896910231	0.3226757577373339	0.6526338383585517
CHRNA7	gga	chr10	7109509	7149541	-	2799	0.1592154690855762	0.1884882578353835	0.09638564360952272	0.14458153262755172	0.47194055431985565	0.1830603985923322	0.18160851597371502	0.5333023917528185	1.2907030309493357	0.7614061447516436
CHRNB2	gga	chr25	2949573	2954363	+	1667	1.0083646375419828	1.3665398693065305	0.2409641090238068	0.7229076631377586	1.0296884821524124	0.961067092609744	7.869702358860985	5.932989108250105	6.582585457841612	9.626349115788637
CHRNB3	gga	chrZ	53700853	53711757	-	6521	0.8491491684564065	1.178051611471147	1.0602420797047498	0.9156830399744942	1.0296884821524124	1.3271878897944085	0.48428937592990673	0.7999535876292276	0.9034921216645349	0.7070199915550976
CHST1	gga	chr5	24227221	24231248	+	2226	0.5837900533137795	0.8010750958003799	0.3373497526333295	0.38555075367347125	0.21451843378175256	0.32035569753658133	0.12107234398247668	0	0	0
CHST10	gga	chr1	134407602	134425901	-	5577	18.893568998155047	14.702084111159913	21.156648772290236	17.542559292142943	14.415638750133773	18.30603985923322	9.927932206563089	7.79954747938497	5.743628487724544	6.091249158013149
