chromosome_name	X4.x	X5.x	X7.x	X1.x	Accession	geneName	Geomean
1	93406671	93437455	+	NC_000067.7	E9Q3V6	Septin2	1.01624869913516
X	20481565	20483858	-	NC_000086.8	Q4VBC9	Ndufb11	0.412097520718271
19	4085411	4087912	-	NC_000085.7	P19157	Gstp1	0.851138045115262
17	57024762	57031248	+	NC_000083.7	G5E814	Ndufa11	0.899497562417577
8	85568717	85573560	-	NC_000074.7	Q3UWP8	Calr	1.18304158615666
10	60113436	60138379	+	NC_000076.7	Q8BFQ1	Psap	0.44055486548963
4	48663514	48673492	+	NC_000070.7	A2AMM0	Cavin4	0.225943580336657
5	145120514	145128351	-	NC_000071.7	P56135	Atp5mf	0.612350393746447
1	92367208	92401547	-	NC_000067.7	Q99LC3	Ndufa10	0.881048877729328
17	21165716	21186167	+	NC_000083.7	Q8C2E1	Ppp2r1a	0.774461794929415
7	35341410	35346907	-	NC_000073.7	Q564F6	Pdcd5	0.441570442381009
X	72822569	72830503	-	NC_000086.8	Q684I8	Idh3g	0.903649477272407
4	62424221	62438300	-	NC_000070.7	Q9DD05	Alad	0.389045145471018
15	89300608	89310065	-	NC_000081.7	Q3UIM5	Cpt1b	1.10153931486265
1	75336936	75345223	+	NC_000067.7	Q3V2C6	Des	3.20626938179205
7	118108882	118132579	-	NC_000073.7	P97478	Coq7	0.588843653693561
13	14787827	14800258	+	NC_000079.7	Q9CZ58	Psma2	1.07151932379968
6	52523215	52617285	-	NC_000072.7	A0ZNJ2	Hibadh	1.4588142561167
9	57448744	57460095	-	NC_000075.7	Q3V100	Mpi	1.02565193636639
9	62248625	62286086	+	NC_000075.7	O35381	Anp32a	1.05196186701366
X	47563821	47602440	-	NC_000086.8	B1AU25	Aifm1	3.57272840596125
5	36622529	36631421	+	NC_000071.7	Q3UTB8	Grpel1	0.587489357688195
10	82669785	82733558	+	NC_000076.7	Q9JMH6	Txnrd1	1.33352144134869
11	120620311	120622851	-	NC_000077.7	Q542P5	Cbr2	0.891250952288799
12	103913190	103923156	-	NC_000078.7	Q00898	Serpina1e	1.35831346656388
14	32043941	32070108	+	NC_000080.7	E9Q7L0	Ogdhl	0.746448755609965
16	22804602	22847851	-	NC_000082.7	Q6S9I0	Kng2	1.23594745796063
11	69807538	69812784	-	NC_000077.7	P63242	Eif5a	0.79615933766694
11	51654490	51682780	+	NC_000077.7	Q3U281	Sar1b	0.622300284033727
13	62984698	63006214	-	NC_000079.7	Q3TKP4	Fbp2	0.870963581930969
8	69333207	69359584	+	NC_000074.7	Q8C562	Lpl	0.997700071077662
17	34245007	34247029	-	NC_000083.7	G3UX44	H2-Ke6	0.988553101359491
3	94791635	94794269	-	NC_000069.7	P99026	Psmb4	0.941889576770162
2	155405101	155434730	-	NC_000068.8	Q541E2	Gss	0.719448970213374
11	102239646	102256107	-	NC_000077.7	Q53ZN9	Slc4a1	5.24807457415244
5	90666808	90701403	+	NC_000071.7	O89020	Afm	3.41979438067385
5	73450093	73471420	+	NC_000071.7	A0A0J9YUK7	Ociad1	0.743019145987671
9	44247645	44255525	-	NC_000075.7	Q99L41	Hmbs	2.98538265353187
11	50266084	50277355	+	NC_000077.7	Q8C2Q7	Hnrnph1	1.75792367397315
9	48379812	48391911	-	NC_000075.7	Q78KL9	Rexo2	1.19949930876364
19	20350798	20368035	-	NC_000085.7	Q4FK88	Anxa1	0.444631270783505
11	76111221	76134525	-	NC_000077.7	F6ZTG3	Glod4	0.553350111335117
13	23718045	23718548	+	NC_000079.7	Q8CGP5	Hist1h2af	2.02301919619525
14	76082472	76085743	+	NC_000080.7	P63028	Tpt1	1.39315682138934
7	143067316	143103698	-	NC_000073.7	Q8C1W9	Nap1l4	1.04954242330669
8	72044828	72048911	+	NC_000074.7	Q9CQ60	Pgls	1.06414303396396
10	23661081	23663281	-	NC_000076.7	Q6ZWZ6	Rps12	0.963829028475448
5	136982129	136995088	+	NC_000071.7	G3X9U9	Fis1	0.895364758633396
12	104998877	105007170	+	NC_000078.7	A0A1Y7VN70	Glrx5	0.517606818539188
19	7034065	7175427	+	NC_000085.7	Q922B1	Macrod1	0.391741877175573
10	78272581	78300782	-	NC_000076.7	Q8K183	Pdxk	1.95433943498739
10	94034897	94057302	+	NC_000076.7	Q8BME2	Ndufa12	1.36144470926585
1	93271350	93295344	+	NC_000067.7	Q3UM45	Ppp1r7	0.961612286330406
10	80084939	80092628	+	NC_000076.7	Q9DC70	Ndufs7	0.548276951644753
11	16700153	16868158	+	NC_000077.7	Q9EP98	Egfr	2.3496328428
5	135937233	135963495	-	NC_000071.7	A8IP69	Ywhag	0.963829041364887
12	87490666	87496694	+	NC_000078.7	Q14AR0	Slirp	0.859013512672612
7	97049210	97057007	+	NC_000073.7	Q9CQ54	Ndufc2	0.862978562598573
12	101934355	101941997	-	NC_000078.7	P0DN34	Ndufb1	0.909913282818361
2	173951904	173964495	+	NC_000068.8	Q3UD03	Npepl1	3.06196346384544
17	36144812	36149193	-	NC_000083.7	P99024	Tubb5	0.526017279136746
3	90520201	90521721	+	NC_000069.7	Q545I9	S100a6	2.64240870488927
X	36059250	36062461	+	NC_000086.8	Q545A2	Slc25a5	1.65576997178142
11	93849751	93859341	-	NC_000077.7	Q5NC81	Nme1	1.91866873073704
11	53318749	53321658	-	NC_000077.7	Q9CQ69	Uqcrq	0.517606821903023
7	19423405	19426584	-	NC_000073.7	P34928	Apoc1	5.90201081985883
19	20469947	20620827	+	NC_000085.7	P24549	Aldh1a1	1.28233061611099
4	139348404	139377002	+	NC_000070.7	Q8CHT0	Aldh4a1	0.724435956887853
14	26134323	26256103	-	NC_000080.7	H7BX64	Slmap	0.437522106303744
10	97315362	97354025	+	NC_000076.7	Q3UKR1	Dcn	1.3583134759523
13	43518849	43549073	+	NC_000079.7	Q8K2C6	Sirt5	0.518800041896623
12	111927808	111933443	-	NC_000078.7	P56379	Atp5mj	0.981747937198607
14	51162406	51164645	+	NC_000080.7	Q544Z7	Apex1	1.40604754015233
X	133438005	133442419	-	NC_000086.8	Q9WVA2	Timm8a1	0.578096042841104
9	79662523	79667135	-	NC_000075.7	P48771	Cox7a2	0.413047504625741
5	129924564	129937350	+	NC_000071.7	Q8CEW7	Zbed5	0.995405427923026
1	51328285	51342119	+	NC_000067.7	Q63918	Cavin2	0.939723323747199
16	35892030	35912488	+	NC_000082.7	F8WJI3	Ccdc58	0.82413811827863
13	35161731	35211098	-	NC_000079.7	Q3TCD4	Eci2	0.545757861859224
12	55431007	55465244	+	NC_000078.7	Q9QUM9	Psma6	0.870963583895249
2	121244383	121269168	+	NC_000068.8	P27773	Pdia3	1.36772879827188
15	78912412	78914704	+	NC_000081.7	Q3U4Y0	H1f0	1.12719747359283
8	13285632	13304694	-	NC_000074.7	A0A0N4SVK8	Adprhl1	1.62554878043445
16	18225632	18247006	-	NC_000082.7	O88587	Comt	0.883079884946977
1	63215990	63219645	+	NC_000067.7	A0A087WS46	Eef1b2	2.68534447903433
3	107889018	107893736	-	NC_000069.7	P15626	Gstm2	0.35075186598912
4	108185349	108197915	+	NC_000070.7	Q921H9	Coa7	0.776247112199399
3	87813397	87823439	+	NC_000069.7	P51859	Hdgf	0.363915033680749
13	100872448	100881167	-	NC_000079.7	Q9D6T9	Mrps36	0.96827785385033
6	39569499	39576777	+	NC_000072.7	Q9CPU2	Ndufb2	0.785235631903257
13	23922790	23923514	+	NC_000079.7	Q5SZA3	H1f2	0.883079903916563
5	148983512	148989867	-	NC_000071.7	Q8C7C4	Hmgb1	1.10917484794602
6	124791982	124806447	-	NC_000072.7	Q3U4W8	Usp5	1.76197604871416
11	108286123	108305222	+	NC_000077.7	Q9CY42	Apoh	1.4521116364246
1	180630125	180641170	-	NC_000067.7	F8WI35	H3f3a	1.05196184915205
7	127804607	127805538	-	NC_000073.7	Q8R2L0	Cox6a2	0.37757218852285
17	15695983	15718538	-	NC_000083.7	Q6RI64	Psmb1	1.27057409837485
15	75766645	75781430	-	NC_000081.7	A0A0R4J1E2	Eef1d	2.21819645290276
2	148713642	148717432	-	NC_000068.8	Q9EPX9	Cst3	2.55858590398887
7	45364891	45370259	+	NC_000073.7	Q58EW0	Rpl18	0.59292531940143
10	53213782	53222095	+	NC_000076.7	P61014	Pln	0.572796030657887
7	30751103	30758332	-	NC_000073.7	Q9Z239	Fxyd1	0.783429651432666
6	29348105	29376674	+	NC_000072.7	Q6XLQ8	Calu	3.46736843846434
8	129412135	129460060	+	NC_000074.7	P09055	Itgb1	0.963829042926884
13	86192917	86194914	-	NC_000079.7	P17665	Cox7c	0.944060873872708
10	80238831	80242655	-	NC_000076.7	Q9CPX8	Uqcr11	0.918332590726578
6	87976088	88022252	-	NC_000072.7	Q4FJQ0	Rab7	1.22743921369817
2	143757251	143785244	+	NC_000068.8	Q4FK36	Dstn	1.01859140243876
2	72923145	73044791	-	NC_000068.8	Q3TW21	Ola1	1.47910836454674
9	78099248	78116631	+	NC_000075.7	P24472	Gsta4	0.881048876826313
3	93427803	93433595	+	NC_000069.7	P50543	S100a11	1.36144468459613
1	160806153	160830113	+	NC_000067.7	Q543J5	Serpinc1	0.549540872978839
1	86454279	86458434	+	NC_000067.7	Q8C2T3	Ptma	1.21618601842689
11	101168796	101169774	-	NC_000077.7	Q9D2R6	Coa3	0.984011103369985
3	108164242	108187268	+	NC_000069.7	Q3TUI9	Psma5	1.00693166339513
16	18690767	18695875	-	NC_000082.7	Q3UKS6	Mrpl40	0.868960452533109
17	25056863	25083424	+	NC_000083.7	G5E8T9	Hagh	1.57398284988859
2	25463442	25465602	-	NC_000068.8	Q9DAK9	Phpt1	1.06659613397599
10	128326728	128329755	-	NC_000076.7	Q642K0	Myl6	0.616595002855836
10	7503609	7557101	-	NC_000076.7	F7D432	Pcmt1	1.24451461177903
7	45218391	45239134	+	NC_000073.7	Q3ULU3	Bcat2	1.36144465923889
2	19376247	19399787	+	NC_000068.8	Q78J03	Msrb2	1.00230524199666
4	44981394	44990734	+	NC_000070.7	Q3T9Z2	Grhpr	1.18850224032945
7	131012330	131047940	+	NC_000073.7	Q7TMY2	Acadsb	1.01624870274037
10	75768964	75773584	+	NC_000076.7	Q8BW15	Chchd10	0.707945780407478
1	75191616	75197905	-	NC_000067.7	A0A0A0MQA5	Tuba4a	1.39958731912939
10	127869144	127884506	+	NC_000076.7	P70670	Naca	2.44343055770539
2	155078453	155092197	+	NC_000068.8	A2AVR9	Dynlrb1	1.27057412970046
10	62104634	62215699	-	NC_000076.7	Q6GQU1	Hk1	1.25025903244161
3	82915031	82922363	+	NC_000069.7	Q3UER8	Fgg	1.285286689965
6	85110662	85114746	-	NC_000072.7	Q91XH5	Spr	1.29121928371799
17	8502590	8516499	+	NC_000083.7	Q3UX28	Mpc1	1.51356125720982
9	106765952	106769137	-	NC_000075.7	F6USD5	Manf	1.38356641456198
5	122492391	122503047	+	NC_000071.7	D3Z645	Vps29	0.857037853793146
11	96679506	96699808	+	NC_000077.7	Q7TPM0	Cbx1	0.549540887211958
1	66963454	66987091	-	NC_000067.7	Q6PCW9	Myl1	4.59198013434493
11	71640719	71680475	+	NC_000077.7	Q80XH4	Wscd1	2.67916835542344
16	49671691	49732799	+	NC_000082.7	Q3U967	Cd47	0.758577580632536
5	96941244	96993827	+	NC_000071.7	Q8C1X9	Anxa3	0.926829837409059
18	53539413	53551079	-	NC_000084.7	Q3UC73	Ppic	2.96483141718297
7	45142098	45159832	-	NC_000073.7	Q8BRD3	Nucb1	1.21618600025302
10	62850443	62859764	-	NC_000076.7	D3Z3N4	Hnrnph3	1.11686322374372
18	16721934	16942303	-	NC_000084.7	Q8BSI9	Cdh2	1.03276139850844
4	126914504	126944894	+	NC_000070.7	Q8VIJ6	Sfpq	1.16412603457591
14	21102622	21498637	+	NC_000080.7	P55264	Adk	1.28824957050814
16	8331293	8439432	+	NC_000082.7	Q3V1S0	Abat	0.450816699073664
17	57510967	57535136	-	NC_000083.7	P01027	C3	0.809095901397026
9	54606132	54623601	+	NC_000075.7	A0A1S6GWG8	Dnaja4	1.08642563713887
4	108022630	108036505	+	NC_000070.7	F6YTG0	Echdc2	0.864967931718744
14	55899720	55909337	-	NC_000080.7	Q3UI46	Nedd8	0.816582360002304
9	74944896	74967595	+	NC_000075.7	E9Q827	Arpp19	1.44877185905352
5	108048388	108056871	+	NC_000071.7	Q58EU6	Rpl5	1.07646519997911
18	50112494	50226296	+	NC_000084.7	J3QM73	Tnfaip8	0.779830114798378
3	129630376	129668981	+	NC_000069.7	Q61129	Cfi	1.33659554088953
17	27156946	27158847	-	NC_000083.7	D5MCW4	Cuta	0.164816235043308
3	90421539	90431888	+	NC_000069.7	A0A0A0MQ90	S100a13	0.928966376374319
2	84657365	84660557	+	NC_000068.8	P62073	Timm10	1.43218790426758
5	144482697	144494288	+	NC_000071.7	Q3UYB9	Nptx2	0.613761999622181
13	74157538	74183872	+	NC_000079.7	Q3URG1	Tppp	0.801678052912625
6	71886037	71956419	+	NC_000072.7	Q3UHI3	Polr1a	1.33045443939147
10	43777772	43823860	+	NC_000076.7	A0A0R4J0S3	Rtn4ip1	1.25314118421686
5	129864420	129875284	+	NC_000071.7	Q3TI62	Cct6a	9.33254280458976
15	83259808	83348816	-	NC_000081.7	Q3TDA7	Pacsin2	0.783429641190481
10	84362169	84369752	-	NC_000076.7	Q8BMK4	Ckap4	1.361444691094
13	3588075	3616261	+	NC_000079.7	Q3UPA3	Gdi2	0.19860949437563
7	128125307	128148705	+	NC_000073.7	Q3TAM9	Bag3	0.9638290380713
4	114817810	114844425	-	NC_000070.7	A0A0R4J093	Cmpk1	0.3863669707207
16	56977028	56987695	-	NC_000082.7	Q9JHW2	Nit2	1.16144859983229
3	10377016	10396499	-	NC_000069.7	Q9D066	Impa1	0.93325430795386
X	111221049	111282452	+	NC_000086.8	Q9CZB4	Apool	0.521194709274282
11	116740723	116744511	-	NC_000077.7	Q8C671	Srsf2	1.51705037626359
11	33102498	33114143	-	NC_000077.7	Q5U438	Npm1	1.02329298932158
2	179678160	179684257	-	NC_000068.8	Q542H2	Psma7	7.78036564114112
4	152408893	152418539	+	NC_000070.7	Q4VAG4	Rpl22	1.59955801305712
14	64360070	64693352	-	NC_000080.7	Q9D6Y7	Msra	0.95279616653581
11	21271126	21321267	-	NC_000077.7	Q91ZJ5	Ugp2	1.85780445750198
7	105129823	105131404	-	NC_000073.7	Q91VJ2	Cavin3	1.09900583499708
2	127278135	127286491	-	NC_000068.8	Q3TC72	Fahd2	1.0162486954974
2	13081778	13276255	-	NC_000068.8	Q9D031	Rsu1	0.954992597508204
15	102234551	102239925	+	NC_000081.7	Q6ZWY7	Pfdn5	1.68655305151172
6	120813167	120869803	+	NC_000072.7	Q3UGC5	Bcl2l13	1.57398282156475
4	132581375	132611769	-	NC_000070.7	Q3TIL5	Stx12	2.58226018415001
X	158409888	158758916	+	NC_000086.8	Q3TA88	Sh3kbp1	1.4859356513723
8	106194124	106198189	-	NC_000074.7	Q1JPR8	Tppp3	1.92752489199534
10	17887008	17899000	-	NC_000076.7	E9QMV2	Abracl	2.6242185246224
15	58762002	58805605	-	NC_000081.7	A0A0R4J1E8	Tatdn1	0.887156021324094
5	43976235	44000810	+	NC_000071.7	A0A0R4J190	Bst1	0.418793571263973
19	46695124	46729538	+	NC_000085.7	Q91WU5	As3mt	0.946237164510395
2	130405677	130407314	+	NC_000068.8	Q80ZS3	Mrps26	0.841395130290618
10	79883000	79892273	+	NC_000076.7	S4R1E5	Gpx4	1.02093948924756
7	80992481	80994982	-	NC_000073.7	Q8BT90	Rps17	1.23026878202253
7	141435317	141456198	-	NC_000073.7	Q8BQL7	Tollip	0.988553080663232
4	126571421	126603508	+	NC_000070.7	Q8BJX0	Psmb2	2.46603933903515
6	41369290	41374190	+	NC_000072.7	Q792Y9	Gm5771	0.868960451326525
9	61820565	61821792	-	NC_000075.7	Q58E35	Rplp1	1.15080039544095
15	78075312	78090600	-	NC_000081.7	Q545M7	Pvalb	0.349140316030749
11	97594260	97604326	+	NC_000077.7	Q545G0	Psmb3	0.972747221485918
4	156283881	156285275	-	NC_000070.7	Q4FJR9	Isg15	3.52370868741611
19	9061006	9065320	-	NC_000085.7	Q3UKV9	Scgb1a1	1.99526234362014
10	80097168	80124242	+	NC_000076.7	Q3UGB5	Dazap1	1.24738351192355
14	34032684	34066990	+	NC_000080.7	Q3TSQ7	Glud1	0.979490003077068
1	171172522	171186822	+	NC_000067.7	F8WJ30	Pfdn2	1.95433949190146
1	92564867	92569707	-	NC_000067.7	D3Z159	Cops9	0.862978553880008
10	80735284	80736803	-	NC_000076.7	A0A1W2P756	Timm13	0.794328226267102
6	18848634	18854051	+	NC_000072.7	A0A0N4SUZ3	Lsm8	0.210377846672342
4	41714798	41723213	-	NC_000070.7	Q9Z0Y1	Dctn3	0.497737076092395
17	48726259	48739756	-	NC_000083.7	Q9WV35	Apobec2	1.58124802741658
2	154498946	154536703	+	NC_000068.8	Q9D8B3	Chmp4b	1.02329301137253
9	20978808	20984827	-	NC_000075.7	Q9CPW2	Fdx2	0.905732592020882
17	56914452	56916771	-	NC_000083.7	Q8R404	Micos13	1.43218792738523
4	149569642	149581952	+	NC_000070.7	Q8K3C3	Lzic	0.986279507155072
14	56134742	56137802	-	NC_000080.7	Q5M8N4	Sdr39u1	0.656145258837523
3	53760797	53771228	-	NC_000069.7	P61961	Ufm1	0.839459979984737
4	137047007	137085070	-	NC_000070.7	P60766	Cdc42	1.1912419957204
15	11981422	11996124	-	NC_000081.7	P11031	Sub1	1.22461620019965
7	12656223	12660613	+	NC_000073.7	Q91V55	Rps5	1.06169558534935
16	96001670	96030133	+	NC_000082.7	Q8R558	Sh3bgr	0.147231242542789
2	74656156	74707092	+	NC_000068.8	Q8C454	Mtx2	0.676082980039366
5	77497087	77555892	-	NC_000071.7	Q811C8	Igfbp7	2.39883294500533
9	98305014	98328604	+	NC_000075.7	Q58EU7	Rbp1	2.07969666099553
16	16969879	17019376	-	NC_000082.7	Q561N4	Ube2l3	0.601173739490325
14	19861470	19873891	-	NC_000080.7	Q4VA29	Rtraf	0.449779855144664
9	119170094	119179361	+	NC_000075.7	Q3UPU8	Acaa1a	1.30918191600815
15	81247869	81283951	-	NC_000081.7	Q3U9V1	St13	0.4931738032453
11	4041481	4045431	-	NC_000077.7	Q3TI65	Mtfp1	0.912010855980323
17	34042010	34043536	-	NC_000083.7	Q059I1	Rps28	1.24738352157731
10	80001824	80008620	+	NC_000076.7	K4DI65	Cirbp	1.27938132495843
11	115413935	115427056	-	NC_000077.7	H7BWX9	Sumo2	2.93764965950247
14	55873422	55881263	-	NC_000080.7	D6RGM8	Tm9sf1	1.04712853434967
11	54717692	54751738	-	NC_000077.7	B9EIE8	Lyrm7	0.346736852855326
6	87405976	87411494	+	NC_000072.7	B7ZN66	Bmp10	0.862978554468115
1	178146379	178150258	+	NC_000067.7	Q9D7J4	Cox20	1.16680961641342
1	165288829	165308787	+	NC_000067.7	Q9D023	Mpc2	1.24738353487488
5	115471301	115479220	-	NC_000071.7	Q8CBY0	Gatc	1.33659551751779
19	10477876	10502573	-	NC_000085.7	Q8C6I2	Sdhaf2	0.079799464953892
17	79223928	79228477	+	NC_000083.7	Q8BTE5	Cebpzos	0.716143409453124
14	54851577	54855452	-	NC_000080.7	O55234	Psmb5	0.679203641945413
16	18057843	18066558	-	NC_000082.7	Q3U6M5	Ranbp1	4.35511865985514
6	67243963	67266286	+	NC_000072.7	Q3V274	Serbp1	0.851138018569201
18	77031775	77059867	+	NC_000084.7	Q3UGR5	Hdhd2	1.42560758749603
4	9449085	9669344	-	NC_000070.7	Q9EQ62	Asph	0.572796038786187
14	61456555	61495939	-	NC_000080.7	Q9EQ83	Sgcg	0.642687708860139
15	84076441	84100284	+	NC_000081.7	Q8BGH2	Samm50	0.883079882298442
15	98635505	98660999	-	NC_000081.7	Q3U344	Arf3	1.54525445000223
8	110397953	110419929	-	NC_000074.7	Q8BHC2	Ist1	2.48885736564385
10	128157972	128163056	+	NC_000076.7	A0A1W2P729	Cnpy2	0.847227416911155
1	171000833	171023837	-	NC_000067.7	Q6W8Q3	Pcp4l1	0.297851640188693
5	145065580	145076835	-	NC_000071.7	B2RTB0	Pdap1	1.74582213467757
4	138829125	138858667	-	NC_000070.7	Q7TNS2	Micos10	0.734513860024594
1	140013593	140111149	-	NC_000067.7	E9Q8I0	Cfh	1.58489319506487
11	54793680	54801213	+	NC_000077.7	A0A1C7ZMZ5	Gpx3	0.999999993137748
7	99184356	99255979	+	NC_000073.7	J3QNU6	Arrb1	0.872971370095255
3	10077645	10081670	+	NC_000069.7	Q497I3	Fabp5	0.603948641657687
2	102851400	102903858	-	NC_000068.8	Q8BKZ9	Pdhx	0.653130569165831
2	73738791	73742793	-	NC_000068.8	Q14BC2	Atp5g3	1.25892542824411
9	64142483	64143644	+	NC_000075.7	B2RTM4	Uchl4	1.24451460666487
1	171049133	171053948	+	NC_000067.7	Q6LD55	Apoa2	9.66050894169322
18	20797266	20807383	+	NC_000084.7	Q5M9K1	Ttr	1.21338884057571
7	140740239	140752764	-	NC_000073.7	Q3UM23	Rnh1	2.46036761540312
18	43454044	43571351	-	NC_000084.7	Q3TT92	Dpysl3	1.82389574969089
12	71169946	71183476	-	NC_000078.7	A0A1Y7VIZ6	Timm9	0.977237212082934
15	74866726	74869880	-	NC_000081.7	P05533	Ly6a	0.995405421056759
9	46139928	46141767	+	NC_000075.7	Q58EV2	Apoa1	19.6788628461006
19	24236909	24257954	-	NC_000085.7	Q3UG34	Fxn	1.80301771133588
18	35251955	35387829	+	NC_000084.7	Q6NV50	Ctnna1	2.57039585861268
7	132212344	132308149	+	NC_000073.7	Q9D7I5	Lhpp	1.00461580721667
2	121978168	121983563	+	NC_000068.8	Q9D239	B2m	1.57398287216465
10	71061298	71074157	-	NC_000076.7	Q3TSW9	Tfam	0.748169520065698
6	121815455	121866016	+	NC_000072.7	P28665	Mug1	1.65196181629376
10	3315974	3414975	+	NC_000076.7	Q8R4S0	Ppp1r14c	1.06905489694536
X	132483609	132589802	-	NC_000086.8	Q147Z9	Pcdh19	1.23310483258779
7	29883596	29885455	+	NC_000073.7	Q792A4	Cox7a1	0.779830120250458
13	34101901	34186777	-	NC_000079.7	Q4FJQ6	Serpinb6a	0.924698178705053
14	55815951	55818984	+	NC_000080.7	Q5HZK3	Psme1	1.30617090929134
9	78385735	78389006	-	NC_000075.7	Q58E64	Eef1a1	0.87700083078345
X	156481969	156535587	+	NC_000086.8	Q9DC77	Smpx	1.20503592965696
3	93462424	93471952	+	NC_000069.7	Q3UF30	S100a10	1.35518944435988
1	43162231	43237503	-	NC_000067.7	Q543D7	Fhl2	1.34276497827322
3	116533648	116601815	-	NC_000069.7	F8VPN4	Agl	0.849180490343765
10	127894851	127913123	+	NC_000076.7	Q9CRH1	Ptges3	0.395366617174809
17	65887048	65925441	-	NC_000083.7	Q9WV55	Vapa	0.519995996793495
5	90916377	90917922	+	NC_000071.7	Q9EQI5	Ppbp	1.40604751834223
14	123514046	123864846	-	NC_000080.7	E9QLE4	Nalcn	0.666806764218004
2	173579364	173626129	+	NC_000068.8	Q8BH80	Vapb	0.59156162702642
8	108114856	108139012	-	NC_000074.7	Q99KL8	Nqo1	0.540754333460521
3	116306719	116343630	+	NC_000069.7	Q7TND9	Dbt	0.979489985629852
9	21050727	21061230	-	NC_000075.7	Q61081	Cdc37	1.17219534919385
6	72934330	72935731	-	NC_000072.7	A6H6H4	Tmsb10	1.03514217005961
17	29251634	29262346	+	NC_000083.7	Q9D6W4	Srsf3	0.361409862575177
18	34695687	34712168	-	NC_000084.7	Q3V2L8	Nme5	0.168655296656875
16	22063302	22084755	-	NC_000082.7	Q5PR75	Tra2b	1.55596563500505
19	8966640	9054299	+	NC_000085.7	E9Q616	Ahnak	2.04644466456339
16	22737132	22758518	+	NC_000082.7	Q8CB17	Fetub	0.420726627913658
11	84711547	84719880	-	NC_000077.7	Q3U0B3	Dhrs11	0.847227423676531
1	171049133	171053948	+	NC_000067.7	P09813	Apoa2	0.463446914166143
7	15680883	15701460	-	NC_000073.7	Q8BH64	Ehd2	1.88799133785053
X	74557903	74578552	+	NC_000086.8	A3KMJ8	Vbp1	4.39541619482585
7	3620372	3623162	+	NC_000073.7	Q9CQ91	Ndufa3	1.06659614014009
10	20272798	20600824	-	NC_000076.7	E9Q5I0	Pde7b	6.01173736580214
8	96403602	96441584	+	NC_000074.7	E0CZ50	Ndrg4	0.778036538927026
15	27730735	28025954	-	NC_000081.7	Q0KL02	Trio	0.280543360625355
12	52550546	52618761	+	NC_000078.7	E9PYT0	Arhgap5	0.997700070072159
6	86342453	86347040	+	NC_000072.7	Q9CR98	Fam136a	0.716143403419825
1	152998502	153062193	-	NC_000067.7	G5E874	Lamc2	0.18197008663505
16	35864214	35891931	-	NC_000082.7	Q9D6U8	Fam162a	0.688652296593355
18	50261268	50329337	+	NC_000084.7	Q3UHW2	Hsd17b4	1.5275660604524
19	6998064	7017394	-	NC_000085.7	Q3THQ5	Stip1	0.781627803881371
15	76605665	76608045	-	NC_000081.7	Q8VE95	NA	0.997700076248471
2	163837117	163860508	+	NC_000068.8	A2A5N2	Ywhab	1.62554876043021
7	27055808	27147128	-	NC_000073.7	Q91ZE6	Sptbn4	1.64816238095671
12	72481391	72561269	+	NC_000078.7	Q8CDN9	Lrrc9	1.07151932648636
12	54939774	55061155	-	NC_000078.7	G3UYS9	Baz1a	0.874983761648789
16	22769822	22780409	+	NC_000082.7	A0A0R4J039	Hrg	1.61064568434527
9	45230286	45258879	+	NC_000075.7	E9QPR6	Tmprss13	0.901571133924365
12	71016057	71042651	+	NC_000078.7	Q9DCD8	Psma3	2.40990534214824
7	98994582	99002480	-	NC_000073.7	Q8BVU9	Serpinh1	0.790678634472733
3	89979958	90008209	+	NC_000069.7	E9Q7Q3	Tpm3	0.905732604091528
18	38460588	38472052	-	NC_000084.7	Q8BK00	Gnpda1	1.23879657588221
7	16228398	16349313	-	NC_000073.7	B2RTN5	Arhgap35	0.763835778551351
7	113863785	113875351	-	NC_000073.7	Q3TS44	Psma1	0.89330548289029
3	144276188	144303438	+	NC_000069.7	A0A0R4J0K1	Selenof	1.1040786251454
16	10954458	10994257	-	NC_000082.7	Q3UBH9	Zc3h7a	0.729457508222383
3	89979958	90008209	+	NC_000069.7	Q3TJ53	Tpm3	1.13762728722298
5	100103794	100126926	-	NC_000071.7	G5E8G0	Hnrnpd	0.475335225083059
5	114501633	114518566	-	NC_000071.7	F8WGQ9	Kctd10	1.56314763044979
3	75149664	75177385	-	NC_000069.7	Q4G0D3	Serpini2	0.736207111826146
2	157401936	157404445	+	NC_000068.8	Q9DCA0	Nnat	0.833681187605171
4	131570755	131595098	+	NC_000070.7	Q9DCS3	Mecr	0.509330863323527
19	6103660	6107785	-	NC_000085.7	Q8BTB8	Mrpl49	0.77268060221851
8	123192884	123202813	-	NC_000074.7	A2RS02	Rnf166	1.07894669976217
12	3415132	3456494	+	NC_000078.7	Q571A6	Kif3c	0.544502659501581
13	11567985	12121831	-	NC_000079.7	F6U7V1	Ryr2	1.13501082923637
17	66643975	66760672	-	NC_000083.7	Q8BQ11	Mtcl1	1.92752491039941
10	128511980	128532160	-	NC_000076.7	Q0PD56	Rab5b	0.826037936296214
8	34272671	34419925	-	NC_000074.7	T1ECW4	Rbpms	0.284446107802662
8	95535996	95538666	+	NC_000074.7	Q9WUZ6	Ccl17	1.57036281648585
6	125326686	125339446	+	NC_000072.7	F7A4X5	Tnfrsf1a	0.727779811794801
16	36695455	36753447	+	NC_000082.7	E9QAH1	Golgb1	0.27605778151713
19	21368671	21450025	-	NC_000085.7	Q6DFY1	Gda	1.01391140202311
