chromosome_name	X4.x	X5.x	X7.x	X1.x	Accession	geneName	Geomean
8	188582179	188612929	+	NC_008808.1	F7F3R5	CALU	1.17808746857806
5	40560463	40717780	+	NC_008805.1	F6ZBF0	PAPSS1	1.17774766478763
2	253493756	253692093	+	NC_008802.1	F7E4E2	MYH10	1.13042580667089
8	116408660	116416706	-	NC_008808.1	F6PQH4	FKBP4	0.867031051759817
DS029396.1	167308	183805	-	NW_001584029.1	H9H7A1	GCAT	0.789914283332511
4	11182569	11190871	-	NC_008804.1	F6VK38	LOC100015233	1.18453588069501
7	227143786	227232601	+	NC_008807.1	F6XVT6	FARSB	1.12104392469207
7	176678317	176683580	NA	ENSMODG00000039748	F6QZ33	NA	0.845328535045988
1	308874309	309005894	+	NC_008801.1	F6QP11	AKT1	1.24212883970562
3	475427917	475525306	+	NC_008803.1	F7E0V5	SCARB1	1.52153991662643
4	421658367	421668985	-	NC_008804.1	F7FHH4	FHL3	1.27074436922779
4	375229819	375262477	+	NC_008804.1	F7DZ20	EPHA2	0.639171677775609
3	17852971	17973836	-	NC_008803.1	F6VUV1	PLPP1	1.58903091998929
1	102281059	102350354	+	NC_008801.1	F7C1J9	XPNPEP1	1.2433660080143
3	225382569	225387652	+	NC_008803.1	F7CK00	LOC100015376	0.492428223861972
1	495068463	495143833	-	NC_008801.1	F7FKW0	PTPN1	0.80458404751196
2	242546429	242550773	+	NC_008802.1	F7BX00	SRSF2	0.813798350310048
1	123651382	123660209	-	NC_008801.1	F6Y8U7	MRPS11	0.610849691227406
4	382712741	382792619	+	NC_008804.1	F7DTH8	ACTN4	0.902817804998733
6	158769021	158776980	-	NC_008806.1	F7EI48	MAPK3	1.21667597877315
2	541537013	541556234	-	NC_008802.1	F7EJ40	IGF2BP2	0.667473704964098
1	297067083	297079625	+	NC_008801.1	F6YNX2	CRIP2	1.52739543961127
3	431635028	431651649	+	NC_008803.1	F6QGH4	ATP13A1	0.875949277089486
2	285056059	285075232	+	NC_008802.1	F7DYQ6	BYSL	0.514908980094573
1	303320023	303358511	+	NC_008801.1	F6UN69	VDAC1	1.09071823745939
1	387442316	387460498	-	NC_008801.1	F7EJH2	EIF2S2	0.858128808737083
2	266921521	266930997	-	NC_008802.1	F7B459	PPP1R18	0.53665060622675
5	267814642	267832146	+	NC_008805.1	F6RDV4	RCN1	1.1255475518278
4	190656218	190673645	-	NC_008804.1	F6RX51	PRKRA	0.502888868217245
6	195324485	195556214	+	NC_008806.1	F6WJS4	MAP4	1.1270480154566
2	130432630	130503103	+	NC_008802.1	F6VRQ6	IARS2	0.873333987146733
1	688236283	688298436	-	NC_008801.1	F6X165	COTL1	0.894753880231985
2	73854336	73890728	+	NC_008802.1	F7FE19	TOR1AIP1	0.878594436614283
4	385670980	385696161	+	NC_008804.1	F6QA54	NAPA	1.12612812872754
1	168714719	168717162	+	NC_008801.1	F6SH72	APEX1	0.794027937274351
6	253513720	253532251	-	NC_008806.1	F6YJ80	RPN1	0.93511152060312
1	275451445	275456512	+	NC_008801.1	F6T5A0	SRSF5	0.762306400405259
3	431345929	431350924	+	NC_008803.1	F7E7H8	EIF3G	0.86756833996226
6	202727932	202817430	+	NC_008806.1	F7DBT8	DAG1	1.28814381575247
1	198224352	198273558	+	NC_008801.1	F6XSG1	CHP1	1.13241615483017
5	13774311	13803007	+	NC_008805.1	F7CP75	GSR	1.16088573055002
6	113767021	113855645	+	NC_008806.1	F6U4F9	USP7	0.828506628957742
NA	167851	176981	+	NW_001583721.1	H9H703	XRCC6	0.747049268334316
1	547196563	547254762	-	NC_008801.1	F6T927	TDRP	1.49460469051725
2	194576100	194628954	+	NC_008802.1	F6ZC40	ACLY	1.02538269931819
4	370816090	370842206	+	NC_008804.1	F6R0C4	CLPTM1	0.863864460849642
1	315218039	315316007	-	NC_008801.1	F6ZK75	DYNC1H1	0.980811320596069
6	33403667	33416161	+	NC_008806.1	F6Z1Q5	DNAJA1	0.792385408722999
2	267939871	267958173	-	NC_008802.1	F7B9X7	VARS1	0.845194103797335
NA	114	66306	+	NW_001584040.1	H9H785	LRP1	1.0878458095775
1	7728751	7746209	-	NC_008801.1	F7G4V0	RCN2	1.17445879777613
1	404126696	404147172	-	NC_008801.1	F6UTH0	FKBP1A	1.67066076577848
1	563696683	563717396	-	NC_008801.1	F6RI07	PCYOX1	1.19252679677378
2	61350900	61376039	+	NC_008802.1	F6Q505	ATP1B1	0.993768188666554
8	271760417	271775240	-	NC_008808.1	F7E8B4	CDV3	0.838518500936769
2	275952090	275963395	+	NC_008802.1	F7CM23	SRSF3	0.747350181962687
5	258075900	258218745	+	NC_008805.1	F7CR53	ANO5	0.87617738691076
1	248978550	249168896	+	NC_008801.1	F7FRW6	LTBP2	0.7326511009596
1	524954276	526294429	+	NC_008801.1	F7FUL6	CDH13	1.35765412475521
8	45938184	45945503	-	NC_008808.1	F7FJH1	CSRP2	0.716474961828152
6	202519707	202574208	NA	ENSMODG00000042763	F7CS91	NA	1.14716976538564
6	186199334	186286759	+	NC_008806.1	F7ASD0	RAD23B	1.141696896475
2	194489941	194499429	-	NC_008802.1	F6ZC06	CNP	0.745344496887024
2	492298417	492471937	-	NC_008802.1	F7AVD5	NOTCH2	1.20745133991489
5	229539881	229591582	+	NC_008805.1	F7DCC8	LRPAP1	0.933021045965044
2	138708834	138769836	-	NC_008802.1	F7FES2	PARP1	0.890433569536013
1	248645103	248669657	-	NC_008801.1	F7E1R7	DLST	0.899514939825634
3	447422102	447426511	-	NC_008803.1	F6QXX7	CALR	1.07694555857773
2	257681085	257691138	+	NC_008802.1	F6UBM6	MCM7	0.559091243646731
3	451759892	451763677	+	NC_008803.1	F7CRY4	UBA52	1.54829516327166
1	594974805	595054715	-	NC_008801.1	F7EZJ9	PYGB	1.12006449612251
1	628374107	628419296	-	NC_008801.1	F6PIH6	UGP2	1.09005165096348
6	254298088	255118777	-	NC_008806.1	F7FG08	IQSEC1	0.792834961789442
6	36161147	36238617	+	NC_008806.1	F7AA57	MTAP	1.51258592160089
8	87193797	87211801	-	NC_008808.1	F7BCY1	RTCB	0.913490443896384
4	231288603	231324901	+	NC_008804.1	F7DTA2	DDX6	0.889418178222493
3	302015763	302059247	-	NC_008803.1	F6PNL3	CYB5A	1.03233310296169
6	123646979	123651223	+	NC_008806.1	F7EUD6	STOML2	0.809985049917641
3	508962596	509033710	-	NC_008803.1	F6V3U1	GCN1	1.10266255807339
2	184090619	184106431	-	NC_008802.1	F6PIN1	NME1	1.49857537884449
4	360038391	360045449	+	NC_008804.1	F7DD44	RPL11	0.873339474073291
4	396380886	396392762	+	NC_008804.1	F7G4F3	VAMP3	0.834320956893742
5	52225075	52268682	+	NC_008805.1	F7BAD4	EIF4E	0.81822570851142
7	174489603	174532319	-	NC_008807.1	F6VZK4	ARPC2	1.08116554140583
3	435241607	435246352	+	NC_008803.1	F7F7L5	CYC1	0.79072441758617
2	374969938	375004966	-	NC_008802.1	F7BVF7	MICAL1	1.20820775669732
4	352263773	352265726	-	NC_008804.1	F6WII6	LOC100019461	0.712110363765401
6	32428183	32453697	+	NC_008806.1	F6SJ79	NANS	1.13626248098875
3	195851195	196051635	-	NC_008803.1	F7GHT2	MAPRE2	1.33931051758911
1	384766970	384821067	+	NC_008801.1	F7FMF5	GFPT2	0.710296589103915
3	456443382	456485120	-	NC_008803.1	F7EPU9	DAZAP1	0.750373314484042
1	559716941	559741315	+	NC_008801.1	F7ALZ4	CTSB	1.12538566122043
4	274542923	274549957	-	NC_008804.1	F6R4C7	SRPRA	5.29228976063406
4	86838901	86878160	+	NC_008804.1	F6PVM6	FAM162A	0.862728062640213
2	215569043	215576148	-	NC_008802.1	F7FFK1	RPL38	0.848407148281134
1	469016060	469022590	-	NC_008801.1	F6WWD7	EDF1	1.19841724721197
3	178282934	178396328	-	NC_008803.1	F7DGJ9	RAB2A	1.07131713872292
5	63361785	63488711	+	NC_008805.1	F6TL25	ENPEP	0.697939689397145
2	187995818	188005943	-	NC_008802.1	F6VIB3	ILF2	0.734986781649342
4	233476574	233494290	-	NC_008804.1	F6TWF4	PAFAH1B2	1.30715993795688
6	253749539	253846105	+	NC_008806.1	F7EJM5	CNBP	0.71923214055156
1	201531874	201555496	+	NC_008801.1	F7CFL7	MAP1A	1.07430837607975
5	301680927	301713338	-	NC_008805.1	F6UF61	CARS1	1.15715954918174
4	394251471	394263782	NA	ENSMODG00000051218	F7FS73	NA	0.70888337691287
5	249151786	249207281	+	NC_008805.1	F7ETD3	IPO7	0.809000223927095
8	39491517	39528386	+	NC_008808.1	F7BE89	RAB21	1.1101436725123
7	260478803	260481921	+	NC_008807.1	F6ZVX5	C1QBP	0.837265752091531
1	630951481	631006318	+	NC_008801.1	F7EIW1	XPO1	0.880995796946108
7	65224542	65477622	+	NC_008807.1	F7DF59	MAP4K4	0.710038985584427
2	508247249	508265778	+	NC_008802.1	F7EJZ4	GUSB	1.10549494734552
1	341597955	341754073	-	NC_008801.1	F6URW8	DPYSL3	1.05641491901598
1	306793127	306896007	+	NC_008801.1	F6QL09	PDLIM4	0.792232164336048
4	181890787	182011325	-	NC_008804.1	F7CUN0	SLC25A12	0.857791935151339
2	540225218	540234676	+	NC_008802.1	F7EGU4	PSMD2	0.920003265055062
2	327391736	327533434	-	NC_008802.1	F7AGY1	COL12A1	0.859802690815723
1	386012242	386016500	-	NC_008801.1	F6PIF7	SRSF6	0.689650814184048
8	171889518	171933966	+	NC_008808.1	F7FDW7	CAV1	0.551684021812292
8	90049110	90063211	+	NC_008808.1	F7CK49	HMOX1	1.23806298607204
6	83598286	83608850	-	NC_008806.1	F7FWF2	PDAP1	0.978643309089706
4	385911281	385976870	-	NC_008804.1	F7GCP9	SAE1	0.847968711105421
6	259367779	259617098	-	NC_008806.1	F7B2I8	EGFR	0.736531465097389
4	41987962	42140411	-	NC_008804.1	F7EDV8	PDK3	1.12691474506556
4	370769815	370771170	NA	ENSMODG00000038504	F6R0A1	NA	1.36588484079264
3	429224227	429231010	-	NC_008803.1	F6PT29	ASNA1	1.15599256602768
3	360607119	360737118	+	NC_008803.1	F6PWB7	SDC2	1.47882875652113
4	105027735	105028227	-	NC_008804.1	F6QMG1	LOC100018015	0.821169334433398
6	27015191	27094728	+	NC_008806.1	F7G4V6	GLIPR2	0.865888787874944
8	65075945	65079022	-	NC_008808.1	F6QTZ2	TOMM22	0.763230525320362
6	471400	494718	+	NC_008806.1	F7D9H0	REEP5	1.11215233520386
1	626763913	626805314	+	NC_008801.1	F7CTY1	RAB1A	1.08866127952887
2	143366166	143422742	+	NC_008802.1	F7BUU3	ADSS	0.531827111315021
1	333347229	333443971	-	NC_008801.1	F6SXW9	DIAPH1	1.18285866978083
1	280905700	280974939	-	NC_008801.1	F7FA67	TMX1	0.85955487029816
3	45203550	45297489	+	NC_008803.1	F6T882	MCCC2	0.711621311130888
3	336425945	336447966	+	NC_008803.1	F6U9V9	TXNDC5	1.00775892967041
5	211601550	211634105	-	NC_008805.1	F7BHR0	LAP3	1.10776396485486
5	254185316	254195664	-	NC_008805.1	F7CU18	EIF3F	0.908433261342182
8	107524761	107576508	+	NC_008808.1	F7GEM3	CD9	1.46353635838941
8	84888746	84981403	-	NC_008808.1	F6RII3	APPL2	1.30518372764719
4	160995037	161194674	+	NC_008804.1	F6X5V3	GPD2	0.709837663660498
3	423300735	423452668	-	NC_008803.1	F6VPM9	AGO2	0.793725554959662
1	404268387	404305429	-	NC_008801.1	F6UCP1	NSFL1C	1.17416959002295
1	259420949	259442959	-	NC_008801.1	F6YT37	TIMM9	0.789294408831735
2	276444099	276463513	-	NC_008802.1	F7F8D1	PPIL1	1.38138411990003
6	289163393	289170961	-	NC_008806.1	F6XXA9	ACAA1	1.06361587022233
1	194108219	194151537	+	NC_008801.1	F7CK98	FAM98B	0.872127929756201
7	53285739	53433220	+	NC_008807.1	F6XLX5	CYFIP1	0.885113935027757
1	707920331	707950877	-	NC_008801.1	F7ERQ8	AARS	1.17947130042462
2	199641868	199761301	+	NC_008802.1	F6PLN8	NPEPPS	1.22399051855014
4	7537175	7549101	+	NC_008804.1	F6QZT0	ATP5PF	0.805015510464541
1	683247598	683295889	-	NC_008801.1	F7CRN7	DYNC1LI2	1.24258223027045
1	319961374	320006861	-	NC_008801.1	F7FQ20	CCNK	0.777203976370414
4	412949530	412951925	-	NC_008804.1	F6UVV3	RCN3	1.08791063739537
2	63730587	63827094	+	NC_008802.1	F7AA38	PRRC2C	0.888550023068008
1	626562392	626614246	-	NC_008801.1	F6ZPQ4	ACTR2	1.08331892618124
2	146745279	146783743	+	NC_008802.1	F6XCG4	FH	0.923466364617877
1	496667877	496721007	+	NC_008801.1	F7ATG7	PTGIS	1.11148057572674
1	457047611	457119162	+	NC_008801.1	F7FUE5	FUBP3	0.815300565396994
3	388876022	389001001	-	NC_008803.1	F6RA25	EIF3H	0.862888769627427
2	57422837	57501297	+	NC_008802.1	F7FW97	UCK2	0.792517768049377
DS029589.1	24556	25177	NA	ENSMODG00000044744	H9H6Q1	NA	1.36071001234069
1	267028477	267109013	+	NC_008801.1	F7BG84	MTHFD1	0.915394511439711
4	394905845	394978083	-	NC_008804.1	F6XCX6	DNAJC11	0.799735379110184
3	430685337	430719721	-	NC_008803.1	F6XCW7	ILF3	0.894183730621067
2	165341733	165363841	-	NC_008802.1	F7F9Y3	NCSTN	1.38653361189912
1	66742821	66848108	-	NC_008801.1	F6W852	ANTXRL	1.29120131378492
3	476092439	476132533	+	NC_008803.1	F7EC67	NCLN	0.855574041785305
1	415614186	415627159	-	NC_008801.1	F6TTD6	NDUFA8	1.0524288759387
5	247010004	247049383	+	NC_008805.1	F7EEU7	COPB1	0.934791084443301
2	188333149	188334704	+	NC_008802.1	F6SM23	RPS27	0.617742335635434
3	443574632	443658377	-	NC_008803.1	F7FJL5	RANBP3	0.749690537246565
1	502795268	502797113	-	NC_008801.1	F7GIT8	COX5B	0.924500990101818
DS029331.1	110442	124992	-	NW_001583314.1	H9H7R4	LRRC59	0.926692005897213
5	184675307	184761812	-	NC_008805.1	F7AQ16	UBE2K	0.825639180403866
1	702902286	702921653	-	NC_008801.1	F7BVX3	DHODH	0.836380107203218
8	108274171	108286763	+	NC_008808.1	F7CXE1	P3H3	1.13512526147379
2	65883639	65907919	+	NC_008802.1	F7CMG3	PRDX6	1.01646749451609
4	286346839	286372653	+	NC_008804.1	F7FVE6	VPS26B	1.03350401155044
3	181108423	181149627	-	NC_008803.1	F6QA13	SDCBP	1.37644137959952
4	230371086	230377286	+	NC_008804.1	F7FAD2	THY1	1.58889377763226
2	190819624	190859466	-	NC_008802.1	F6V4P4	ARHGEF2	1.21996028627618
8	265908520	265988685	+	NC_008808.1	F7BZN6	GLB1	1.13064924019866
2	211096151	211100509	+	NC_008802.1	F6VUJ1	PSMC5	0.939936547799454
MT	7091	7775	+	NC_006299.1	Q65CJ0	COII	0.838853198801003
3	375921014	375969171	-	NC_008803.1	F6ZC02	EIF3E	0.870268249959724
2	497258786	497265189	NA	ENSMODG00000046156	F7GK13	NA	0.965571092446984
3	138232592	138433932	+	NC_008803.1	F6Y191	CDH6	1.35535830679649
2	287079895	287090224	+	NC_008802.1	F7BLL5	CNPY3	0.815938407493723
3	484098639	484111153	+	NC_008803.1	F6XX15	VPS29	1.16976457886074
4	425572505	425585123	+	NC_008804.1	F7FEQ0	TXLNA	0.858381998386167
6	145450693	145460902	-	NC_008806.1	F7F775	NDUFAB1	0.870543946328651
1	736102818	736213107	-	NC_008801.1	F7DLW2	PPP2R2A	0.923487306136732
2	266827911	266840589	+	NC_008802.1	F7FRI3	ABCF1	0.989311794029959
5	124398107	124571554	-	NC_008805.1	F7GHP6	ARFIP1	1.23316374229588
4	190686761	190701053	-	NC_008804.1	F6VV93	FKBP7	0.865200730757717
6	216156300	216165023	-	NC_008806.1	F6PLG4	PSMD6	1.08486581851206
6	252124193	252338866	-	NC_008806.1	F7G8U4	MGLL	2.14201848912383
2	193809191	193894726	-	NC_008802.1	F7GGI7	ATP6V0A1	1.21130636479589
2	232249571	232260835	-	NC_008802.1	F6PNJ3	MRPL12	0.733287871292924
8	70007797	70059221	-	NC_008808.1	F7FZL4	UBE2N	1.20118107634514
1	366795838	366825941	+	NC_008801.1	F7EFE0	LOC100026083	1.03648580312686
6	222462831	222481640	NA	ENSMODG00000049779	F7DX27	NA	1.16461473684421
6	277767506	277771765	+	NC_008806.1	F7CVQ8	ABHD14B	1.36706748716702
1	528453261	528658546	-	NC_008801.1	F7GGR4	HPCAL1	1.01347291209159
3	249949660	249996380	+	NC_008803.1	F7A334	TXNL1	1.12812832084572
2	194680576	194698547	-	NC_008802.1	F7D2Z4	FKBP10	1.0392732965634
6	62059575	62117353	-	NC_008806.1	F7GIH5	RAC1	1.08452480634354
1	507074524	507119066	+	NC_008801.1	F7FE93	HADHB	0.874101638263969
6	209315756	209323823	-	NC_008806.1	F7EZT1	PDHB	0.895392401048857
8	67410909	67474219	-	NC_008808.1	F6Q8B1	DCN	1.66952481029939
2	2984861	3002032	+	NC_008802.1	F6W5J6	CC2D1B	1.19415932636367
1	329520693	329559764	-	NC_008801.1	F7FU88	ETF1	1.19573803035003
8	91742679	91753157	+	NC_008808.1	F6W6L0	MPST	0.87409266758294
4	90549374	90560428	+	NC_008804.1	F6PQI2	UMPS	1.11602330413639
6	155386394	155416752	+	NC_008806.1	F7FY80	UBE2I	0.881317528090737
5	61369883	61451156	-	NC_008805.1	F6S7A7	ANXA3	1.21318414065883
1	195708674	195727198	+	NC_008801.1	F6WMA0	THBS1	0.848472944402996
4	360454087	360467432	-	NC_008804.1	F7BP58	SRSF10	0.7592591903313
6	202087818	202103232	-	NC_008806.1	F7GJG2	QARS1	0.871005831236813
2	422596648	423250166	+	NC_008802.1	F6TL92	UTRN	1.08342544288221
1	663633504	663677893	+	NC_008801.1	F7EKQ1	CDC42EP3	1.25907007370008
2	7225202	7251994	-	NC_008802.1	F7AP82	CMPK1	1.12525885042701
6	158532259	158563660	+	NC_008806.1	F7AH04	MVP	1.0769903600013
1	218634911	218729626	-	NC_008801.1	F6RHU5	TRIP11	0.904768877564986
1	71562103	71595208	+	NC_008801.1	F7GBD3	GOT1	1.18730183387395
8	104682643	104771506	+	NC_008808.1	F7B8I0	A2M	1.46520865240123
4	377725712	377728243	-	NC_008804.1	F6RMX6	ETFB	0.91171863391539
1	703122047	703195308	+	NC_008801.1	F7EH71	AP1G1	1.00567136003768
3	477437337	477447349	-	NC_008803.1	F7ERP5	ILVBL	1.0218778106727
3	430974615	430981080	+	NC_008803.1	F6UJW3	CDC37	0.919616164927235
4	184888312	185181346	-	NC_008804.1	F6YXF4	OLA1	1.1451383610324
1	312864984	312873241	-	NC_008801.1	F7C537	EIF5	0.928303483629412
6	273394346	273406337	+	NC_008806.1	F7EV06	IGFBP3	0.846343632869794
3	365048413	365055714	-	NC_008803.1	F7AGA4	LOC100030489	0.81762418683955
1	277877051	277881439	-	NC_008801.1	F7FYA6	ARF6	0.839476057238245
4	63346202	63388900	-	NC_008804.1	F6UZH1	TFG	1.26667078067091
4	348702765	348730110	-	NC_008804.1	F7A4B3	RHOG	1.24750988756409
1	703745096	703768109	+	NC_008801.1	F7G3B7	LOC100029118	0.914370346294084
2	194022540	194033346	+	NC_008802.1	F7BYL6	STAT3	1.05515210753035
2	267719264	267735167	+	NC_008802.1	F7AHS1	PRRC2A	0.842636137277634
8	193866561	194809872	+	NC_008808.1	F7C1U2	EXOC4	0.771745428254931
1	197171040	197188117	+	NC_008801.1	F6VDN3	IVD	0.914950407926272
2	291807858	291829314	-	NC_008802.1	F7C789	ENPP5	1.16050992936177
1	202577201	202596816	+	NC_008801.1	F7G5A4	EIF3J	0.778624021755891
1	112235543	112272339	NA	ENSMODG00000019364	F6WTI9	NA	0.848389926152396
2	24018183	24061965	+	NC_008802.1	F6SRT4	SERBP1	0.849812636334356
4	92049588	92208516	-	NC_008804.1	F6QUA8	LRCH3	0.767779381667957
8	14215017	14217703	+	NC_008808.1	F6XLM8	FAU	0.784874960251183
3	291653098	291780258	-	NC_008803.1	F7CVH0	TMX3	0.828571040486716
NA	631767	635373	-	NW_001583270.1	H9H7Y0	NDUFV1	0.885320859908543
3	412172640	412244537	-	NC_008803.1	F7DPF6	NDRG1	0.951971879032777
4	357785636	357811619	-	NC_008804.1	F7FRF9	CDA	0.632566482329536
2	431019872	431132541	+	NC_008802.1	F6YKX6	AKAP12	0.801845846176467
1	306466176	306518467	-	NC_008801.1	F6UQK5	P4HA2	1.07859757869972
2	528972174	528997551	+	NC_008802.1	F6TY10	YWHAG	1.0806116132076
1	121187170	121231316	+	NC_008801.1	F6RXJ3	CTSH	0.797866934388075
8	298215093	298220750	-	NC_008808.1	F6X461	CBX3	1.10401337970179
5	300464691	300474351	-	NC_008805.1	F7EBB3	GANAB	1.0347636479965
X	14537773	14592621	-	NC_008809.1	F6TJ75	MECP2	0.325238529706629
3	45908546	46032605	+	NC_008803.1	F6SQ13	MAP1B	1.01851022396339
4	366360186	366368557	+	NC_008804.1	F6SQW8	SRM	1.20232206213096
1	224115270	224141183	-	NC_008801.1	F6Z7G5	PSMC1	1.06593244110806
5	179086623	179118647	+	NC_008805.1	F7A0L7	GNPDA2	1.19852997768839
2	456990003	456998161	NA	ENSMODG00000045739	F6YLE9	NA	1.13415976221761
1	172176903	172185494	-	NC_008801.1	F7A260	PRMT5	0.812079529059685
5	40093510	40165046	-	NC_008805.1	F6ZBI7	HADH	1.01807429401323
2	499202904	499348547	-	NC_008802.1	F7EUM5	AP2B1	0.977656338707897
7	204089320	204123686	+	NC_008807.1	F7G3V5	FXR1	0.852123032264088
7	102879597	102979188	-	NC_008807.1	F7BQE3	DNAJC3	1.22858574213766
3	454478000	454648699	-	NC_008803.1	F6UNK5	AP3D1	0.955234611016959
2	212811348	212867671	+	NC_008802.1	F7DJ27	SRP68	0.893512708767626
3	457845430	457867520	-	NC_008803.1	F7CZD9	CNN2	1.01495395531247
3	352080581	352160504	+	NC_008803.1	F7AYC2	DECR1	1.11992234524695
2	508563346	508571669	-	NC_008802.1	F7G494	SBDS	1.18938750851116
4	101909848	101948146	-	NC_008804.1	F7BQ26	COPB2	1.01933173481175
2	372962125	373045741	-	NC_008802.1	F7AKK5	SEC63	0.887404301728509
1	271570129	271590256	+	NC_008801.1	F6RU41	EIF2S1	0.961041293992896
2	529670706	529792107	+	NC_008802.1	F6YXY3	HIP1	0.882823890455109
5	233137130	233214023	+	NC_008805.1	F6UB15	LETM1	0.963983997701194
X	35482753	35517952	+	NC_008809.1	F6U3T4	PHF6	1.09970700437074
6	257448758	257575585	-	NC_008806.1	F6RFI6	FAM120A	0.993938389210294
4	357282202	357555416	+	NC_008804.1	F7EZC3	EIF4G3	0.932315598867521
2	483002375	483064991	NA	ENSMODG00000036946	F6ZF49	NA	1.08313650782319
6	183795406	183827313	-	NC_008806.1	F7EPX6	PLIN2	0.606248278648913
4	419087386	419100455	-	NC_008804.1	F6Z8A6	TRAPPC3	1.10558464213055
1	428284967	428293055	-	NC_008801.1	F7E2R5	PDCD5	1.12522848901819
1	172316408	172319432	-	NC_008801.1	F7E8A7	PSMB5	0.855724616511605
1	707589142	707762120	+	NC_008801.1	F6YPR6	GLG1	0.993618948444655
2	194734894	194768327	+	NC_008802.1	F7DNP7	JUP	1.09171902546771
1	292281566	292327164	+	NC_008801.1	F7CFQ6	SMAD5	0.886163254741936
2	508456684	508480108	-	NC_008802.1	F6ZWX7	NIPSNAP2	0.894134901858347
1	397872936	397928512	+	NC_008801.1	F6VUZ5	RPN2	0.957565893954227
5	250644424	250655618	-	NC_008805.1	F7E490	EIF4G2	1.17709818186959
5	299395194	299416063	-	NC_008805.1	F7FKA3	DDB1	1.08953149579257
6	57710572	57724753	-	NC_008806.1	F6WG27	ARL6IP1	1.1778286591067
7	209904292	209951642	-	NC_008807.1	F6TIR4	GYG1	1.17637590886779
2	193275934	193284765	+	NC_008802.1	F7F360	AARSD1	1.32133738709383
1	117593193	117608812	+	NC_008801.1	F6SZG5	MESD	0.867576024672199
1	249785296	249806007	+	NC_008801.1	F7EZH4	ALDH6A1	0.902777763734338
4	196933676	197072153	-	NC_008804.1	F6YRJ1	NCKAP1	1.2168498098599
2	120541786	120562152	+	NC_008802.1	F6Q4X8	NENF	0.798265667948359
7	22832466	22853144	+	NC_008807.1	F6QE05	RBBP7	0.774659937720018
4	280322840	280413196	+	NC_008804.1	F7BET8	APLP2	1.18418660458615
1	66641342	66673760	-	NC_008801.1	F6QC34	LOC100018685	1.35045626340461
2	235678526	235689058	+	NC_008802.1	F7DFZ7	SGSH	1.08800895269703
6	83543604	83587404	+	NC_008806.1	F7BE06	ARPC1B	1.13731970276191
4	343942198	343966273	NA	ENSMODG00000042403	F6RZU1	NA	0.801741923896445
4	325019799	325139198	+	NC_008804.1	F7FWG3	PICALM	0.920867720393094
7	173306237	173313955	+	NC_008807.1	F7BVS3	DNPEP	1.26291140578435
3	460430740	460475186	-	NC_008803.1	F7EBP6	RAB11B	1.16167564004706
1	388181174	388229801	-	NC_008801.1	F7FUB4	GGT7	1.27638798212365
6	50823991	50885511	+	NC_008806.1	F7CLP5	ACO1	0.925518968386707
3	510651919	510683919	-	NC_008803.1	F6Z4K4	CRKL	1.1269921620912
6	252695722	252730311	-	NC_008806.1	F7CL07	RUVBL1	0.930699646610974
1	561017208	561276079	+	NC_008801.1	F7FMQ4	AAK1	1.2202231065848
3	430279741	430357144	-	NC_008803.1	F7FF74	DNM2	0.890906172731544
8	113912957	113941900	-	NC_008808.1	F6Q6D3	NDUFA9	0.801051082259087
6	220453299	220800088	-	NC_008806.1	F7EG06	SUCLG2	0.884672306865876
1	199222459	199327127	-	NC_008801.1	F7E3E2	EHD4	1.09305002070474
1	301896231	301950569	-	NC_008801.1	F6ULL3	DDX46	1.00065885614119
5	186850924	186877648	-	NC_008805.1	F7ENI5	LOC100027227	1.11774620079242
1	372745199	372830626	+	NC_008801.1	F7FSB2	ERGIC1	0.905658956355388
1	219776221	219818073	+	NC_008801.1	F7GEH2	GOLGA5	1.14685482033328
4	272886664	272915408	+	NC_008804.1	F6VFF2	STT3A	0.957956708847225
5	238639192	238658772	NA	ENSMODG00000036979	F7CG99	NA	1.21999793580151
4	425607648	425612894	+	NC_008804.1	F7FEZ1	EIF3I	0.913693615785043
2	38691086	38733689	+	NC_008802.1	F7FV16	SH3GLB1	1.17856957366831
1	472889660	472917834	-	NC_008801.1	F6Y0L9	TPD52L2	0.989917588199867
5	1197861	1259187	+	NC_008805.1	F6YGK6	HSPA4L	1.05812944249452
2	270809930	270811862	+	NC_008802.1	F6TRF6	PFDN6	1.14301133032457
3	514527090	514547765	-	NC_008803.1	F6TB32	UFD1	1.01230735349739
3	377245053	377351873	-	NC_008803.1	F7BGF0	NUDCD1	0.761892926706212
1	208701021	208855776	-	NC_008801.1	F7BSJ8	SCFD1	1.11742992661347
7	135208633	135313871	+	NC_008807.1	F7EA91	UCHL3	1.14312431606692
6	242631462	242640027	+	NC_008806.1	F7EQH3	ARPC4	1.11125565062169
4	363648470	363649770	+	NC_008804.1	F6U6M6	SH3BGRL3	1.34999597882131
3	69722224	69755708	-	NC_008803.1	F7FBH6	ACAA2	0.907284797237382
6	158836585	158847553	+	NC_008806.1	F7F0U2	LOC100013048	1.14712686536013
4	132737506	132781117	+	NC_008804.1	F7F7U7	UBXN4	1.09357098695351
1	179524695	179580441	-	NC_008801.1	F7DDQ2	COPS2	1.077025054304
4	345485480	345565649	+	NC_008804.1	F7C651	RAB6A	1.07660019944893
3	26607733	26721711	+	NC_008803.1	F6Y7G9	KIF2A	0.841376605170405
2	155807460	155816114	+	NC_008802.1	F7GEJ7	IRF2BP2	1.13139458668854
