chromosome_name	X4.x	X5.x	X7.x	X1.x	Accession	geneName	Geomean
10	43415743	43424991	-	NC_041737.1	F7E2X7	NDUFA5	0.788614465421227
4	8476767	8494586	+	NC_041731.1	F6WVB6	OPLAH	1.34369440631034
13	36834573	36860886	+	NC_041740.1	F7CMT0	GDI2	0.931940716521215
3	35904501	35998852	+	NC_041730.1	F6TYB8	ANO5	0.874392811347926
9	41188221	41212643	+	NC_041736.1	F7EMK0	HADHA	0.913416857541266
4	42279711	42313173	-	NC_041731.1	F6XHR3	PHF19	0.89550537258353
7	71157605	71172948	-	NC_041734.1	F7CZS4	SARS1	0.924060194728634
4	3100691	3124377	-	NC_041731.1	F6WHR1	TATDN1	1.1642218736286
X5	2269412	2276331	+	NC_041753.1	F7DWC9	CTSK	0.856283985150149
3	91666750	91744521	+	NC_041730.1	F6RPK2	DAB2	0.912891123343634
X1	14122227	14168402	+	NC_041749.1	F6U0D2	LOC100078272	1.09815994054356
X1	13566731	13603505	-	NC_041749.1	F6U1R9	EIF2AK2	1.37817362631992
4	67975335	68316640	+	NC_041731.1	F7CFF3	OXR1	0.764235490627515
9	499307	515408	+	NC_041736.1	F6SP42	UBXN4	0.867691399168631
3	19352531	19357264	+	NC_041730.1	F6T7K0	TIMM10	0.85736092514039
2	70520744	70715448	+	NC_041729.1	F6XBE4	SCAF8	1.43167941247055
5	78235407	78381657	-	NC_041732.1	F7EHA9	ECE1	1.11135545247145
X1	107335708	107337485	+	NC_041749.1	F6UJC4	RPS15	1.27751686235192
10	52963713	52966650	-	NC_041737.1	F6Z1X3	RPL18	1.27715343373861
3	24995023	25015624	-	NC_041730.1	F7EZH6	API5	1.13110964184588
5	67958835	67979518	-	NC_041732.1	F7AC35	PGD	1.14571418560739
3	52156017	52167934	+	NC_041730.1	F7CE38	TPM2	0.838615056318635
10	46481087	46508693	+	NC_041737.1	F7A580	CALU	0.693851294197717
8	5608148	5619367	-	NC_041735.1	F7CSC3	TTPAL	1.38040741356383
19	5776076	5887245	+	NC_041746.1	F7F272	ENAH	0.864689672623684
NA	1257416	1276367	-	NW_024396743.1	F7A3H3	CYGB	0.842550920852596
11	55062120	55072362	+	NC_041738.1	F6TM23	ZPR1	1.14281315063636
X5	22799428	22854457	-	NC_041753.1	F6Z002	ELP1	1.18598632088337
11	25116839	25134275	+	NC_041738.1	F7AM31	DNAJA2	1.16311679355495
3	103507147	103522032	NA	ENSOANG00000048390	F7G1A5	NA	1.18576342062583
X3	9203558	9213059	+	NC_041751.1	F6Z9V4	CCT5	1.0492600686646
20	5142689	5347372	-	NC_041747.1	F7B8I5	DCLK1	0.771604755694898
X1	107509494	107537902	+	NC_041749.1	F7E1T8	SGTA	0.789898578392974
9	53696645	53740252	+	NC_041736.1	F7DTN5	XPO1	1.05193197840001
8	70328588	70350886	+	NC_041735.1	F7E5B0	PEX1	0.805112095245899
10	9077852	9087230	+	NC_041737.1	F7FH44	HNRNPDL	1.28253492660357
11	15696393	15699776	-	NC_041738.1	F7FQC5	VAT1	1.25604300130114
11	57093141	57104960	+	NC_041738.1	F7CK57	PPP2R1B	1.15025311659283
2	45857062	45907470	-	NC_041729.1	F6RRE1	EEF2K	0.82654274737008
18	35794046	35837150	+	NC_041745.1	F6WD76	DHX15	0.825481895571565
3	81278441	81375134	-	NC_041730.1	F6W4Z6	NNT	0.886997564792131
13	39227557	39230657	-	NC_041740.1	F6ZHA3	PSME2	1.12523257539288
16	42500684	42513513	-	NC_041743.1	F7FZQ4	HPCAL4	0.837064385980069
19	14793284	14809505	+	NC_041746.1	F6RWK0	CAPN11	0.921981907655788
2	49811328	49856428	+	NC_041729.1	F6VXE3	PDXDC1	0.891755550891901
4	32717247	32739386	-	NC_041731.1	F6ZM92	KYAT1	1.25598974503036
X2	3260289	3276469	+	NC_041750.1	F7AAN6	ETF1	1.11428137481028
15	22404240	22406840	NA	ENSOANG00000039936	F7G1M4	NA	1.45667622680135
11	51211946	51217070	NA	ENSOANG00000037462	F7E774	NA	0.936049145081688
14	52006935	52017896	-	NC_041741.1	F7BU37	SAMM50	1.2375404013851
14	33579385	33667139	-	NC_041741.1	F6Q406	EEA1	1.067460517373
3	6214180	6223849	-	NC_041730.1	F7ANP1	RIN1	1.28841429235529
13	25806700	25914888	+	NC_041740.1	F6QLW8	PTPN12	1.12865144967534
17	340123	346314	-	NC_041744.1	F6W8I6	SBDS	1.14350094655643
13	35784586	35795957	-	NC_041740.1	F6TI82	ATP5F1C	0.908769799837062
14	1150057	1183559	-	NC_041741.1	F6ZZ09	PPM1A	0.704573836955835
18	219153	230251	-	NC_041745.1	F7AAA2	NA	0.849956195192695
19	7988982	8024465	-	NC_041746.1	F7GEB6	IARS2	1.14568533289404
10	12555448	12795722	+	NC_041737.1	F7BC88	FARP1	1.23486684138058
6	19868793	19878967	+	NC_041733.1	F6Q5L3	IDH3G	1.16164823130034
15	15427063	15442504	-	NC_041742.1	F6T5I9	EIF2S3	1.09624999781313
16	41541807	41545773	+	NC_041743.1	F6Z7L6	EIF3I	1.31180207609817
5	72581767	72595935	NA	ENSOANG00000045349	F6UAC1	NA	1.25125670233403
14	43144336	43164628	+	NC_041741.1	F7AF52	MCM5	0.792744840213933
9	23344056	23380557	+	NC_041736.1	F7FJY1	DNAJC10	1.13102280475509
16	15620424	15641894	-	NC_041743.1	F6ZHF1	UCHL5	1.09614146465315
X5	22746786	22758298	-	NC_041753.1	F6Z038	DNAJA1	1.20643819633963
1	145816201	145892306	+	NC_041728.1	F7CVY9	FXR1	1.37731834416656
4	13444278	13521330	+	NC_041731.1	F6X2V7	CUL1	0.698351988099251
3	124687780	124719509	+	NC_041730.1	F6UXJ9	MMS19	0.825099956562854
12	19844039	19853434	NA	ENSOANG00000045610	F6Q2D0	NA	0.657272368525066
7	59858709	59900757	-	NC_041734.1	F7AY76	TECR	0.861385242127667
4	103051699	103078492	+	NC_041731.1	F6VGG9	BCL10	1.11442663426582
8	41659448	42102301	-	NC_041735.1	F7GB90	TBC1D5	0.170222321353055
12	1664348	1686953	NA	ENSOANG00000039253	F6TFF5	NA	0.745932255604996
X1	44661122	44668684	+	NC_041749.1	F7FEV4	CAMLG	0.802224537682101
4	69469735	69512297	-	NC_041731.1	F6RX85	EIF3E	1.1417037612451
17	9393850	9403784	+	NC_041744.1	F7C7S5	PIGS	1.157160654486
1	52751222	52821870	-	NC_041728.1	F6T7C4	TRIP11	0.907387611544242
1	128611566	128653261	+	NC_041728.1	F6PFW7	IWS1	1.27913898025576
1	164799527	164878248	+	NC_041728.1	F7GCE5	PAK2	1.18699981938352
X1	114275157	114311574	+	NC_041749.1	F7E550	UPF1	1.07353369153875
5	77862887	78117236	-	NC_041732.1	F7DA86	EIF4G3	1.07409066473884
X2	9509030	9516872	-	NC_041750.1	F6SGS3	CNN1	1.114510391081
2	136457305	136466787	-	NC_041729.1	F6YIN1	EIF3F	1.11793951032336
7	5900651	5940318	-	NC_041734.1	F6Q844	YTHDF3	0.828387352964706
4	57205533	57219439	+	NC_041731.1	F7E7L2	PDP1	0.87235907667846
8	38505772	38521991	-	NC_041735.1	F6X8G9	CDV3	1.36860969793371
6	44343482	44381025	-	NC_041733.1	F7FTZ8	MSN	0.935737705785394
7	23730902	23765110	-	NC_041734.1	F6YP63	USP14	1.08677522617711
7	54560529	54631623	+	NC_041734.1	F7FHV4	AGFG1	0.894852212743691
16	33653858	33703854	-	NC_041743.1	F6UBT1	SLK	0.855770728541224
X5	20476139	20540256	-	NC_041753.1	F6TW72	RAD23B	0.812591834822881
8	16611270	16621643	+	NC_041735.1	F6VAL6	ADRM1	1.13284748613274
11	52507216	52554034	NA	ENSOANG00000048928	F6VPV5	NA	1.40003996993206
21	22337883	22385769	+	NC_041748.1	F7EA66	AP1B1	0.927968767635638
9	40522808	40544459	-	NC_041736.1	F6UXD3	CAD	1.08792866531098
9	42047993	42063725	+	NC_041736.1	F7EEH7	PBK	0.720590097121324
4	8336626	8389862	-	NC_041731.1	F7E9U9	MROH1	0.784363203833195
5	40898936	40975774	+	NC_041732.1	F6PMM5	HOOK3	1.04391837155348
11	57242376	57282170	+	NC_041738.1	F6WBU3	KPNB1	1.12087736933225
X1	90598761	90748251	-	NC_041749.1	F7GCF2	PRKAR2A	0.849735606453385
5	71612	79854	-	NC_041732.1	F6UT82	PSMC4	0.943261504113532
2	24592253	24618655	+	NC_041729.1	F7AIR6	HMOX2	0.90270002075596
5	2369570	2379766	+	NC_041732.1	F7G384	BCKDHA	0.857167465459411
X1	54547561	54549949	NA	ENSOANG00000037596	F7FJ12	NA	1.16006183411467
13	18603986	18746439	+	NC_041740.1	F7CLF1	DNAJC1	1.21362337588334
16	41864427	41883335	+	NC_041743.1	F7E501	HPCA	1.13649290643783
16	12483628	12539140	-	NC_041743.1	F6R964	TPR	0.806998250115732
X2	25240610	25314311	+	NC_041750.1	F6TVI3	CAP2	0.810483751900005
X1	82135855	82144155	-	NC_041749.1	F6TG10	SLC7A6OS	0.754342204029772
9	23919839	23944701	-	NC_041736.1	F7G9J1	ZC3H15	1.17687790484336
10	43498952	43570895	-	NC_041737.1	F7E2I0	WASL	0.876227742488922
7	42860950	42891228	+	NC_041734.1	F6T0R2	PPP1R7	0.922543962775085
11	37159110	37270404	-	NC_041738.1	F7D6M4	CFDP1	0.759724631403936
X3	23178121	23288894	-	NC_041751.1	F7GF15	ECPAS	1.13415927894379
2	17488518	17505301	-	NC_041729.1	F6RE88	DENR	1.19785707016898
X1	27866319	27889061	-	NC_041749.1	F7FUP0	UBLCP1	0.725213691401113
2	20632859	20691355	+	NC_041729.1	F6V537	PTPN11	1.17186323152668
4	82313789	82379157	-	NC_041731.1	F6WCV1	STXBP3	0.859519399750742
2	79761029	79945552	-	NC_041729.1	F7DBA7	STXBP5	1.16657580953693
X5	63455829	63459026	-	NC_041753.1	F7B6M2	RPL8	1.09947059599145
1	44512309	44580416	-	NC_041728.1	F6W235	SEL1L	1.37139864968292
7	78013883	78024795	NA	ENSOANG00000036170	F6W925	NA	0.838174999103717
15	392373	404651	-	NC_041742.1	F6WVG0	GSS	0.818376908515222
4	118737879	118764363	+	NC_041731.1	F7G0H0	LOC100074628	0.833345546297982
X2	16167917	16259777	-	NC_041750.1	F7BVS4	VAT1L	0.926388039578117
3	75752929	75776631	+	NC_041730.1	F7CRW1	TARS1	1.05022511854236
6	19664380	19672494	+	NC_041733.1	F6SGG9	NAA10	1.18854317620151
2	33866980	33897539	+	NC_041729.1	F6Z0Q6	FLII	1.02129022649273
11	34248275	34261830	+	NC_041738.1	F7GBS4	COQ9	0.896342731788421
X5	1826506	1831942	+	NC_041753.1	F6S011	S100A10	0.905396071358997
20	19048562	19101810	-	NC_041747.1	F6SG39	CUL5	1.10259250167693
1	40907176	40916132	+	NC_041728.1	F7B0F0	AHSA1	1.20184185450078
1	130061247	130068605	+	NC_041728.1	F7FJB8	RPL35A	1.19397362834063
3	124449536	124451059	-	NC_041730.1	F7EZU5	MARVELD1	0.767172294946883
7	57781617	57793060	+	NC_041734.1	F6S293	WDR77	1.1289179319891
14	8341494	8398151	-	NC_041741.1	F6SYL2	MIA2	0.877273413556964
18	2368969	2379750	-	NC_041745.1	F6R8L7	AKR1A1	0.959217286295194
19	12034225	12043617	-	NC_041746.1	F6XKX8	NA	1.33652668633001
14	43126300	43138610	+	NC_041741.1	F7AF62	HMOX1	0.942430177357575
20	8250819	8305961	+	NC_041747.1	F6W5W7	KPNA3	1.08756806552065
4	13650946	13668484	-	NC_041731.1	F6X2T1	PDIA4	1.02951884795017
7	4015891	4033560	NA	ENSOANG00000048237	F6ZS46	NA	1.20531221167613
7	38088356	38151767	-	NC_041734.1	F7BUR2	NDUFA10	0.862318988919101
4	42616899	42628455	NA	ENSOANG00000040346	F6XIZ5	NA	0.91301641682728
21	149749	198439	-	NC_041748.1	F6QBE2	NPEPPS	1.04427285031848
7	70457215	70499663	-	NC_041734.1	F6W2Q9	AHCYL1	1.07035371056126
9	40423830	40437641	+	NC_041736.1	F6S4D2	PPM1G	1.19182008960637
12	23461533	23695152	-	NC_041739.1	F6VIA0	ARHGAP10	0.835384049720933
17	20125315	20221856	-	NC_041744.1	F7AIJ4	USP25	1.18557989140083
18	7563678	7580616	-	NC_041745.1	F6R483	U2AF1	0.908350134934842
9	29490883	29550535	-	NC_041736.1	F6U350	ACSS1	1.17958754691174
10	19526859	19653531	+	NC_041737.1	F6V8T5	UGGT2	0.667874182365588
X1	34075161	34140642	+	NC_041749.1	F7AKL5	PDGFRB	0.833037012367134
7	50869937	50906238	+	NC_041734.1	F6Z643	MELTF	1.1097614297514
2	9690402	9736478	+	NC_041729.1	F7FN32	GOLGA3	0.919002697958784
1	67729881	67757010	-	NC_041728.1	F7BXE8	RDH13	1.19181235392466
2	25924959	25926967	+	NC_041729.1	F7DDL2	PYCARD	1.05239676411229
12	28766649	28820232	-	NC_041739.1	F6Z2J9	NAA15	1.04749644661176
X2	9103881	9109177	-	NC_041750.1	F6STC4	CALR	0.939501133966706
8	40647803	40680212	-	NC_041735.1	F7C507	HACL1	0.770334068794245
15	3986497	4003233	+	NC_041742.1	F7CV41	PSMD12	0.909609779759582
3	17464008	17495319	+	NC_041730.1	F7FU40	DDB1	1.05887579185998
8	37949576	38007537	+	NC_041735.1	F6WCS3	LIMD1	0.970738809354377
X1	28838972	28909424	+	NC_041749.1	F6PG61	CLINT1	0.91502863259177
4	7631886	7644236	-	NC_041731.1	F7FCX4	TSTA3	0.907759952477114
NA	977328	1000285	-	NW_024396743.1	F7F6W1	ACOX1	1.04506161028225
14	4715894	4719565	-	NC_041741.1	F7DMS9	ARF6	0.893251201791026
4	3378350	3417400	-	NC_041731.1	F6WH72	WASHC5	0.774502006052048
14	26045366	26187685	-	NC_041741.1	F7G6T2	PPP1R12A	1.11805410619871
2	39587765	39707655	+	NC_041729.1	F6SZA6	TTYH3	0.996806541154105
X3	232822	249990	-	NC_041751.1	F6RE75	KDSR	1.06505868993121
12	16750790	16777671	-	NC_041739.1	F7BWV5	ETFDH	1.13215632247833
20	24776008	24791670	-	NC_041747.1	F6U935	LOC100083007	0.911452910279148
5	1451007	1487014	-	NC_041732.1	F6S402	SAE1	0.977145863260948
11	8359041	8385731	-	NC_041738.1	F7F4B7	HEATR3	1.17538316408676
X2	9414669	9430992	+	NC_041750.1	F6VF27	TNPO2	1.14995014428087
2	17855583	17886163	+	NC_041729.1	F6WSQ9	VPS33A	1.11399905622093
7	66805982	66819578	-	NC_041734.1	F6ZV20	MICAL1	1.15463144666052
5	104328359	104435788	+	NC_041732.1	F6QJH9	GFPT1	1.09179368136744
2	62743402	62820400	+	NC_041729.1	F7FM34	NSF	0.984926795375472
X2	9218565	9232636	-	NC_041750.1	F7GD32	GCDH	1.17543626269938
14	47568503	47576107	-	NC_041741.1	F7BJZ0	NDUFA6	0.919372896754169
X1	40281817	40370838	+	NC_041749.1	F6YNV3	SEPTIN8	1.18737145077795
13	21490598	21690768	-	NC_041740.1	F7E659	RSU1	1.00616680533574
16	39093668	39160761	-	NC_041743.1	F6ZW58	THRAP3	1.02671515207878
10	46602048	46605570	+	NC_041737.1	F7A4J6	ATP6V1F	0.857582190721981
X2	10297517	10369660	-	NC_041750.1	F7DPW5	DNM2	1.0072532564055
4	570249	605122	+	NC_041731.1	F6QQV2	AGO2	0.881112626840767
8	20728663	20732265	-	NC_041735.1	F7E2F5	TNFRSF6B	1.212546498259
3	119665849	120171155	-	NC_041730.1	F6U8H6	ADK	1.15108129271659
15	1097556	1171663	-	NC_041742.1	F6TDZ8	SPAG9	1.12720032580408
5	40898936	40975774	+	NC_041732.1	F6PM41	HOOK3	0.858762214229746
8	1585251	1635206	+	NC_041735.1	F7FIH0	SORD	1.10778655108267
1	149032994	149146047	+	NC_041728.1	F6VWD4	FARSB	0.934694483543485
6	42681235	42698189	-	NC_041733.1	F6RUZ1	PGK1	0.997737661382459
9	23462323	23537072	-	NC_041736.1	F7FJZ2	NCKAP1	0.915170108300915
14	47139377	47163486	+	NC_041741.1	F7DQJ8	ACO2	1.04501270236494
4	51622033	51647257	-	NC_041731.1	F7BGJ3	RMDN1	0.758246426894192
4	110065670	110114997	-	NC_041731.1	F6TPQ7	DNAJB4	0.880750458749468
3	88117021	88240800	-	NC_041730.1	F7EM97	HK1	1.04257059331819
12	5871207	5886486	-	NC_041739.1	F7EWY2	SPCS3	1.14497227190817
13	38614944	38622757	-	NC_041740.1	F7EDP9	PRMT5	1.12192671760774
11	55962210	55974876	-	NC_041738.1	F7EJ45	REXO2	0.798158811671676
17	20532114	20554231	-	NC_041744.1	F7AHM6	GART	1.0626123151057
14	3492599	3523916	+	NC_041741.1	F7DAL1	ERO1A	0.953490296452969
14	15667314	15781388	+	NC_041741.1	F6QMP8	MSRB3	0.875694195678224
17	26273743	26455984	-	NC_041744.1	F7DLE5	GBE1	0.898842921127237
5	13881607	13896077	-	NC_041732.1	F6YAT8	MPI	0.855552537871128
3	16072488	16077949	+	NC_041730.1	F7G7I3	UBXN1	1.13690837233416
16	41335878	41364501	-	NC_041743.1	F7FFX5	PTP4A2	1.22273060651581
1	112451562	112485663	-	NC_041728.1	F7EPL6	DHX36	1.24087197284981
X2	3336198	3373816	-	NC_041750.1	F6UNC1	KDM3B	1.13228205664486
11	31269400	31552642	-	NC_041738.1	F7EWS1	PEPD	0.918805921434788
X5	61070961	61118060	+	NC_041753.1	F7BHF9	OSTF1	0.873049167852868
5	10586079	10599757	-	NC_041732.1	F6S2B5	WDR61	1.21048714533013
X5	3324487	3334749	+	NC_041753.1	F6UBR8	NCSTN	0.925296523829146
5	34584611	34614149	-	NC_041732.1	F6SFC5	ATP6V1B2	0.967357289135104
2	21051874	21057491	+	NC_041729.1	F6YVK1	SELENOM	1.07725309068306
20	25259871	25271689	-	NC_041747.1	F6Z8K9	C11orf54	0.985327335462111
X1	18307541	18364955	-	NC_041749.1	F6Q1S2	TCERG1	0.934293457276196
15	22292762	22322485	+	NC_041742.1	F7E0M3	PRPS2	0.92989902202267
6	24768658	24784151	+	NC_041733.1	F7AT83	HPRT1	0.951356948484863
5	47409350	47452330	+	NC_041732.1	F7FYD0	PKM	0.939823044314424
18	8284864	8292479	+	NC_041745.1	F6Q7E4	GATD3A	0.865211668750288
11	35850769	36002444	+	NC_041738.1	F6QBD0	VAC14	1.17847119415881
4	40719992	40730192	-	NC_041731.1	F6RCU9	PMPCA	1.21096276568273
7	48556654	48631741	+	NC_041734.1	F6PFR2	OPA1	1.05186043179266
2	19925413	20012580	-	NC_041729.1	F7FFP9	ATXN2	1.11760710189859
14	32649651	32664654	-	NC_041741.1	F7C675	LUM	0.864404465181503
7	72328482	72373124	+	NC_041734.1	F7G5Z6	IPO9	1.00512521637208
4	101208936	101264834	-	NC_041731.1	F6QEH4	SH3GLB1	0.886855138861718
4	125286943	125342619	+	NC_041731.1	F7FW87	WDR1	0.855846821504622
6	22566678	22575843	+	NC_041733.1	F6V309	USP11	1.27420644123807
16	35035743	35138365	-	NC_041743.1	F6X2A7	GBF1	1.08587086454979
2	37060554	37065477	+	NC_041729.1	F6UDX9	ACTB	1.14120838319359
4	16213986	16557430	+	NC_041731.1	F6YNK1	TNS3	0.871830461316462
9	34379290	34392599	-	NC_041736.1	F7C1V4	TP53I3	0.884438999969988
5	59688161	59718697	+	NC_041732.1	F7C0Z3	EMC1	1.1321448450963
1	113848324	113908852	+	NC_041728.1	F7DMF9	GMPS	1.09420761163428
9	40548989	40553914	-	NC_041736.1	F7EYB0	ATRAID	1.122985602288
NA	1189928	1214854	-	NW_024396743.1	F7AUU3	UBE2O	1.14898291779119
13	190	32060	-	NC_041740.1	F6XRN9	XYLB	1.30148847419064
21	24090830	24100213	+	NC_041748.1	F7C2T7	RANBP1	0.904402967240667
11	12565921	12570413	+	NC_041738.1	F7C392	PSMB3	0.895247100285954
5	38329449	38441379	+	NC_041732.1	F7CPB6	TACC1	1.08167350299624
6	122810	168964	-	NC_041733.1	F6XPX1	WDR44	0.846188478839686
5	13495192	13501012	-	NC_041732.1	F7FP75	COMMD4	0.843729714020518
17	8171688	8205834	+	NC_041744.1	F7BTA4	BLMH	0.968941118035606
14	1801494	1817820	-	NC_041741.1	F7ARE2	ACTR10	1.09294467615667
6	11013457	11026202	+	NC_041733.1	F6S5Y0	CSTF2	1.18034611231066
3	42398884	42427198	-	NC_041730.1	F6W1W3	DEPDC7	1.04559875388325
X4	2585459	2840894	-	NC_041752.1	F7AFV3	ERC1	0.891255691872662
14	46416025	46432761	+	NC_041741.1	F7CY55	ADSL	1.03915441555054
6	1140494	1147770	-	NC_041733.1	F6ZGP0	CHMP1B	0.867406140666053
5	57225483	57324418	-	NC_041732.1	F6PGC8	GNB1	1.06964565192516
5	12010485	12150333	-	NC_041732.1	F6SP73	PEAK1	1.15436995137502
20	3929899	4032351	+	NC_041747.1	F7B8S6	PDS5B	0.836449281529911
10	54925017	54990773	+	NC_041737.1	F7DJ31	SPATS2	1.14710941354409
1	153622287	153706151	+	NC_041728.1	F7EQW3	GFM1	1.10265191186447
9	40126615	40208242	+	NC_041736.1	F6PUQ3	RBKS	1.15314404962289
1	147944591	147985329	-	NC_041728.1	F7DY25	DCUN1D1	0.771781757598681
X1	60494867	60746493	+	NC_041749.1	F7EM40	SUCLG2	0.844095078160987
16	10621195	10653521	+	NC_041743.1	F6WPG4	DHX9	1.14151849327204
2	23811640	23823267	-	NC_041729.1	F7DSE2	DRG1	1.13485318929556
X4	511254	516016	-	NC_041752.1	F6QD78	FKBP4	1.02642398213284
14	41609627	41622192	+	NC_041741.1	F6X5G3	PWP1	1.17373374179596
15	9427539	9635202	+	NC_041742.1	F7B7Q7	TBCD	1.00872026408502
9	37659945	37681151	-	NC_041736.1	F6YLX9	MMUT	0.866343455767065
8	38010541	38058838	+	NC_041735.1	F6WCW2	SACM1L	0.993391122509552
X2	7703433	7719727	-	NC_041750.1	F6XC35	ATP13A1	0.841795510083043
3	15293038	15304947	-	NC_041730.1	F7FB46	OTUB1	1.11097879144877
2	19244222	19277100	-	NC_041729.1	F7FMV0	PPP1CC	1.14060589675718
20	29542056	29548055	+	NC_041747.1	F6UNP4	CLNS1A	0.891881053760631
X4	2857489	2996217	-	NC_041752.1	F6RE34	WNK1	1.01702066588336
3	19092427	19142876	-	NC_041730.1	F7CZ62	CTNND1	1.06788505966466
X1	91133668	91153331	-	NC_041749.1	F6VM76	QARS1	0.99152740183688
2	6611579	6614892	+	NC_041729.1	F7EXB7	DYNLL1	0.927509264503648
X2	10793512	10803293	+	NC_041750.1	F7AED4	DAPK3	1.19666395071209
2	34169599	34187590	-	NC_041729.1	F6Y636	DRG2	1.07170511617706
3	50974443	50988051	+	NC_041730.1	F6V9Q4	ATP5F1A	0.967380125701797
11	25351529	25390710	+	NC_041738.1	F6STR3	VPS35	0.954340415132033
3	7955019	7964410	-	NC_041730.1	Q7YQK6	NA	0.957878200020885
13	12327188	12371733	+	NC_041740.1	F7CH55	CUL2	1.1080908393553
X1	59164372	59193538	+	NC_041749.1	F7EP98	UBA3	0.943056493469263
2	34294912	34408326	+	NC_041729.1	F6PUM7	TOM1L2	0.915585943325846
7	73489809	73520570	+	NC_041734.1	F6Z0I7	NDUFS1	0.903081346334519
4	89099775	89160928	-	NC_041731.1	F6YVZ9	AGL	1.02992757168857
19	4007607	4018346	-	NC_041746.1	F6ZKH6	HNRNPU	1.06433057452356
3	17447260	17463611	-	NC_041730.1	F6UCY9	TKFC	0.883649319438233
8	38102501	38122342	-	NC_041735.1	F6WD17	LZTFL1	1.07071145357606
10	48759131	48963116	-	NC_041737.1	F6YJU9	CHCHD3	1.09668857589151
10	58978315	58984141	-	NC_041737.1	F7F678	PTGES3	0.913627258006158
12	25312014	25332802	-	NC_041739.1	F7DUF3	ABCE1	1.08557289699317
1	118210861	118244671	+	NC_041728.1	F7DI05	COPB2	0.962718171341162
7	78225619	78245257	-	NC_041734.1	F6RR96	BZW1	0.966634196218266
1	127842503	127968306	-	NC_041728.1	F7CN89	UGGT1	1.04036652495356
4	32982304	33018801	+	NC_041731.1	F7BSD2	PTPA	1.08560739950336
20	18016777	18079474	+	NC_041747.1	F6V0T4	RDX	1.07123888416947
9	20401436	20504649	+	NC_041736.1	F6WMA2	AGPS	1.07372566316406
10	6984433	7021693	+	NC_041737.1	F7G191	MOB1B	0.908820873080205
17	8664051	8792573	-	NC_041744.1	F7BTU3	TAOK1	1.03646629850348
18	1333167	1348981	-	NC_041745.1	F7CHY1	CMPK1	0.974753473464602
4	70307660	70383470	-	NC_041731.1	F7G3F7	NUDCD1	0.89930982097321
12	53391052	53462403	-	NC_041739.1	F7BV44	ANXA5	1.04660986459381
2	17741159	17848289	+	NC_041729.1	F6WSY8	CLIP1	0.960710785012685
3	13587270	13657702	+	NC_041730.1	F6XVA6	SWAP70	1.08711373644456
10	57998838	58022683	-	NC_041737.1	F7EXJ9	ITGA5	1.05997166899714
15	11283452	11347779	-	NC_041742.1	F7ATP3	CYFIP1	0.949648448669926
6	35223842	35263390	-	NC_041733.1	F7FD80	CUL4B	0.936498953053699
9	23791149	23883030	-	NC_041736.1	F7G9T4	ITGAV	1.07089258371682
11	45924111	45929106	NA	ENSOANG00000003744	F7CU15	COX4I1	1.00609978367331
14	4207256	4238355	+	NC_041741.1	F6VPD6	PYGL	0.958362145047939
11	37756363	37834619	-	NC_041738.1	F6RG21	AP1G1	1.06795370789905
5	98357424	98535167	+	NC_041732.1	F6T5W4	EPB41L3	0.893004340564896
9	16893553	16980295	-	NC_041736.1	F6PHX7	SLC25A12	0.927226439194208
4	62472588	62484043	-	NC_041731.1	F6T146	LOC100074669	0.951413812506386
13	40403620	40413673	+	NC_041740.1	F7E862	EIF4A3	0.726014178922242
2	36404706	36415602	+	NC_041729.1	F6QT80	PDAP1	1.03210108761651
15	1187349	1189474	+	NC_041742.1	F6TWB2	NME2	1.06591643131641
5	66252043	66302374	-	NC_041732.1	F7DVX7	PLOD1	1.08190893925559
X1	103914153	104040833	-	NC_041749.1	F6X341	IARS1	0.932812952366351
16	9744806	9775575	-	NC_041743.1	F6XL80	STX6	1.02574581385372
7	43050709	43091408	+	NC_041734.1	F6T0Y1	SEPTIN2	1.04665633999907
21	2083298	2090375	-	NC_041748.1	F7FQH7	POFUT1	1.06558170779276
4	65150466	65211906	+	NC_041731.1	F7A5T8	ATP6V1C1	1.04040047987165
11	47257572	47316752	-	NC_041738.1	F7G905	USP10	1.14966277504561
9	11187708	11254692	+	NC_041736.1	F7AZ85	PSMD14	0.882914582401337
14	44599240	44602324	+	NC_041741.1	F6Z6Z1	LGALS1	1.03264478347757
3	122823683	122848180	+	NC_041730.1	F7CRD7	GOT1	1.08421869280263
19	5934921	5959244	+	NC_041746.1	F7BST1	LBR	0.915643887469966
X1	74668344	74685306	+	NC_041749.1	F6VIS8	CHDH	0.894990386196093
2	19022838	19033759	-	NC_041729.1	F7FN72	ARPC3	0.965178110532365
1	22403692	22482786	+	NC_041728.1	F7FXJ5	TNPO1	1.03936735524495
19	6963898	6995062	+	NC_041746.1	F7G8E0	AIDA	0.888355043550133
17	7183215	7218709	-	NC_041744.1	F6WJB2	TRPV2	1.18122415695272
X1	6443086	6470756	-	NC_041749.1	F6RX59	ACP1	1.09551619655965
1	86168807	86197147	-	NC_041728.1	F6VGU9	PDIA6	0.953618882859245
4	88727329	88745795	-	NC_041731.1	F7DDR8	RTCA	0.88591975559965
3	11532686	11626103	+	NC_041730.1	F7FU89	RRAS2	1.13117566847525
19	15679666	15686447	NA	ENSOANG00000039552	F6Y7I6	NA	0.960384050942334
X1	81143472	81169825	+	NC_041749.1	F7DL66	EDC4	1.03504433582046
11	42594118	42672132	-	NC_041738.1	F6U2M9	ZC3H18	0.918669265134384
